Dep_Airport_ID,ARP_Latitude,ARP_Longitude,Schedule,"Runway ID",Length,Width,"Surface Type Condition","Edge Light Intensity","WBC Single","WBC Dual","WBC Two Dual","WBC Tandem Two Dual","Base Marking Condition"
PNE,040-04-54.9800N,075-00-38.0800W,ALL/SAT-SUN/0600-2230,15/33,5000,150,ASPH-G,MED,40,55,,,G
PHL,039-52-19.5000N,075-14-26.3900W,ALL/ALL/ALL,08/26,5001,150,ASPH-G,HIGH,,145,,,G
PHL,039-52-19.5000N,075-14-26.3900W,ALL/ALL/ALL,17/35,6500,150,ASPH-G,HIGH,100,170,300,,G
PHL,039-52-19.5000N,075-14-26.3900W,ALL/ALL/ALL,09R/27L,12000,200,ASPH-G,HIGH,200,210,350,,G
PHL,039-52-19.5000N,075-14-26.3900W,ALL/ALL/ALL,09L/27R,9500,150,ASPH-G,HIGH,100,210,350,,G
UNV,040-51-00.0000N,077-50-51.3000W,ALL/ALL/ALL,06/24,6701,150,ASPH-G,HIGH,50,110,,,G
AIK,033-38-57.8000N,081-41-06.1000W,ALL/ALL/0600-1800,01/19,3800,75,ASPH-F,,54,75,139,,G
AIK,033-38-57.8000N,081-41-06.1000W,ALL/ALL/0600-1800,07/25,5500,100,ASPH-G,MED,55,75,140,,G
CHS,032-53-55.1000N,080-02-25.9000W,ALL/ALL/ALL,03/21,7000,150,CONC-G,HIGH,,,,,G
CHS,032-53-55.1000N,080-02-25.9000W,ALL/ALL/ALL,15/33,9001,150,CONC-G,HIGH,,,,,G
JZI,032-42-03.7000N,080-00-11.7000W,ALL/ALL/0600-2200,09/27,5350,100,CONC-E,HIGH,60,100,,,G
JZI,032-42-03.7000N,080-00-11.7000W,ALL/ALL/0600-2200,04/22,4313,150,CONC-G,MED,45,56,,,G
GYH,034-45-29.9300N,082-22-35.0900W,ALL/ALL/0600-1900,05/23,8000,150,CONC-G,HIGH,94,121,199,,G
GMU,034-50-52.6000N,082-21-00.0000W,ALL/SAT-SUN/0700-2000,01/19,5393,100,ASPH-E,HIGH,61,81,151,,G
GMU,034-50-52.6000N,082-21-00.0000W,ALL/MON-FRI/0600-2100,01/19,5393,100,ASPH-E,HIGH,61,81,151,,G
GMU,034-50-52.6000N,082-21-00.0000W,ALL/SAT-SUN/0700-2000,10/28,4000,80,ASPH-G,MED,43,62,,,G
GMU,034-50-52.6000N,082-21-00.0000W,ALL/MON-FRI/0600-2100,10/28,4000,80,ASPH-G,MED,43,62,,,G
GMU,034-50-52.6000N,082-21-00.0000W,ALL/SAT-SUN/0700-2000,H1,50,50,CONC-G,PERI,20,,,,
GMU,034-50-52.6000N,082-21-00.0000W,ALL/MON-FRI/0600-2100,H1,50,50,CONC-G,PERI,20,,,,
GMU,034-50-52.6000N,082-21-00.0000W,ALL/SAT-SUN/0700-2000,H2,50,50,CONC-G,PERI,20,,,,
GMU,034-50-52.6000N,082-21-00.0000W,ALL/MON-FRI/0600-2100,H2,50,50,CONC-G,PERI,20,,,,
HXD,032-13-28.1800N,080-41-50.6400W,ALL/ALL/0600-2200,03/21,5000,100,ASPH-G,MED,55,75,,,G
CUB,033-58-13.7000N,080-59-42.9000W,ALL/ALL/0600-2200,13/31,5011,75,ASPH-F,MED,44,66,,,G
ABR,045-26-48.4700N,098-25-20.7900W,ALL/MON-FRI/0330-2400L,13/31,6901,100,CONC-G,HIGH,120,195,339,,G
ABR,045-26-48.4700N,098-25-20.7900W,ALL/MON-FRI/0330-2400L,17/35,5500,100,ASPH-E,MED,63,82,139,,G
SPF,044-28-51.8000N,103-47-09.6000W,ALL/ALL/0730-DUSK,04/22,1995,120,TURF-G,,,,,,
SPF,044-28-51.8000N,103-47-09.6000W,ALL/ALL/0730-DUSK,13/31,6401,75,ASPH-G,MED,33,45,,,G
SPF,044-28-51.8000N,103-47-09.6000W,ALL/ALL/0730-DUSK,08/26,4003,100,TURF-G,,,,,,
YKN,042-55-00.0400N,097-23-09.3500W,ALL/MON-FRI/0800-1700,13/31,6094,100,CONC-E,HIGH,30,50,90,,G
YKN,042-55-00.0400N,097-23-09.3500W,ALL/MON-FRI/0800-1700,02/20,3380,60,ASPH-E,MED,12,,,,G
HON,044-23-06.7000N,098-13-42.8000W,ALL/ALL/0700-SS,12/30,7201,100,CONC-G,HIGH,75,150,280,395,G
HON,044-23-06.7000N,098-13-42.8000W,ALL/ALL/0700-SS,18/36,5000,75,CONC-G,MED,40,55,,,G
FSD,043-34-55.2700N,096-44-30.9300W,ALL/ALL/ALL,H1,50,50,ASPH-G,PERI,,,,,
FSD,043-34-55.2700N,096-44-30.9300W,ALL/ALL/ALL,09/27,3151,75,CONC-F,MED,30,,,,G
FSD,043-34-55.2700N,096-44-30.9300W,ALL/ALL/ALL,03/21,9000,150,CONC-G,HIGH,200,200,444,,G
FSD,043-34-55.2700N,096-44-30.9300W,ALL/ALL/ALL,15/33,8000,150,CONC-G,HIGH,100,180,400,,G
PIR,044-22-57.7000N,100-17-09.5000W,ALL/SAT-SUN/0500-2200,07/25,6880,150,ASPH-G,HIGH,91,114,180,,G
PIR,044-22-57.7000N,100-17-09.5000W,ALL/MON-FRI/0500-2400,07/25,6880,150,ASPH-G,HIGH,91,114,180,,G
PIR,044-22-57.7000N,100-17-09.5000W,ALL/SAT-SUN/0500-2200,13/31,6900,100,ASPH-G,HIGH,91,108,168,,G
PIR,044-22-57.7000N,100-17-09.5000W,ALL/MON-FRI/0500-2400,13/31,6900,100,ASPH-G,HIGH,91,108,168,,G
RAP,044-02-43.2000N,103-03-26.5000W,ALL/ALL/ALL,05/23,3601,75,ASPH-G,MED,12,,,,F
RAP,044-02-43.2000N,103-03-26.5000W,ALL/ALL/ALL,14/32,8701,150,CONC-G,HIGH,140,190,300,,G
HZD,036-05-21.4700N,088-27-47.8800W,ALL/SUN/1300-1700,01/19,5507,100,ASPH-G,MED,48,66,,,G
HZD,036-05-21.4700N,088-27-47.8800W,ALL/MON-SAT/0800-1700,01/19,5507,100,ASPH-G,MED,48,66,,,G
RZR,035-12-44.4100N,084-47-57.1200W,ALL/ALL/0700-1800,03/21,6200,100,CONC-G,MED,20,50,65,115,G
M02,036-07-40.6400N,087-25-47.4200W,ALL/ALL/0800-1800,17/35,5001,75,ASPH-G,MED,16,26,,,G
M29,035-22-58.9200N,087-58-05.7600W,UNATNDD,03/21,4200,75,ASPH-G,,30,,,,G
PHT,036-20-09.4000N,088-23-04.0000W,ALL/MON-SAT/0800-1630,02/20,5001,100,ASPH-G,MED,17,,,,G
JWN,036-10-58.8800N,086-53-11.3800W,ALL/ALL/ALL,02/20,6001,100,ASPH-G,MED,35,97,,,G
DKX,035-57-49.8000N,083-52-25.2000W,ALL/ALL/0700-2200,08/26,3499,75,ASPH-G,MED,22,,,,G
M54,036-11-25.4800N,086-18-56.4900W,"MAR - SEP/ALL/0700-1900",01/19,5000,100,ASPH-G,MED,24,37,,,G
M54,036-11-25.4800N,086-18-56.4900W,"OCT - FEB/ALL/0700-1700",01/19,5000,100,ASPH-G,MED,24,37,,,G
M54,036-11-25.4800N,086-18-56.4900W,"MAR - SEP/ALL/0700-1900",04/22,1801,150,TURF-G,,,,,,G
M54,036-11-25.4800N,086-18-56.4900W,"OCT - FEB/ALL/0700-1700",04/22,1801,150,TURF-G,,,,,,G
CHA,035-02-06.7000N,085-12-12.8000W,ALL/ALL/ALL,15/33,5575,150,ASPH-G,MED,120,164,265,,G
CHA,035-02-06.7000N,085-12-12.8000W,ALL/ALL/ALL,02/20,7400,150,ASPH-G,HIGH,120,164,265,,G
TYS,035-48-39.9300N,083-59-38.6400W,ALL/ALL/ALL,05R/23L,9000,150,ASPH-G,HIGH,75,200,270,,G
TYS,035-48-39.9300N,083-59-38.6400W,ALL/ALL/ALL,05L/23R,10000,150,CONC-G,HIGH,120,239,439,961,G
MKL,035-35-59.5700N,088-54-56.2000W,ALL/SAT-SUN/0700-1930,02/20,6005,150,ASPH-F,HIGH,55,80,125,,F
MKL,035-35-59.5700N,088-54-56.2000W,ALL/MON-FRI/0600-2030,02/20,6005,150,ASPH-F,HIGH,55,80,125,,F
MKL,035-35-59.5700N,088-54-56.2000W,ALL/SAT-SUN/0700-1930,11/29,3539,100,ASPH-F,MED,27,,,,F
MKL,035-35-59.5700N,088-54-56.2000W,ALL/MON-FRI/0600-2030,11/29,3539,100,ASPH-F,MED,27,,,,F
NQA,035-21-23.9000N,089-52-13.5500W,ALL/SAT-SUN/0700-1900,04/22,8000,200,ASPH-G,HIGH,,,,,G
NQA,035-21-23.9000N,089-52-13.5500W,ALL/MON-FRI/0730-0200,04/22,8000,200,ASPH-G,HIGH,,,,,G
MNV,035-32-42.8300N,084-22-49.4400W,ALL/ALL/0900-1700,05/23,3643,75,ASPH-G,MED,22,35,,,G
BNA,036-07-28.1100N,086-40-41.4500W,ALL/ALL/ALL,13/31,11030,150,CONC-G,HIGH,75,175,250,875,G
BNA,036-07-28.1100N,086-40-41.4500W,ALL/ALL/ALL,02R/20L,8001,150,CONC-G,HIGH,75,209,350,,G
BNA,036-07-28.1100N,086-40-41.4500W,ALL/ALL/ALL,02L/20R,7704,150,CONC-G,HIGH,100,200,390,850,G
BNA,036-07-28.1100N,086-40-41.4500W,ALL/ALL/ALL,02C/20C,8001,150,CONC-G,HIGH,75,209,350,,G
TRI,036-28-30.7500N,082-24-26.7000W,ALL/ALL/ALL,05/23,8000,150,ASPH-G,HIGH,112,185,336,,G
TRI,036-28-30.7500N,082-24-26.7000W,ALL/ALL/ALL,09/27,4442,150,ASPH-F,MED,21,,,,G
ABI,032-24-40.8000N,099-40-54.8000W,ALL/ALL/ALL,17L/35R,7198,150,ASPH-G,HIGH,85,160,160,,G
ABI,032-24-40.8000N,099-40-54.8000W,ALL/ALL/ALL,17R/35L,7208,150,ASPH-G,HIGH,85,160,160,,G
ADS,032-58-06.8000N,096-50-11.2000W,ALL/ALL/0600-2200,16/34,7203,100,ASPH-G,HIGH,60,120,,,G
T31,033-12-30.4200N,096-44-30.9900W,UNATNDD,17/35,4352,60,ASPH-TURF-G,MED,6,,,,G
AUS,030-11-40.3000N,097-40-11.5500W,ALL/ALL/ALL,18L/36R,9000,150,CONC-G,HIGH,75,210,618,913,G
AUS,030-11-40.3000N,097-40-11.5500W,ALL/ALL/ALL,18R/36L,12250,150,CONC-G,HIGH,75,210,618,913,G
AUS,030-11-40.3000N,097-40-11.5500W,ALL/ALL/ALL,H1,60,60,CONC-G,,,,,,G
AUS,030-11-40.3000N,097-40-11.5500W,ALL/ALL/ALL,H2,60,60,CONC-G,,,,,,G
AUS,030-11-40.3000N,097-40-11.5500W,ALL/ALL/ALL,H3,50,50,CONC-G,,,,,,G
BMT,030-04-12.7400N,094-12-54.3500W,ALL/ALL/0700-1900,13/31,4001,75,ASPH-E,MED,17,,,,G
BEA,028-21-51.2000N,097-47-31.0000W,UNATNDD,18/36,2251,60,TURF-G,,,,,,
BEA,028-21-51.2000N,097-47-31.0000W,UNATNDD,12/30,4553,75,ASPH-G,MED,25,,,,P
BPG,032-12-45.4000N,101-31-17.9000W,ALL/MON-FRI/0800-1700,17/35,8802,100,CONC-G,MED,60,150,200,,G
BPG,032-12-45.4000N,101-31-17.9000W,ALL/MON-FRI/0800-1700,06/24,4601,75,ASPH-G,MED,,,,,G
XBP,033-10-26.2500N,097-49-42.3400W,ALL/MON-FRI/0700-1600,18/36,5005,75,ASPH-G,MED,30,,,,F
BKS,027-12-21.8000N,098-07-15.7000W,MAR-OCT/MON-FRI/0900-1600,17/35,6006,75,ASPH-G,MED,52,80,,,G
BKS,027-12-21.8000N,098-07-15.7000W,NOV-FEB/ALL/0900-1700,17/35,6006,75,ASPH-G,MED,52,80,,,G
BKS,027-12-21.8000N,098-07-15.7000W,MAR-OCT/MON-FRI/0900-1600,14/32,3018,60,ASPH-E,,4,,,,G
BKS,027-12-21.8000N,098-07-15.7000W,NOV-FEB/ALL/0900-1700,14/32,3018,60,ASPH-E,,4,,,,G
CDS,034-26-01.6000N,100-17-16.8000W,ALL/ALL/0900-1700,04/22,4425,60,ASPH-P,,21,,,,P
CDS,034-26-01.6000N,100-17-16.8000W,ALL/ALL/0900-1700,18/36,5949,75,ASPH-G,MED,21,,,,F
CXO,030-21-12.2200N,095-24-54.3000W,ALL/SAT-SUN/0800-1600,14/32,7501,150,CONC-G,HIGH,60,100,,,G
CXO,030-21-12.2200N,095-24-54.3000W,ALL/MON-FRI/0800-1700,14/32,7501,150,CONC-G,HIGH,60,100,,,G
CXO,030-21-12.2200N,095-24-54.3000W,ALL/SAT-SUN/0800-1600,01/19,5000,100,CONC-G,MED,30,75,,,G
CXO,030-21-12.2200N,095-24-54.3000W,ALL/MON-FRI/0800-1700,01/19,5000,100,CONC-G,MED,30,75,,,G
CRP,027-46-19.9000N,097-30-08.7000W,ALL/ALL/ALL,18/36,6080,150,ASPH-G,HIGH,150,170,245,,G
CRP,027-46-19.9000N,097-30-08.7000W,ALL/ALL/ALL,13/31,7510,150,ASPH-G,HIGH,150,170,245,,G
DAL,032-50-45.4000N,096-51-03.1600W,ALL/ALL/ALL,13R/31L,8800,150,CONC-G,HIGH,120,250,388,875,G
DAL,032-50-45.4000N,096-51-03.1600W,ALL/ALL/ALL,13L/31R,7752,150,CONC-G,HIGH,100,200,350,,G
LUD,033-15-15.3000N,097-34-49.8000W,ALL/ALL/0800-1700,17/35,4200,60,ASPH-G,MED,12,17,,,F
DTO,033-12-07.0600N,097-11-56.7500W,ALL/ALL/0600-2200,18L/36R,7002,150,ASPH-F,MED,70,100,,,G
DTO,033-12-07.0600N,097-11-56.7500W,ALL/ALL/0600-2200,18R/36L,5003,75,ASPH-E,MED,30,,,,G
CLL,030-35-16.9500N,096-21-45.1600W,ALL/ALL/0600-2200,17/35,7000,146,ASPH-CONC-E,HIGH,78,94,156,,G
CLL,030-35-16.9500N,096-21-45.1600W,ALL/ALL/0600-2200,11/29,5158,150,ASPH-E,MED,37,49,,,G
GGG,032-23-02.4000N,094-42-41.4000W,ALL/ALL/0600-2100,18/36,6110,150,ASPH-G,MED,95,155,280,,G
GGG,032-23-02.4000N,094-42-41.4000W,ALL/ALL/0600-2100,13/31,10000,150,ASPH-G,HIGH,95,155,288,,G
EFD,029-36-26.4000N,095-09-31.5000W,ALL/ALL/ALL,04/22,8001,150,CONC-G,HIGH,100,164,300,668,G
EFD,029-36-26.4000N,095-09-31.5000W,ALL/ALL/ALL,17L/35R,4609,75,CONC-F,,24,63,145,300,G
EFD,029-36-26.4000N,095-09-31.5000W,ALL/ALL/ALL,17R/35L,9001,150,CONC-G,HIGH,100,190,590,800,G
ELP,031-48-26.4000N,106-22-34.9000W,ALL/ALL/ALL,08R/26L,9025,150,ASPH-CONC-F,HIGH,100,180,350,,G
ELP,031-48-26.4000N,106-22-34.9000W,ALL/ALL/ALL,04/22,12020,150,ASPH-CONC-F,HIGH,100,180,350,,G
ELP,031-48-26.4000N,106-22-34.9000W,ALL/ALL/ALL,08L/26R,5499,75,CONC-G,MED,60,180,,,G
FTW,032-49-11.1700N,097-21-44.8200W,ALL/ALL/ALL,16/34,7502,150,CONC-G,HIGH,80,100,190,350,G
FTW,032-49-11.1700N,097-21-44.8200W,ALL/ALL/ALL,H2,35,35,CONC-G,,,,,,F
FTW,032-49-11.1700N,097-21-44.8200W,ALL/ALL/ALL,H1,35,35,CONC-G,,,,,,G
FTW,032-49-11.1700N,097-21-44.8200W,ALL/ALL/ALL,17/35,4005,75,ASPH-E,MED,12,50,,,G
GNC,032-40-31.2000N,102-39-09.6000W,ALL/SAT/0800-1200,17/35,5002,75,ASPH-G,MED,12,,,,F
GNC,032-40-31.2000N,102-39-09.6000W,ALL/MON-FRI/0800-1800,17/35,5002,75,ASPH-G,MED,12,,,,F
GNC,032-40-31.2000N,102-39-09.6000W,ALL/SAT/0800-1200,08/26,5381,75,ASPH-F,MED,12,,,,P
GNC,032-40-31.2000N,102-39-09.6000W,ALL/MON-FRI/0800-1800,08/26,5381,75,ASPH-F,MED,12,,,,P
UVA,029-12-40.8000N,099-44-36.9000W,ALL/ALL/0700-1900,15/33,5256,100,ASPH-G,MED,30,40,40,,G
IAH,029-59-03.9700N,095-20-29.1900W,ALL/ALL/ALL,15R/33L,10000,150,CONC-G,HIGH,75,200,400,873,G
IAH,029-59-03.9700N,095-20-29.1900W,ALL/ALL/ALL,09/27,10000,150,CONC-G,HIGH,,210,560,,G
IAH,029-59-03.9700N,095-20-29.1900W,ALL/ALL/ALL,08R/26L,9402,150,CONC-G,HIGH,75,210,498,873,G
IAH,029-59-03.9700N,095-20-29.1900W,ALL/ALL/ALL,08L/26R,9000,150,CONC-E,HIGH,75,210,409,873,G
IAH,029-59-03.9700N,095-20-29.1900W,ALL/ALL/ALL,15L/33R,12001,150,CONC-G,HIGH,100,200,400,800,G
GTU,030-40-43.7000N,097-40-45.8000W,ALL/ALL/0700-1900,11/29,4099,75,ASPH-F,MED,12,,,,G
GTU,030-40-43.7000N,097-40-45.8000W,ALL/ALL/0700-1900,18/36,5004,100,ASPH-G,MED,30,60,,,G
T82,030-14-35.7000N,098-54-33.1000W,ALL/MON-FRI/0800-1700,14/32,5001,75,ASPH-G,MED,30,,,,G
DZB,030-31-37.3900N,098-21-31.5200W,ALL/ALL/0700-1900,17/35,5977,100,ASPH-G,HIGH,,100,,,G
TME,029-48-18.1000N,095-53-52.4000W,ALL/ALL/ALL,18/36,6610,100,ASPH-G,MED,,101,,,G
AQO,030-47-03.2000N,098-39-35.6000W,ALL/FRI-MON/0700-1700,13/31,3209,150,TURF-G,,,,,,
AQO,030-47-03.2000N,098-39-35.6000W,ALL/TUE-THU/0800-1700,13/31,3209,150,TURF-G,,,,,,
AQO,030-47-03.2000N,098-39-35.6000W,ALL/FRI-MON/0700-1700,17/35,4202,75,ASPH-G,MED,20,,,,G
AQO,030-47-03.2000N,098-39-35.6000W,ALL/TUE-THU/0800-1700,17/35,4202,75,ASPH-G,MED,20,,,,G
LBB,033-39-49.2000N,101-49-14.0000W,ALL/ALL/ALL,17L/35R,2891,74,ASPH-F,,12,,,,G
LBB,033-39-49.2000N,101-49-14.0000W,ALL/ALL/ALL,17R/35L,11500,150,CONC-G,HIGH,100,170,350,,G
LBB,033-39-49.2000N,101-49-14.0000W,ALL/ALL/ALL,08/26,8003,150,CONC-G,HIGH,100,170,350,,G
GVT,033-04-04.2000N,096-03-55.2000W,ALL/FRI-SAT/0730-1800,17/35,8030,150,ASPH-G,MED,26,,,,G
GVT,033-04-04.2000N,096-03-55.2000W,ALL/SUN-THU/0730-1700,17/35,8030,150,ASPH-G,MED,26,,,,G
MRF,030-22-16.0000N,104-01-03.1000W,ALL/ALL/0800-1600,13/31,6203,75,ASPH-G,MED,18,,,,G
MRF,030-22-16.0000N,104-01-03.1000W,ALL/ALL/0800-1600,09/27,2825,60,DIRT-P,,,,,,
MRF,030-22-16.0000N,104-01-03.1000W,ALL/ALL/0800-1600,04/22,5309,75,ASPH-G,,18,,,,G
MAF,031-56-33.1000N,102-12-06.9000W,ALL/ALL/ALL,16R/34L,9501,150,ASPH-G,HIGH,160,200,350,700,G
MAF,031-56-33.1000N,102-12-06.9000W,ALL/ALL/ALL,16L/34R,4247,100,ASPH-G,MED,30,60,,,G
MAF,031-56-33.1000N,102-12-06.9000W,ALL/ALL/ALL,10/28,8302,150,ASPH-G,HIGH,160,200,350,700,G
MAF,031-56-33.1000N,102-12-06.9000W,ALL/ALL/ALL,04/22,4605,75,ASPH-G,MED,30,60,,,G
MWL,032-46-53.7800N,098-03-36.6300W,ALL/ALL/0600-2000,13/31,5996,100,ASPH-G,MED,50,145,,,F
MWL,032-46-53.7800N,098-03-36.6300W,ALL/ALL/0600-2000,17/35,4188,100,ASPH-G,MED,50,145,,,F
ODO,031-55-17.0900N,102-23-13.6800W,ALL/ALL/0600-2000,16/34,5003,75,ASPH-E,MED,14,,,,G
ODO,031-55-17.0900N,102-23-13.6800W,ALL/ALL/0600-2000,11/29,6200,100,ASPH-G,MED,30,,,,G
ODO,031-55-17.0900N,102-23-13.6800W,ALL/ALL/0600-2000,02/20,5703,75,ASPH-G,MED,14,,,,G
AFW,032-59-25.3900N,097-19-09.9900W,ALL/ALL/ALL,16L/34R,11000,150,CONC-G,HIGH,,200,400,870,G
AFW,032-59-25.3900N,097-19-09.9900W,ALL/ALL/ALL,16R/34L,11010,150,CONC-G,HIGH,,200,400,870,G
AMA,035-13-09.7000N,101-42-21.3000W,ALL/ALL/ALL,13/31,7901,150,CONC-G,HIGH,100,200,400,,G
AMA,035-13-09.7000N,101-42-21.3000W,ALL/ALL/ALL,04/22,13502,200,CONC-G,HIGH,100,200,400,,G
SJT,031-21-27.8900N,100-29-46.7000W,ALL/ALL/0600-2200,09/27,4406,75,ASPH-F,MED,70,100,,,G
SJT,031-21-27.8900N,100-29-46.7000W,ALL/ALL/0600-2200,18/36,8054,150,ASPH-G,MED,70,100,,,G
SJT,031-21-27.8900N,100-29-46.7000W,ALL/ALL/0600-2200,03/21,5940,150,ASPH-G,HIGH,70,100,,,G
SAT,029-32-02.2500N,098-28-08.6000W,ALL/ALL/ALL,13L/31R,5519,100,ASPH-F,MED,59,120,,,G
SAT,029-32-02.2500N,098-28-08.6000W,ALL/ALL/ALL,13R/31L,8502,150,CONC-G,HIGH,95,190,270,,G
SAT,029-32-02.2500N,098-28-08.6000W,ALL/ALL/ALL,04/22,8505,150,CONC-G,HIGH,95,190,270,,G
SPS,033-59-19.6800N,098-29-30.8500W,ALL/ALL/ALL,15C/33C,10003,150,ASPH-CONC,HIGH,,,,,G
SPS,033-59-19.6800N,098-29-30.8500W,ALL/ALL/ALL,18/36,7021,150,ASPH,HIGH,,,,,G
SPS,033-59-19.6800N,098-29-30.8500W,ALL/ALL/ALL,15L/33R,6000,150,ASPH-CONC,HIGH,,,,,G
SPS,033-59-19.6800N,098-29-30.8500W,ALL/ALL/ALL,15R/33L,13101,300,CONC,HIGH,,,,,G
SWI,033-37-26.9000N,096-35-10.1000W,ALL/ALL/0800-1700,16/34,4000,75,ASPH-F,MED,19,,,,G
SSF,029-20-13.1300N,098-28-15.7600W,ALL/ALL/0700-2200,14/32,4128,100,ASPH-G,MED,12,20,,,G
SSF,029-20-13.1300N,098-28-15.7600W,ALL/ALL/0700-2200,09/27,5000,100,ASPH-G,MED,30,75,,,G
TRL,032-42-30.5800N,096-16-01.5400W,ALL/ALL/0800-2000,18/36,5006,75,ASPH-G,MED,30,,,,G
VCT,028-51-15.1400N,096-55-07.4400W,ALL/SUN/0600-1800,13/31,9111,150,ASPH-G,HIGH,28,49,87,,G
VCT,028-51-15.1400N,096-55-07.4400W,ALL/SAT/0600-2000,13/31,9111,150,ASPH-G,HIGH,28,49,87,,G
VCT,028-51-15.1400N,096-55-07.4400W,ALL/MON-FRI/0600-2000,13/31,9111,150,ASPH-G,HIGH,28,49,87,,G
VCT,028-51-15.1400N,096-55-07.4400W,ALL/SUN/0600-1800,H1,60,60,ASPH-G,,,,,,P
VCT,028-51-15.1400N,096-55-07.4400W,ALL/SAT/0600-2000,H1,60,60,ASPH-G,,,,,,P
VCT,028-51-15.1400N,096-55-07.4400W,ALL/MON-FRI/0600-2000,H1,60,60,ASPH-G,,,,,,P
VCT,028-51-15.1400N,096-55-07.4400W,ALL/SUN/0600-1800,18/36,4908,75,ASPH-G,MED,28,49,87,,F
VCT,028-51-15.1400N,096-55-07.4400W,ALL/SAT/0600-2000,18/36,4908,75,ASPH-G,MED,28,49,87,,F
VCT,028-51-15.1400N,096-55-07.4400W,ALL/MON-FRI/0600-2000,18/36,4908,75,ASPH-G,MED,28,49,87,,F
ACT,031-36-43.9000N,097-13-49.1000W,ALL/ALL/0430-2400,14/32,5103,150,ASPH-G,MED,50,82,,,F
ACT,031-36-43.9000N,097-13-49.1000W,ALL/ALL/0430-2400,01/19,7107,150,ASPH-G,HIGH,50,82,,,G
F05,034-13-32.4000N,099-17-01.5000W,ALL/MON-SAT/0800-1700,16/34,4304,80,ASPH-F,MED,10,,,,G
F05,034-13-32.4000N,099-17-01.5000W,ALL/MON-SAT/0800-1700,02/20,5099,100,ASPH-E,MED,30,40,60,,G
HOU,029-38-44.8800N,095-16-38.0300W,ALL/ALL/ALL,04/22,7602,150,CONC-G,HIGH,75,200,400,,G
HOU,029-38-44.8800N,095-16-38.0300W,ALL/ALL/ALL,13L/31R,5148,100,CONC-F,MED,30,45,80,,G
HOU,029-38-44.8800N,095-16-38.0300W,ALL/ALL/ALL,13R/31L,7602,150,ASPH-G,HIGH,75,195,220,,G
CNY,038-45-27.4700N,109-45-12.4700W,NOV-FEB/ALL/0800-1700,15/33,2121,60,GRAVEL-G,,,,,,G
CNY,038-45-27.4700N,109-45-12.4700W,MAR-OCT/ALL/0700-1900,15/33,2121,60,GRAVEL-G,,,,,,G
CNY,038-45-27.4700N,109-45-12.4700W,NOV-FEB/ALL/0800-1700,03/21,7360,100,ASPH-G,MED,,85,,,G
CNY,038-45-27.4700N,109-45-12.4700W,MAR-OCT/ALL/0700-1900,03/21,7360,100,ASPH-G,MED,,85,,,G
PUC,039-36-50.0000N,110-45-05.8000W,APRIL-OCT/MON-SUN/0800-1800,15/33,4513,75,ASPH-F,MED,13,,,,F
PUC,039-36-50.0000N,110-45-05.8000W,NOV-MAR/MON-SAT/0800-1700,15/33,4513,75,ASPH-F,MED,13,,,,F
PUC,039-36-50.0000N,110-45-05.8000W,APRIL-OCT/MON-SUN/0800-1800,01/19,8316,100,ASPH-G,HIGH,30,40,,,G
PUC,039-36-50.0000N,110-45-05.8000W,NOV-MAR/MON-SAT/0800-1700,01/19,8316,100,ASPH-G,HIGH,30,40,,,G
PUC,039-36-50.0000N,110-45-05.8000W,APRIL-OCT/MON-SUN/0800-1800,08/26,3151,75,ASPH-G,,12,,,,G
PUC,039-36-50.0000N,110-45-05.8000W,NOV-MAR/MON-SAT/0800-1700,08/26,3151,75,ASPH-G,,12,,,,G
CDC,037-42-03.4900N,113-05-55.8600W,ALL/ALL/DALGT,08/26,4822,60,ASPH-F,MED,16,,,,G
CDC,037-42-03.4900N,113-05-55.8600W,ALL/ALL/DALGT,02/20,8653,150,ASPH-G,HIGH,56,76,127,142,G
HIF,041-07-26.1800N,111-58-23.0000W,ALL/SAT-SUN/1600-0000Z++,14/32,13500,200,PEM-G,HIGH,,,,,G
HIF,041-07-26.1800N,111-58-23.0000W,ALL/MON-SAT/1500-0700Z++,14/32,13500,200,PEM-G,HIGH,,,,,G
DPG,040-11-50.5700N,112-56-06.2000W,ALL/MON-THU/1400-2400Z++,12/30,10999,150,ASPH,HIGH,,,,,
OGD,041-11-42.2500N,112-00-43.9000W,ALL/ALL/ALL,17/35,5195,100,ASPH-G,MED,80,140,,,G
OGD,041-11-42.2500N,112-00-43.9000W,ALL/ALL/ALL,03/21,8107,150,ASPH-E,HIGH,85,150,,,G
PVU,040-13-09.0000N,111-43-24.1000W,JUN-OCT/ALL/0600-2200,13/31,8603,150,ASPH-G,HIGH,65,85,140,,G
PVU,040-13-09.0000N,111-43-24.1000W,NOV-MAY/ALL/0600-2100,13/31,8603,150,ASPH-G,HIGH,65,85,140,,G
PVU,040-13-09.0000N,111-43-24.1000W,JUN-OCT/ALL/0600-2200,18/36,6628,150,ASPH-G,MED,50,70,110,,G
PVU,040-13-09.0000N,111-43-24.1000W,NOV-MAY/ALL/0600-2100,18/36,6628,150,ASPH-G,MED,50,70,110,,G
RIF,038-44-02.8000N,112-06-05.7000W,ALL/ALL/0800-1700,01/19,7100,100,ASPH-F,MED,45,75,,,F
SLC,040-47-18.2200N,111-58-39.9800W,ALL/ALL/ALL,HB,60,60,ASPH-G,,,,,,
