Dep_Airport_ID,Schedules,Facility_Type,Wind_Indicator,Runway_ID,Length,Width,Surface_Type_Condition,Edge_Light_Intensity,WBC_Single,WBC_Dual,WBC_Two_Dual,WBC_Tandem_Two_Dual,Base_Marking_Condition
MLU,ALL/ALL/ALL,AIRPORT,Y-L,14/32,6301,150,ASPH-G,MED,75,170,290,,G
MLU,ALL/ALL/ALL,AIRPORT,Y-L,04/22,7504,150,ASPH-G,HIGH,75,170,290,,G
NEW,ALL/ALL/ALL,AIRPORT,Y-L,18L/36R,3697,75,ASPH-G,MED,35,55,80,,G
NEW,ALL/ALL/ALL,AIRPORT,Y-L,18R/36L,6879,150,ASPH-G,MED,60,175,200,350,G
NEW,ALL/ALL/ALL,AIRPORT,Y-L,09/27,3114,75,ASPH-F,MED,50,80,100,,G
SHV,ALL/ALL/ALL,AIRPORT,Y-L,14/32,8348,200,ASPH-E,HIGH,75,190,400,,G
SHV,ALL/ALL/ALL,AIRPORT,Y-L,06/24,7003,150,ASPH-E,MED,75,158,280,,G
TVR,ALL/ALL/0700-1900,AIRPORT,Y-L,18/36,5002,100,ASPH-G,MED,60,75,,,G
BGR,ALL/ALL/ALL,AIRPORT,Y-L,15/33,11440,200,ASPH-G,HIGH,100,210,400,,G
RKD,ALL/MON-FRI/0600-1700,AIRPORT,Y-L,03/21,4000,100,ASPH-G,MED,65,80,,,G
RKD,ALL/MON-FRI/0600-1700,AIRPORT,Y-L,13/31,5412,100,ASPH-E,HIGH,65,80,,,G
SFM,JUN-SEPT/ALL/0700-1900,AIRPORT,Y-L,07/25,6389,100,ASPH-G,HIGH,65,100,,,G
SFM,OCT-MAY/ALL/0700-1700,AIRPORT,Y-L,07/25,6389,100,ASPH-G,HIGH,65,100,,,G
BWI,ALL/ALL/ALL,AIRPORT,Y-L,10/28,10503,150,ASPH-G,HIGH,80,220,1020,1340,G
BWI,ALL/ALL/ALL,AIRPORT,Y-L,15L/33R,5000,100,ASPH-F,HIGH,30,45,,,G
BWI,ALL/ALL/ALL,AIRPORT,Y-L,15R/33L,9501,150,ASPH-G,HIGH,80,220,675,890,G
FDK,ALL/ALL/0700-2100++,AIRPORT,Y-L,05/23,5819,100,ASPH-G,HIGH,60,,,,G
AQW,ALL/ALL/0800-1630,AIRPORT,Y-L,11/29,4300,100,ASPH-E,MED,25,,,,G
OWD,"ALL/MON - FRI/0800-1700",AIRPORT,Y-L,10/28,3995,75,ASPH-G,,58,69,,,G
OWD,"ALL/MON - FRI/0800-1700",AIRPORT,Y-L,17/35,4007,100,ASPH-G,MED,58,69,,,G
GLR,NOV-APR/ALL/0630-1700,AIRPORT,Y-L,18/36,4200,75,ASPH-G,MED,12,,,,F
GLR,MAY-OCT/ALL/0730-1800,AIRPORT,Y-L,18/36,4200,75,ASPH-G,MED,12,,,,F
OZW,ALL/MON-FRI/0700-1700,AIRPORT,Y-L,13/31,5002,100,CONC-G,HIGH,100,,,,F
OZW,ALL/SAT-SUN/0800-1200,AIRPORT,Y-L,13/31,5002,100,CONC-G,HIGH,100,,,,F
LAN,ALL/ALL/ALL,AIRPORT,Y-L,10R/28L,8506,150,ASPH-G,HIGH,100,175,300,,G
LAN,ALL/ALL/ALL,AIRPORT,Y-L,06/24,5003,120,ASPH-F,MED,45,65,100,,G
LAN,ALL/ALL/ALL,AIRPORT,Y-L,10L/28R,3601,75,ASPH-F,,12,,,,F
SAW,ALL/ALL/0500-2000,AIRPORT,Y-L,01/19,9072,150,ASPH-G,HIGH,114,181,317,741,F
OSC,"ALL/SAT-SUN/ON CALL",AIRPORT,Y-L,07/25,11800,200,ASPH-G,HIGH,155,330,550,,G
OSC,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,07/25,11800,200,ASPH-G,HIGH,155,330,550,,G
PLN,ALL/ALL/0600-2300,AIRPORT,Y-L,05/23,5401,150,ASPH-G,MED,76,115,215,,F
PLN,ALL/ALL/0600-2300,AIRPORT,Y-L,14/32,6513,150,ASPH-G,HIGH,76,115,215,,F
LWA,ALL/ALL/0900-1700,AIRPORT,Y-L,05/23,4800,75,ASPH-G,MED,12,,,,G
TVC,ALL/ALL/0400-0100,AIRPORT,Y-L,10/28,7016,150,ASPH-F,HIGH,120,230,440,,G
TVC,ALL/ALL/0400-0100,AIRPORT,Y-L,18/36,5378,150,ASPH-F,MED,70,110,190,,G
AIT,NOV-MAR/MON-FRI/0900-1700,AIRPORT,Y-L,16/34,4000,75,ASPH-F,MED,12,,,,G
AIT,APR-OCT/ALL/0800-1700,AIRPORT,Y-L,16/34,4000,75,ASPH-F,MED,12,,,,G
AUM,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,17/35,5800,100,CONC-G,HIGH,100,135,,,G
AUM,ALL/SUN/0900-1500,AIRPORT,Y-L,17/35,5800,100,CONC-G,HIGH,100,135,,,G
AUM,ALL/SAT/0800-1600,AIRPORT,Y-L,17/35,5800,100,CONC-G,HIGH,100,135,,,G
BJI,ALL/TUE-FRI/0600-2100,AIRPORT,Y-L,13/31,7004,150,ASPH-E,HIGH,75,200,,,G
BJI,ALL/SAT-SUN/0800-1700,AIRPORT,Y-L,13/31,7004,150,ASPH-E,HIGH,75,200,,,G
BJI,ALL/MON/0700-2100,AIRPORT,Y-L,13/31,7004,150,ASPH-E,HIGH,75,200,,,G
BJI,ALL/TUE-FRI/0600-2100,AIRPORT,Y-L,07/25,5700,150,ASPH-E,MED,75,200,,,G
BJI,ALL/SAT-SUN/0800-1700,AIRPORT,Y-L,07/25,5700,150,ASPH-E,MED,75,200,,,G
BJI,ALL/MON/0700-2100,AIRPORT,Y-L,07/25,5700,150,ASPH-E,MED,75,200,,,G
BRD,NOV-JUN/ALL/0500-2300,AIRPORT,Y-L,05/23,6512,150,CONC-G,HIGH,75,125,220,,G
BRD,JUL-OCT/ALL/0500-2300,AIRPORT,Y-L,05/23,6512,150,CONC-G,HIGH,75,125,220,,G
BRD,NOV-JUN/ALL/0500-2300,AIRPORT,Y-L,16/34,7100,150,CONC-E,HIGH,75,125,220,,G
BRD,JUL-OCT/ALL/0500-2300,AIRPORT,Y-L,16/34,7100,150,CONC-E,HIGH,75,125,220,,G
COQ,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,18/36,4002,75,ASPH-F,MED,8,12,,,G
DLH,ALL/ALL/ALL,AIRPORT,Y,03/21,5719,150,ASPH-G,MED,52,100,361,,G
DLH,ALL/ALL/ALL,AIRPORT,Y,09/27,10591,150,CONC-F,HIGH,94,180,650,,G
ELO,ALL/ALL/0800-1700,AIRPORT,Y-L,12/30,5596,100,ASPH-G,MED,99,159,,,G
GPZ,APR-OCT/ALL/0700-2100,AIRPORT,Y-L,16/34,5756,100,ASPH-G,HIGH,23,38,78,,G
GPZ,NOV-MAR/ALL/0700-2000,AIRPORT,Y-L,16/34,5756,100,ASPH-G,HIGH,23,38,78,,G
GPZ,APR-OCT/ALL/0700-2100,AIRPORT,Y-L,05/23,3000,60,ASPH-G,MED,125,,,,G
GPZ,NOV-MAR/ALL/0700-2000,AIRPORT,Y-L,05/23,3000,60,ASPH-G,MED,125,,,,G
HIB,ALL/ALL/0600-2200,AIRPORT,Y-L,13/31,6758,150,ASPH-E,HIGH,60,100,160,,G
HIB,ALL/ALL/0600-2200,AIRPORT,Y-L,04/22,3075,75,ASPH-E,,35,45,,,G
INL,ALL/ALL/DALGT,AIRPORT,Y,04/22,2999,75,ASPH-F,,12,,,,F
INL,ALL/ALL/DALGT,AIRPORT,Y,13/31,7400,150,ASPH-G,HIGH,100,125,190,,G
MKT,ALL/MON-FRI/0700-2000,AIRPORT,Y-L,04/22,4000,75,ASPH-G,MED,18,25,,,G
MKT,ALL/SAT-SUN/0800-1900,AIRPORT,Y-L,04/22,4000,75,ASPH-G,MED,18,25,,,G
MKT,ALL/MON-FRI/0700-2000,AIRPORT,Y-L,15/33,6600,100,CONC-G,HIGH,60,120,155,237,G
MKT,ALL/SAT-SUN/0800-1900,AIRPORT,Y-L,15/33,6600,100,CONC-G,HIGH,60,120,155,237,G
MSP,ALL/ALL/ALL,AIRPORT,Y-L,12L/30R,8200,150,CONC-F,HIGH,100,200,400,850,G
MSP,ALL/ALL/ALL,AIRPORT,Y-L,12R/30L,10000,200,CONC-G,HIGH,100,200,400,850,G
MSP,ALL/ALL/ALL,AIRPORT,Y-L,17/35,8000,150,CONC-G,HIGH,100,200,400,850,G
MSP,ALL/ALL/ALL,AIRPORT,Y-L,04/22,11006,150,CONC-G,HIGH,100,200,400,850,G
ANE,ALL/ALL/ALL,AIRPORT,Y-L,18/36,4855,100,ASPH-G,MED,23,60,,,G
ANE,ALL/ALL/ALL,AIRPORT,Y-L,09/27,5000,100,ASPH-G,HIGH,23,60,,,G
FCM,ALL/ALL/ALL,AIRPORT,Y-L,10L/28R,3901,75,ASPH-F,MED,12,,,,G
FCM,ALL/ALL/ALL,AIRPORT,Y-L,10R/28L,5001,100,ASPH-G,HIGH,30,60,,,G
FCM,ALL/ALL/ALL,AIRPORT,Y-L,18/36,2690,75,ASPH-G,MED,12,,,,G
RST,ALL/ALL/ALL,AIRPORT,Y-L,02/20,7301,150,CONC-G,MED,100,175,300,,G
RST,ALL/ALL/ALL,AIRPORT,Y-L,13/31,9034,150,CONC-G,HIGH,100,175,300,,G
STP,ALL/ALL/ALL,AIRPORT,Y-L,09/27,3642,100,ASPH-G,MED,12,,,,G
STP,ALL/ALL/ALL,AIRPORT,Y-L,13/31,4004,150,ASPH-G,HIGH,97,135,228,,G
STP,ALL/ALL/ALL,AIRPORT,Y-L,14/32,6491,150,ASPH-G,HIGH,83,111,197,,G
SGS,ALL/SUN/0830-1530,AIRPORT,Y-L,16/34,4002,100,ASPH-G,MED,30,57,,,G
SGS,ALL/MON-SAT/0830-1700,AIRPORT,Y-L,16/34,4002,100,ASPH-G,MED,30,57,,,G
RRT,ALL/MON-FRI/0700-1700,AIRPORT,Y-L,13/31,5400,100,ASPH-G,HIGH,30,40,,,G
GTR,ALL/ALL/ALL,AIRPORT,Y-L,18/36,8003,150,ASPH-G,HIGH,120,239,385,669,G
JAN,ALL/ALL/ALL,AIRPORT,Y-L,16L/34R,8500,150,ASPH-G,HIGH,75,200,390,850,G
JAN,ALL/ALL/ALL,AIRPORT,Y-L,16R/34L,8500,150,ASPH-E,HIGH,130,140,250,720,G
MEI,ALL/ALL/0600-2200,AIRPORT,Y-L,04/22,4599,150,ASPH-P,MED,78,118,211,,F
MEI,ALL/ALL/0600-2200,AIRPORT,Y-L,01/19,10003,150,ASPH-CONC-G,HIGH,120,250,550,,F
HEZ,ALL/ALL/0600-2000,AIRPORT,Y-L,18/36,5000,150,ASPH-P,MED,83,113,65,,P
HEZ,ALL/ALL/0600-2000,AIRPORT,Y-L,13/31,6500,150,ASPH-P,HIGH,50,78,172,,F
UOX,ALL/ALL/0700-1800,AIRPORT,Y-L,09/27,5600,100,ASPH-F,MED,38,55,90,,F
VKS,ALL/MON-FRI/0730-1700,AIRPORT,Y-L,01/19,5001,100,ASPH-F,MED,30,50,90,,F
M17,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,18/36,4000,75,ASPH-E,MED,12,,,,G
BBG,ALL/ALL/ALL,AIRPORT,Y,14/32,7140,150,CONC-G,HIGH,75,200,350,700,G
CGI,ALL/SAT-SUN/0600-1800,AIRPORT,Y-L,10/28,6500,150,CONC-G,HIGH,93,125,215,,G
CGI,ALL/MON-FRI/0600-1900,AIRPORT,Y-L,10/28,6500,150,CONC-G,HIGH,93,125,215,,G
CGI,ALL/SAT-SUN/0600-1800,AIRPORT,Y-L,02/20,3997,100,ASPH-CONC-F,MED,45,60,100,,G
CGI,ALL/MON-FRI/0600-1900,AIRPORT,Y-L,02/20,3997,100,ASPH-CONC-F,MED,45,60,100,,G
AIZ,MAY-SEP/THU-SUN/0800-2000,AIRPORT,Y-L,04/22,6497,100,ASPH-G,MED,55,70,215,,F
AIZ,OCT-APR/ALL/0800-1800,AIRPORT,Y-L,04/22,6497,100,ASPH-G,MED,55,70,215,,F
AIZ,MAY-SEP/MON-WED/0800-1800,AIRPORT,Y-L,04/22,6497,100,ASPH-G,MED,55,70,215,,F
MKC,ALL/ALL/ALL,AIRPORT,Y-L,01/19,6827,150,CONC-E,HIGH,86,171,342,,G
MKC,ALL/ALL/ALL,AIRPORT,Y-L,03/21,5050,100,ASPH-E,HIGH,48,73,136,,G
TKX,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,18/36,3012,75,ASPH-G,MED,10,,,,G
TKX,ALL/SUN/1300-1700,AIRPORT,Y-L,18/36,3012,75,ASPH-G,MED,10,,,,G
TKX,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,02/20,5000,75,CONC-G,MED,30,42,,,G
TKX,ALL/SUN/1300-1700,AIRPORT,Y-L,02/20,5000,75,CONC-G,MED,30,42,,,G
IRK,ALL/ALL/0530-2000,AIRPORT,Y-L,18/36,6005,100,CONC-F,HIGH,30,48,85,,F
MBY,ALL/ALL/0800-1700,AIRPORT,Y-L,05/23,3350,60,CONC-E,MED,4,,,,G
MBY,ALL/ALL/0800-1700,AIRPORT,Y-L,13/31,5000,75,CONC-E,MED,30,38,,,G
VIH,ALL/MON-FRI/0600-1700,AIRPORT,Y-L,13/31,5501,100,ASPH-F,MED,48,62,92,,F
VIH,ALL/SAT-SUN/0700-1700,AIRPORT,Y-L,13/31,5501,100,ASPH-F,MED,48,62,92,,F
VIH,ALL/MON-FRI/0600-1700,AIRPORT,Y-L,04/22,5500,100,ASPH-E,MED,75,85,130,,G
VIH,ALL/SAT-SUN/0700-1700,AIRPORT,Y-L,04/22,5500,100,ASPH-E,MED,75,85,130,,G
SIK,ALL/ALL/0800-1700,AIRPORT,Y-L,03/21,5502,100,ASPH-G,MED,30,38,,,P
SGF,ALL/ALL/ALL,AIRPORT,Y-L,02/20,7003,150,CONC-G,HIGH,135,170,300,,G
SGF,ALL/ALL/ALL,AIRPORT,Y-L,14/32,8000,150,CONC-E,HIGH,135,170,300,,G
BHK,ALL/SAT/0800-1200,AIRPORT,Y-L,13/31,5904,75,ASPH-E,MED,20,26,,,G
BHK,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,13/31,5904,75,ASPH-E,MED,20,26,,,G
6S0,"ALL/SAT-SUN/ON CALL",AIRPORT,Y-L,06/24,5285,75,ASPH-G,MED,12,,,,G
6S0,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,06/24,5285,75,ASPH-G,MED,12,,,,G
BIL,ALL/ALL/ALL,AIRPORT,Y-L,10R/28L,3800,75,ASPH-G,MED,12,,,,F
BIL,ALL/ALL/ALL,AIRPORT,Y-L,10L/28R,10518,150,ASPH-G,HIGH,120,214,365,,G
BIL,ALL/ALL/ALL,AIRPORT,Y-L,07/25,5501,75,ASPH-G,MED,12,,,,G
BZN,ALL/ALL/0500-0100,AIRPORT,Y-L,11/29,5050,75,ASPH-G,MED,12,,,,G
BZN,ALL/ALL/0500-0100,AIRPORT,Y-L,12/30,8994,150,ASPH-G,HIGH,120,250,550,1120,G
BZN,ALL/ALL/0500-0100,AIRPORT,Y-L,03/21,2650,75,ASPH-G,,12,,,,G
BTM,ALL/ALL/DAWN-DUSK,AIRPORT,Y-L,12/30,5100,75,ASPH-G,MED,12,,,,G
BTM,ALL/ALL/DAWN-DUSK,AIRPORT,Y-L,15/33,9000,150,ASPH-G,MED,60,125,175,,G
LTY,DEC-FEB/IREG/,AIRPORT,Y-L,07/25,4607,75,ASPH-E,MED,12,,,,G
LTY,MAR-NOV/MON-FRI/0800-1700,AIRPORT,Y-L,07/25,4607,75,ASPH-E,MED,12,,,,G
6S3,ALL/MON-FRI/0800-1700,AIRPORT,Y,10/28,3800,75,ASPH-E,MED,12,,,,G
CTB,ALL/ALL/0830-1730,AIRPORT,Y-L,14/32,5300,75,ASPH-E,MED,27,37,,,G
CTB,ALL/ALL/0830-1730,AIRPORT,Y-L,05/23,5300,75,ASPH-E,MED,27,37,,,G
38S,UNATNDD,AIRPORT,Y-L,13/31,5800,75,ASPH-E,MED,50,75,,,G
DLN,ALL/ALL/0800-1700,AIRPORT,Y-L,17/35,6501,75,ASPH-E,MED,58,75,129,,G
DLN,ALL/ALL/0800-1700,AIRPORT,Y-L,04/22,3600,60,ASPH-E,MED,12,,,,G
GTF,ALL/ALL/ALL,AIRPORT,Y,17/35,6030,150,ASPH-G,MED,87,140,245,245,G
GTF,ALL/ALL/ALL,AIRPORT,Y,03/21,10502,150,ASPH-G,HIGH,116,225,424,915,G
HRF,ALL/ALL/0800-1700,AIRPORT,Y-L,17/35,5200,75,ASPH-E,MED,40,53,,,G
HLN,ALL/ALL/0500-0100,AIRPORT,Y-L,05/23,4644,75,ASPH-F,MED,21,30,,,G
GPI,ALL/ALL/ALL,AIRPORT,Y-L,02/20,9007,150,ASPH-G,HIGH,115,198,321,,G
GPI,ALL/ALL/ALL,AIRPORT,Y-L,12/30,3510,75,ASPH-G,MED,25,40,,,G
LWT,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,03/21,5600,101,ASPH-P,,12,80,120,,P
LWT,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,08/26,6100,100,ASPH-G,MED,40,55,95,,G
LWT,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,13/31,4102,62,ASPH-G,MED,12,,,,G
MLS,ALL/ALL/DALGT,AIRPORT,Y-L,04/22,5764,75,ASPH-E,MED,24,24,,,G
MLS,ALL/ALL/DALGT,AIRPORT,Y-L,13/31,5624,100,ASPH-G,MED,38,55,85,,G
MSO,ALL/ALL/ALL,AIRPORT,Y-L,08/26,4612,75,ASPH-F,MED,30,50,,,G
MSO,ALL/ALL/ALL,AIRPORT,Y-L,12/30,9501,150,ASPH-G,HIGH,145,170,255,,G
8S1,ALL/ALL/0800-1700,AIRPORT,Y-L,18/36,4194,75,ASPH-G,MED,17,,,,G
SDY,ALL/ALL/0600-1900,AIRPORT,Y-L,01/19,5705,100,ASPH-G,MED,46,61,109,,G
SDY,ALL/ALL/0600-1900,AIRPORT,Y-L,11/29,4024,100,ASPH-G,MED,12,18,,,G
32S,UNATNDD,AIRPORT,Y-L,12/30,3809,75,ASPH-G,MED,12,,,,G
RVF,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,17/35,6000,60,ASPH-G,MED,60,78,99,,G
WYS,MAY-OCT/ALL/0800-1700,AIRPORT,Y-L,01/19,8400,150,ASPH-G,HIGH,90,150,280,,G
FET,ALL/ALL/0700-2000,AIRPORT,Y-L,14/32,6353,100,CONC-G,MED,28,48,,,G
EAR,ALL/ALL/0600-2000,AIRPORT,Y-L,13/31,4498,75,CONC-E,MED,30,38,,,G
EAR,ALL/ALL/0600-2000,AIRPORT,Y-L,18/36,7094,100,CONC-E,HIGH,46,62,,,G
LNK,ALL/ALL/ALL,AIRPORT,Y-L,18/36,12901,200,ASPH-CONC-F,HIGH,100,200,400,,G
LNK,ALL/ALL/ALL,AIRPORT,Y-L,17/35,5801,100,ASPH-G,MED,45,59,,,G
LNK,ALL/ALL/ALL,AIRPORT,Y-L,14/32,8649,150,ASPH-F,MED,80,170,280,,G
LBF,ALL/ALL/0600-2300,AIRPORT,Y-L,12/30,8001,150,CONC-E,HIGH,75,110,190,,G
LBF,ALL/ALL/0600-2300,AIRPORT,Y-L,17/35,4436,100,CONC-E,MED,28,48,86,,G
OMA,ALL/ALL/ALL,AIRPORT,Y-L,14L/32R,8500,150,CONC-E,HIGH,100,209,345,,G
OMA,ALL/ALL/ALL,AIRPORT,Y-L,14R/32L,9502,150,CONC-E,HIGH,100,184,346,,G
OMA,ALL/ALL/ALL,AIRPORT,Y-L,18/36,8154,150,CONC-E,HIGH,150,175,260,,G
BFF,ALL/ALL/0600-2100,AIRPORT,Y-L,05/23,8002,150,ASPH-G,MED,98,158,285,,G
BFF,ALL/ALL/0600-2100,AIRPORT,Y-L,12/30,8279,150,ASPH-G,HIGH,109,178,321,,G
SNY,ALL/ALL/0700-1800,AIRPORT,Y,13/31,6600,100,CONC-G,HIGH,32,52,96,,G
BAM,OCT-MAY/ALL/0700-1700,AIRPORT,Y-L,04/22,7300,150,ASPH-G,MED,30,125,,,F
BAM,JUN-SEP/ALL/0700-1800,AIRPORT,Y-L,04/22,7300,150,ASPH-G,MED,30,125,,,F
BAM,OCT-MAY/ALL/0700-1700,AIRPORT,Y-L,13/31,7299,100,ASPH-F,MED,30,104,,,P
BAM,JUN-SEP/ALL/0700-1800,AIRPORT,Y-L,13/31,7299,100,ASPH-F,MED,30,104,,,P
BVU,ALL/ALL/0800-1700,AIRPORT,Y-L,15/33,3852,75,ASPH-G,MED,12,,,,G
BVU,ALL/ALL/0800-1700,AIRPORT,Y-L,09/27,5103,75,ASPH-G,MED,12,,,,G
CXP,ALL/ALL/0600-2000,AIRPORT,Y-L,09/27,6101,75,ASPH-E,MED,30,60,,,G
EKO,ALL/ALL/0500-1900,AIRPORT,Y-L,12/30,3015,60,ASPH-G,,12,,,,G
EKO,ALL/ALL/0500-1900,AIRPORT,Y-L,06/24,7454,150,ASPH-G,MED,78,105,170,,G
ELY,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,12/30,4825,60,ASPH-G,MED,15,,,,G
ELY,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,18/36,6017,150,ASPH-E,HIGH,70,85,130,,G
VGT,ALL/ALL/0600-2230,AIRPORT,Y-L,12L/30R,4199,75,ASPH-G,MED,30,,,,G
VGT,ALL/ALL/0600-2230,AIRPORT,Y-L,07/25,5005,75,ASPH-G,MED,30,,,,G
VGT,ALL/ALL/0600-2230,AIRPORT,Y-L,12R/30L,5000,75,ASPH-G,MED,30,,,,G
HND,ALL/ALL/0500-2200,AIRPORT,Y-L,17R/35L,6501,100,ASPH-E,MED,30,60,,,G
HND,ALL/ALL/0500-2200,AIRPORT,Y-L,17L/35R,5001,75,ASPH-E,MED,30,30,,,G
LAS,ALL/ALL/ALL,AIRPORT,Y-L,08L/26R,14515,150,CONC-G,HIGH,100,250,504,1014,G
LAS,ALL/ALL/ALL,AIRPORT,Y-L,01R/19L,9771,150,CONC-G,MED,120,250,550,1120,G
LAS,ALL/ALL/ALL,AIRPORT,Y-L,01L/19R,8988,150,CONC-G,HIGH,120,250,550,1120,G
LAS,ALL/ALL/ALL,AIRPORT,Y-L,08R/26L,10526,150,CONC-E,HIGH,120,250,633,1120,G
LOL,UNATNDD,AIRPORT,Y,02/20,5529,75,ASPH-G,MED,30,,,,G
LOL,UNATNDD,AIRPORT,Y,08/26,4931,75,ASPH-G,,17,,,,G
MEV,ALL/ALL/0800-1700,AIRPORT,Y-L,12/30,5299,75,ASPH-G,,50,75,,,G
MEV,ALL/ALL/0800-1700,AIRPORT,Y-L,16/34,7399,100,ASPH-E,HIGH,50,75,,,G
RNO,ALL/ALL/ALL,AIRPORT,Y-L,17L/35R,9000,150,CONC-G,HIGH,75,209,407,850,G
RNO,ALL/ALL/ALL,AIRPORT,Y-L,08/26,6102,150,CONC-G,MED,60,170,260,,G
RNO,ALL/ALL/ALL,AIRPORT,Y-L,17R/35L,11001,150,CONC-G,HIGH,75,185,350,850,G
EEN,ALL/SAT-SUN/0700-1700,AIRPORT,Y-L,14/32,4001,75,ASPH-E,MED,25,,,,G
EEN,ALL/MON-FRI/0700-1900,AIRPORT,Y-L,14/32,4001,75,ASPH-E,MED,25,,,,G
ACY,ALL/ALL/ALL,AIRPORT,Y-L,13/31,10000,150,ASPH-G,HIGH,85,120,350,,G
ACY,ALL/ALL/ALL,AIRPORT,Y-L,04/22,6144,150,ASPH-CONC-G,HIGH,75,175,400,900,G
MMU,ALL/ALL/0645-2230,AIRPORT,Y-L,13/31,3997,150,ASPH-G,MED,30,,,,G
MMU,ALL/ALL/0645-2230,AIRPORT,Y-L,05/23,5998,150,ASPH-G,HIGH,30,80,,,G
WWD,ALL/ALL/0800-1700,AIRPORT,Y-L,01/19,5252,150,ASPH-G,HIGH,45,75,120,,G
WWD,ALL/ALL/0800-1700,AIRPORT,Y-L,10/28,5000,150,ASPH-G,MED,45,75,120,,G
ALM,ALL/ALL/0700-1700,AIRPORT,Y-L,04/22,9207,150,ASPH-G,MED,54,74,120,,G
AEG,ALL/ALL/0600-1900,AIRPORT,Y-L,04/22,7398,100,ASPH-G,MED,30,,,,G
AEG,ALL/ALL/0600-1900,AIRPORT,Y-L,17/35,5983,100,ASPH-G,MED,30,,,,G
ABQ,ALL/ALL/ALL,AIRPORT,Y-L,03/21,10000,150,CONC-G,HIGH,100,210,360,720,G
ABQ,ALL/ALL/ALL,AIRPORT,Y-L,08/26,13793,150,CONC-G,HIGH,100,210,360,720,G
ABQ,ALL/ALL/ALL,AIRPORT,Y-L,12/30,6000,150,CONC-G,MED,65,120,155,,G
BRG,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,03/21,6601,60,ASPH-E,MED,12,,,,G
CVN,ALL/ALL/0700-1700,AIRPORT,Y-L,04/22,7200,150,ASPH-G,MED,45,57,,,G
CVN,ALL/ALL/0700-1700,AIRPORT,Y-L,12/30,5697,100,ASPH-G,MED,42,50,,,G
DMN,ALL/ALL/0700-1800,AIRPORT,Y-L,08/26,8018,75,ASPH-G,MED,20,,,,G
DMN,ALL/ALL/0700-1800,AIRPORT,Y-L,04/22,5675,60,ASPH-G,MED,12,,,,G
FMN,ALL/ALL/0600-2200,AIRPORT,Y-L,07/25,6704,100,ASPH-G,MED,50,90,,,G
FMN,ALL/ALL/0600-2200,AIRPORT,Y-L,05/23,6501,150,ASPH-E,MED,47,66,,,G
LVS,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,14/32,8199,75,ASPH-G,MED,20,,,,G
LVS,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,02/20,5006,75,ASPH-G,MED,20,,,,G
ROW,ALL/ALL/0600-2100,AIRPORT,Y-L,17/35,9999,100,ASPH-G,MED,77,104,165,,G
ROW,ALL/ALL/0600-2100,AIRPORT,Y-L,03/21,13001,150,CONC-E,MED,100,200,400,,G
SAF,ALL/ALL/0600-2200,AIRPORT,Y-L,02/20,8366,150,ASPH-F,MED,116,164,269,,G
SAF,ALL/ALL/0600-2200,AIRPORT,Y-L,10/28,6301,75,ASPH-G,,12,,,,G
SAF,ALL/ALL/0600-2200,AIRPORT,Y-L,15/33,6316,100,ASPH-E,MED,28,43,,,G
SVC,ALL/ALL/0600-1700,AIRPORT,Y-L,08/26,6803,100,ASPH-G,MED,75,100,,,G
SKX,ALL/ALL/0800-1800,AIRPORT,Y-L,04/22,5504,75,ASPH-G,MED,24,,,,G
SKX,ALL/ALL/0800-1800,AIRPORT,Y-L,13/31,8600,100,CONC-G,MED,60,,,,G
ITH,ALL/ALL/0500-0000,AIRPORT,Y-L,14/32,6977,150,ASPH-G,HIGH,100,192,574,1044,G
PEO,ALL/MON-FRI/0800-1700,AIRPORT,Y,01/19,5499,100,ASPH-G,MED,82,112,195,,G
PEO,ALL/SUN/0900-1500,AIRPORT,Y,01/19,5499,100,ASPH-G,MED,82,112,195,,G
PEO,ALL/SAT/0900-1500,AIRPORT,Y,01/19,5499,100,ASPH-G,MED,82,112,195,,G
PEO,ALL/MON-FRI/0800-1700,AIRPORT,Y,10/28,3561,50,ASPH-G,LOW,12,,,,G
PEO,ALL/SUN/0900-1500,AIRPORT,Y,10/28,3561,50,ASPH-G,LOW,12,,,,G
PEO,ALL/SAT/0900-1500,AIRPORT,Y,10/28,3561,50,ASPH-G,LOW,12,,,,G
POU,ALL/ALL/0700-2130,AIRPORT,Y-L,06/24,5001,100,ASPH-E,HIGH,50,60,110,,G
POU,ALL/ALL/0700-2130,AIRPORT,Y-L,15/33,2743,100,ASPH-CONC-G,MED,35,45,80,,G
