,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,Runway Id_y
9749,1B0,AIRPORT,Y-L,45.0045075,-69.2374366666667,16/34,ASPH-G,MED,30.0,,,,G,,2
9750,ME27,SEAPLANE BASE,N,44.9009022222222,-68.8022583333333,09W/27W,WATER,,,,,,,,2
9751,ME27,SEAPLANE BASE,N,44.9009022222222,-68.8022583333333,17W/35W,WATER,,,,,,,,2
9752,ME51,SEAPLANE BASE,,43.7370222222222,-70.6106119444444,14W/32W,WATER,,,,,,,,1
9753,ME52,HELIPORT,,44.7134444444444,-67.4758722222222,H1,ASPH-G,,,,,,G,,1
9754,05ME,AIRPORT,N,44.6570216666667,-67.55916,E/W,TURF,,,,,,,,1
9755,ME80,SEAPLANE BASE,,43.9338888888889,-70.3563888888889,01W/19W,WATER,,,,,,,,1
9756,57ME,AIRPORT,,43.9177777777778,-70.8544444444444,18W/36W,WATER,,,,,,,,2
9757,57ME,AIRPORT,,43.9177777777778,-70.8544444444444,14/32,TURF,,,,,,,,2
9758,15ME,AIRPORT,,43.8152777777778,-70.2291666666667,07/25,TURF,,,,,,,,1
9759,41ME,AIRPORT,,44.5196166666667,-70.1462777777778,02/20,TURF,,,,,,,,1
9760,ME02,HELIPORT,Y-L,44.8082444444444,-68.7521305555556,H1,CONC-G,PERI,,,,,G,,1
9761,IZG,AIRPORT,Y-L,43.9911388888889,-70.9478888888889,14/32,ASPH-G,MED,30.0,,,,F,KIZG,1
9762,EPM,AIRPORT,Y-L,44.9101111111111,-67.0126944444444,15/33,ASPH-G,MED,30.0,,,,G,KEPM,1
9763,78ME,AIRPORT,,43.7530555555556,-70.2591666666667,18/36,TURF,,,,,,,,1
9764,ME33,AIRPORT,N,43.7786936111111,-70.0131033333333,14/32,TURF,,,,,,,,1
9765,ME06,AIRPORT,Y,45.0278541666667,-67.3094344444444,02/20,TURF,,,,,,,,2
9766,ME06,AIRPORT,Y,45.0278541666667,-67.3094344444444,15/33,TURF,,,,,,,,2
9767,ME28,SEAPLANE BASE,,43.8236888888889,-70.3300527777778,04W/22W,WATER,,,,,,,,3
9768,ME28,SEAPLANE BASE,,43.8236888888889,-70.3300527777778,09W/27W,WATER,,,,,,,,3
9769,ME28,SEAPLANE BASE,,43.8236888888889,-70.3300527777778,14W/32W,WATER,,,,,,,,3
9770,ME00,AIRPORT,,46.7657055555556,-67.8473916666667,08/26,ASPH,,,,,,,,1
9771,89ME,AIRPORT,,44.4058095833333,-69.6596739444444,04W/22W,WATER,,,,,,,,2
9772,89ME,AIRPORT,,44.4058095833333,-69.6596739444444,13/31,TURF,,,,,,,,2
9773,ME23,HELIPORT,Y-L,44.62655,-70.1620916666667,H1,ASPH,PERI,,,,,P,,1
9774,81ME,AIRPORT,,44.6198916666667,-68.5946111111111,15/33,ASPH-TURF,,,,,,,,1
9775,5ME2,SEAPLANE BASE,,43.8794444444444,-70.4241666666667,14W/32W,WATER,,,,,,,,2
9776,5ME2,SEAPLANE BASE,,43.8794444444444,-70.4241666666667,04W/22W,WATER,,,,,,,,2
9777,ME08,AIRPORT,Y,45.0403338888889,-69.8689472222222,NW/SE,TURF,,,,,,,,2
9778,ME08,AIRPORT,Y,45.0403338888889,-69.8689472222222,H1,TURF,,,,,,,,2
9779,66B,AIRPORT,,45.0296222222222,-67.3659666666667,16/34,TURF-F,,,,,,,,1
9780,ME45,AIRPORT,,43.4056411111111,-70.4322725,14/32,GRVL,,,,,,,,1
9781,98M,AIRPORT,Y,43.5757166666667,-70.5188583333333,06/24,TURF-G,,,,,,,,1
9782,ME70,AIRPORT,Y,45.0375558333333,-69.4792147222222,18/36,TURF,,,,,,,,1
9783,ME30,SEAPLANE BASE,N,45.4667672222222,-69.5994661111111,N/S,WATER,,,,,,,,2
9784,ME30,SEAPLANE BASE,N,45.4667672222222,-69.5994661111111,NW/SE,WATER,,,,,,,,2
9785,3B1,AIRPORT,Y-L,45.4628313888889,-69.5516494444444,03/21,ASPH-E,,12.0,,,,G,,2
9786,3B1,AIRPORT,Y-L,45.4628313888889,-69.5516494444444,14/32,ASPH-G,MED,12.0,,,,G,,2
9787,PG1,AIRPORT,Y,44.8677222222222,-68.9771055555556,04/22,TURF-G,NSTD,,,,,,,2
9788,PG1,AIRPORT,Y,44.8677222222222,-68.9771055555556,11/29,TURF-G,,,,,,,,2
9789,BHB,AIRPORT,Y,44.4497052777778,-68.3614897222222,04/22,ASPH-G,HIGH,,72.0,100.0,,G,KBHB,2
9790,BHB,AIRPORT,Y,44.4497052777778,-68.3614897222222,17/35,ASPH-G,,13.0,20.0,,,G,KBHB,2
9791,68JY,SEAPLANE BASE,,43.9316666666667,-70.7566666666667,ALL/WAY,WATER,,,,,,,,1
9792,44ME,ULTRALIGHT,,43.6772222222222,-70.6169444444444,11/29,TURF-DIRT-F,,,,,,,,1
9793,2ME3,AIRPORT,,45.04135,-68.9900222222222,17/35,TURF,,,,,,,,1
9794,55ME,AIRPORT,Y,44.3180555555556,-69.1383333333333,15/33,TURF,,,,,,,,1
9795,87ME,HELIPORT,,44.1513305555556,-70.7939861111111,H1,CONC-TURF,,,,,,,,1
9796,ME92,AIRPORT,,44.5167302777778,-70.2222819444444,15/33,TURF,,,,,,,,1
9797,HUL,AIRPORT,Y-L,46.1246069444444,-67.7923602777778,05/23,ASPH-G,MED,30.0,57.0,,,G,KHUL,2
9798,HUL,AIRPORT,Y-L,46.1246069444444,-67.7923602777778,01/19,ASPH-G,,,,,,G,KHUL,2
9799,79ME,HELIPORT,Y,46.1344666666667,-67.8431333333333,H1,ASPH-G,PERI,,,,,F,,1
9800,ME04,SEAPLANE BASE,Y,46.6094752777778,-69.5306116666667,10W/28W,WATER,,,,,,,,1
9801,49ME,HELIPORT,,44.5421138888889,-69.6612083333333,H1,CONC,,,,,,,,1
9802,99ME,HELIPORT,Y-L,44.0751666666667,-68.6324194444444,H1,TURF-G,PERI,,,,,P,,1
9803,57B,AIRPORT,Y,44.3024722222222,-68.9105833333333,H1,ASPH-E,,,,,,G,,2
9804,57B,AIRPORT,Y,44.3024722222222,-68.9105833333333,01/19,ASPH-E,,,,,,G,,2
9805,20ME,HELIPORT,Y,44.0583333333333,-70.0986111111111,H1,CONC,,,,,,,,1
9806,RKD,AIRPORT,Y-L,44.0601422222222,-69.0996697222222,03/21,ASPH-G,MED,65.0,80.0,,,G,KRKD,2
9807,RKD,AIRPORT,Y-L,44.0601422222222,-69.0996697222222,13/31,ASPH-E,HIGH,65.0,80.0,,,G,KRKD,2
9808,74ME,SEAPLANE BASE,,44.065175,-69.5335222222222,04W/22W,WATER,,,,,,,,1
9809,03M,SEAPLANE BASE,N,44.3152222222222,-69.8870555555556,02W/20W,WATER,,,,,,,,1
9810,ME86,SEAPLANE BASE,N,46.3083333333333,-68.8436111111111,09W/27W,WATER,,,,,,,,1
9811,63B,AIRPORT,Y-L,43.7630277777778,-70.6724722222222,11/29,ASPH-P,NSTD,,,,,P,,1
9812,LRG,AIRPORT,Y,45.3618497222222,-68.5344583333333,06W/24W,WATER,,,,,,,KLRG,2
9813,LRG,AIRPORT,Y,45.3618497222222,-68.5344583333333,17/35,ASPH-G,MED,25.0,,,,G,KLRG,2
9814,08ME,AIRPORT,,44.8142238888889,-70.3453436111111,13/31,TURF-F,,,,,,,,1
9815,ME90,SEAPLANE BASE,Y,43.6131352777778,-70.6964463888889,14W/32W,WATER,,,,,,,,1
9816,ME98,HELIPORT,Y,43.6858527777778,-70.1672861111111,H1,TURF-G,PERI,,,,,F,,1
9817,92B,SEAPLANE BASE,Y,47.1930961111111,-68.2314261111111,07W/25W,WATER-E,,,,,,,,2
9818,92B,SEAPLANE BASE,Y,47.1930961111111,-68.2314261111111,15W/33W,WATER,,,,,,,,2
9819,76B,SEAPLANE BASE,Y,43.9869166666667,-70.6184722222222,16W/34W,WATER,,,,,,,,1
9820,77ME,SEAPLANE BASE,N,44.4333988888889,-70.2161691666667,18W/36W,WATER,,,,,,,,1
9821,ME16,AIRPORT,Y,46.9504277777778,-67.8858611111111,01/19,ASPH-CONC-F,NSTD,155.0,265.0,445.0,,P,,1
9822,4ME4,SEAPLANE BASE,,44.0067694444444,-70.9336305555556,18W/36W,WATER,,,,,,,,1
9823,65B,AIRPORT,Y,44.8365555555556,-67.0269722222222,08/26,TURF-GRVL-G,LOW,,,,,,,1
9824,06B,SEAPLANE BASE,Y,44.9070133333333,-68.8050361111111,02W/20W,WATER-E,,,,,,,,1
9825,MVM,AIRPORT,Y-L,44.7030955555556,-67.4785902777778,18/36,ASPH-E,MED,12.0,,,,G,KMVM,1
9826,39ME,HELIPORT,Y-L,44.5465527777778,-68.4173944444445,H1,ASPH-G,PERI,,,,,F,,1
9827,5ME9,HELIPORT,Y,44.3618111111111,-69.7798444444444,H1,ASPH-G,PERI,,,,,F,,1
9828,1ME2,HELIPORT,Y,44.5662166666667,-69.64785,H1,ASPH-G,PERI,,,,,,,1
9829,ME59,HELIPORT,,44.2031277777778,-69.6075444444444,H1,GRVL,,,,,,,,1
9830,68ME,HELIPORT,Y,43.6539638888889,-70.27695,H1,ROOF-TOP-G,PERI,,,,,F,,1
9831,03ME,AIRPORT,Y,44.0842372222222,-70.6272827777778,18/36,TURF,,,,,,,,1
9832,ME75,AIRPORT,Y,43.9539661111111,-70.1414411111111,09/27,TURF,,,,,,,,2
9833,ME75,AIRPORT,Y,43.9539661111111,-70.1414411111111,15/33,TURF,,,,,,,,2
9834,ME40,AIRPORT,Y,46.5288888888889,-67.8766666666667,15/33,TURF-G,,,,,,,,1
9835,3ME8,SEAPLANE BASE,,43.9949833333333,-70.6413333333333,15W/33W,WATER,,,,,,,,1
9836,35ME,AIRPORT,Y,43.8714333333333,-68.8935555555556,H1,GRVL-F,,,,,,F,,2
9837,35ME,AIRPORT,Y,43.8714333333333,-68.8935555555556,18/36,GRVL-F,,,,,,F,,2
9838,08B,AIRPORT,Y,44.0,-69.8871388888889,14/32,TURF-G,,,,,,,,1
9839,ME65,HELIPORT,,43.8584611111111,-69.8841916666667,H1,CONC-TURF,,,,,,,,1
9840,ME42,HELIPORT,,43.9049638888889,-69.8911666666667,H1,ASPH,,,,,,,,1
9841,45ME,HELIPORT,,44.0266583333333,-69.5301333333333,H1,ASPH,,,,,,,,1
9842,ME74,AIRPORT,,44.7513888888889,-68.9827777777778,18/36,TURF,,,,,,,,1
9843,70B,SEAPLANE BASE,Y,45.7283811111111,-68.8444855555556,ALL/WAY,WATER-E,,,,,,,,1
9844,MLT,AIRPORT,Y-L,45.6478333333333,-68.6855555555556,16/34,ASPH-F,,30.0,44.0,,,F,KMLT,2
9845,MLT,AIRPORT,Y-L,45.6478333333333,-68.6855555555556,11/29,ASPH-F,MED,30.0,44.0,,,G,KMLT,2
9846,ME50,HELIPORT,Y,45.6532666666667,-68.7169777777778,H1,ASPH-G,PERI,,,,,F,,1
9847,63ME,AIRPORT,,45.2391666666667,-68.9615277777778,10/28,TURF,,,,,,,,1
9848,ME78,HELIPORT,Y,43.7643333333333,-69.3145277777778,H1,TURF-F,PERI,,,,,P,,1
9849,21ME,AIRPORT,,43.6772055555556,-70.4226166666667,15/33,TURF,,,,,,,,1
9850,52B,SEAPLANE BASE,,45.4746127777778,-69.6038575,14W/32W,WATER,,,,,,,,2
9851,52B,SEAPLANE BASE,,45.4746127777778,-69.6038575,18W/36W,WATER,,,,,,,,2
9852,60B,SEAPLANE BASE,,45.63338,-70.2661786111111,09W/27W,WATER-E,,,,,,,,2
9853,60B,SEAPLANE BASE,,45.63338,-70.2661786111111,01W/19W,WATER-E,,,,,,,,2
9854,ME67,AIRPORT,Y,47.1275427777778,-67.9658580555556,15/33,TURF,,,,,,,,1
9855,ME88,AIRPORT,,44.9917447222222,-67.0744252777778,09/27,TURF,,,,,,,,1
9856,02ME,AIRPORT,Y,43.5373,-70.9293666666667,14/32,TURF-G,,,,,,,,1
9857,ME68,AIRPORT,Y,44.8200652777778,-69.2383808333333,01/19,TURF-G,,,,,,,,1
9858,59B,AIRPORT,Y-L,45.6324441666667,-70.2474947222222,13/31,ASPH-G,MED,,,,,G,,2
9859,59B,AIRPORT,Y-L,45.6324441666667,-70.2474947222222,H1,TURF,,,,,,,,2
9860,FVE,AIRPORT,Y-L,47.2855,-68.3127222222222,14/32,ASPH-E,MED,25.0,,,,G,KFVE,1
9861,ME43,HELIPORT,,45.1885583333333,-69.2367583333333,H1,ASPH-F,PERI,,,,,F,,1
9862,ME48,HELIPORT,Y,47.2648861111111,-68.5932666666667,H1,CONC-F,PERI,,,,,F,,1
9863,2ME2,HELIPORT,Y,44.1293722222222,-68.8743388888889,H1,TURF-F,PERI,,,,,F,,1
9864,39B,SEAPLANE BASE,N,46.2024722222222,-69.2403888888889,13W/31W,WATER,,,,,,,,1
9865,81B,AIRPORT,Y-L,44.1574444444444,-70.4812777777778,15/33,ASPH-G,MED,25.0,,,,F,,1
9866,ME09,SEAPLANE BASE,,43.9300741666667,-70.4531111111111,01W/19W,WATER,,,,,,,,2
9867,ME09,SEAPLANE BASE,,43.9300741666667,-70.4531111111111,13W/31W,WATER,,,,,,,,2
9868,ME47,AIRPORT,,44.8545055555556,-69.4564363888889,01/19,TURF,,,,,,,,1
9869,0ME4,AIRPORT,Y,44.7424694444444,-68.4744027777778,16/34,TURF,,,,,,,,1
9870,ME76,HELIPORT,Y,44.1431388888889,-69.0854111111111,H1,ASPH,PERI,,,,,G,,1
9871,09ME,AIRPORT,Y,43.3408333333333,-70.8547222222222,04/22,TURF,,,,,,,,1
9872,ME84,SEAPLANE BASE,,44.7581388888889,-70.8507027777778,18W/36W,WATER,,,,,,,,1
9873,72ME,AIRPORT,Y,44.6352777777778,-68.6325,01/19,ASPH-G,MED,,,,,,,1
