,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,Runway Id_y
1352,AR95,HELIPORT,,36.0509022222222,-90.4981619444444,H1,CONC,PERI,,,,,,,1
1353,12A,AIRPORT,Y,35.1775296111111,-92.3350669722222,18/36,ASPH-G,MED,,,,,F,,1
1354,AR93,AIRPORT,,36.4856144444444,-90.28038,09/27,TURF,,,,,,,,1
1355,AZU,AIRPORT,,35.2750916666667,-94.2252094444444,07/25,TURF-DIRT,,,,,,,KAZU,1
1356,AR07,HELIPORT,,33.1417861111111,-91.9334638888889,H1,ASPH,,,,,,,,1
1357,2AR5,AIRPORT,Y,36.3830555555556,-94.2938888888889,07/25,TURF,,,,,,,,1
1358,41AR,AIRPORT,Y,34.1233333333333,-93.3497222222222,02/20,TURF,,,,,,,,1
1359,46AR,HELIPORT,,36.2559876944444,-94.1621429166667,H1,ASPH,,,,,,,,1
1360,AR76,HELIPORT,,35.2886966666667,-91.3584616666667,H1,CONC,,,,,,,,1
1361,M74,AIRPORT,Y,35.2994722222222,-91.5576944444444,04/22,TURF-F,,,,,,,,2
1362,M74,AIRPORT,Y,35.2994722222222,-91.5576944444444,09/27,ASPH-F,MED,,,,,G,,2
1363,62AR,AIRPORT,Y,36.4648138888889,-93.8692833333333,17/35,TURF-F,,,,,,,,2
1364,62AR,AIRPORT,Y,36.4648138888889,-93.8692833333333,08/26,TURF-F,,,,,,,,2
1365,1AR3,HELIPORT,,35.0577833333333,-92.4191194444444,H1,CONC,,,,,,,,1
1366,6AR4,HELIPORT,,35.5048888888889,-91.9976944444444,H1,CONC,,,,,,,,1
1367,BVX,AIRPORT,Y-L,35.7262222222222,-91.6474444444444,08/26,ASPH-G,MED,35.0,50.0,80.0,,G,KBVX,2
1368,BVX,AIRPORT,Y-L,35.7262222222222,-91.6474444444444,18/36,ASPH-G,,8.0,,,,G,KBVX,2
1369,BPK,AIRPORT,Y-L,36.3689425,-92.4705197222222,05/23,ASPH-G,MED,17.0,,,,G,KBPK,1
1370,5AR9,HELIPORT,,36.3417305555556,-92.3989083333333,H1,ASPH,PERI,,,,,,,1
1371,42AR,HELIPORT,,36.3342222222222,-92.3862222222222,H1,CONC,,,,,,,,1
1372,7M3,AIRPORT,Y-L,34.5290811111111,-93.5294241666667,08/26,ASPH-F,MED,6.0,12.0,,,P,,1
1373,77AR,AIRPORT,Y,34.5975,-92.9369444444444,08/26,TURF,,,,,,,,1
1374,0AR3,AIRPORT,,34.3280291666667,-93.2592888888889,07/25,TURF-F,,,,,,,,1
1375,VBT,AIRPORT,Y-L,36.3453352777778,-94.2195033333333,17/35,TURF,,,,,,,KVBT,2
1376,VBT,AIRPORT,Y-L,36.3453352777778,-94.2195033333333,18/36,ASPH-F,MED,12.0,21.0,,,P,KVBT,2
1377,LIT,AIRPORT,Y-L,34.7294413888889,-92.2247772222222,04R/22L,CONC-G,HIGH,75.0,200.0,350.0,,G,KLIT,3
1378,LIT,AIRPORT,Y-L,34.7294413888889,-92.2247772222222,04L/22R,CONC-G,HIGH,75.0,200.0,350.0,,G,KLIT,3
1379,LIT,AIRPORT,Y-L,34.7294413888889,-92.2247772222222,18/36,CONC-G,MED,75.0,100.0,135.0,,G,KLIT,3
1380,0M0,AIRPORT,Y-L,33.8845277777778,-91.5342777777778,18/36,ASPH-G,MED,15.0,,,,G,,1
1381,HKA,AIRPORT,Y-L,35.9404166666667,-89.8308055555556,18/36,ASPH-F,MED,15.0,,,,F,KHKA,1
1382,HRO,AIRPORT,Y-L,36.2615205555556,-93.1547288888889,18/36,ASPH-G,HIGH,38.0,53.0,84.0,,G,KHRO,1
1383,4M2,AIRPORT,Y,35.1495263333333,-93.8633895555556,09/27,ASPH-F,MED,,,,,G,,1
1384,AR70,HELIPORT,,33.6108777777778,-92.0600666666667,H1,ASPH,,,,,,,,1
1385,1AR0,AIRPORT,,35.400725,-91.129375,03/21,TURF-P,,,,,,,,1
1386,17AR,AIRPORT,Y,34.5530555555556,-92.0913888888889,18/36,TURF-G,,,,,,,,1
1387,AR43,AIRPORT,Y,35.1000852777778,-92.7834994444444,18/36,TURF,,,,,,,,1
1388,39AR,AIRPORT,Y,34.9115972222222,-91.8370833333333,18/36,TURF-G,,,,,,,,1
1389,18AR,AIRPORT,Y,36.3441666666667,-93.8316666666667,11/29,TURF-G,,,,,,,,1
1390,2AR0,AIRPORT,,34.8681166666667,-91.9742527777778,07/25,TURF,,,,,,,,1
1391,AR17,AIRPORT,,34.9834261111111,-90.9151161111111,18/36,ASPH,,,,,,,,1
1392,51AR,AIRPORT,,35.6774444444444,-93.7322944444444,07/25,TURF,,,,,,,,1
1393,37T,AIRPORT,Y-L,36.1645277777778,-92.1444722222222,15/33,ASPH-F,MED,12.0,,,,P,,1
1394,AR06,AIRPORT,,35.2325,-92.3433333333333,10/28,TURF,,,,,,,,1
1395,4M3,AIRPORT,Y-L,34.8082222222222,-91.7121111111111,18/36,ASPH-G,MED,17.0,,,,P,,2
1396,4M3,AIRPORT,Y-L,34.8082222222222,-91.7121111111111,09/27,ASPH-F,MED,17.0,,,,F,,2
1397,4M1,AIRPORT,Y-L,36.3813419444444,-93.6245402777778,07/25,ASPH-G,MED,12.0,,,,G,,1
1398,9AR1,AIRPORT,,34.9334722222222,-93.5172222222222,16/34,TURF,,,,,,,,1
1399,25AR,AIRPORT,Y,35.1334225,-93.4751872222222,16/34,TURF,LOW,,,,,,,1
1400,AR03,AIRPORT,,35.1226805555556,-93.2031361111111,09/27,TURF,,,,,,,,1
1401,1AR5,AIRPORT,,36.2994444444444,-94.5847222222222,18/36,TURF,,,,,,,,1
1402,AR61,HELIPORT,,33.3053333333333,-91.2891666666667,H1,CONC,FLD,,,,,,,1
1403,11AR,HELIPORT,,34.46885,-93.0657666666667,H1,ASPH,FLD,,,,,,,1
1404,AR91,AIRPORT,Y,36.2259088888889,-94.0321444444444,18/36,TURF,,,,,,,,1
1405,4M8,AIRPORT,Y,34.6466688888889,-91.3947205555556,18/36,ASPH-F,MED,4.0,,,,P,,1
1406,H35,AIRPORT,Y-L,35.4706780555556,-93.4271572222222,09/27,ASPH-F,MED,19.0,,,,F,,1
1407,23AR,AIRPORT,Y,35.8258888888889,-90.5471944444444,17/35,TURF,,,,,,,,1
1408,CCA,AIRPORT,Y,35.59775,-92.4515833333333,13/31,ASPH-F,MED,,,,,P,KCCA,1
1409,01AR,HELIPORT,,34.0476861111111,-94.35375,H1,CONC,PERI,,,,,,,1
1410,CXW,AIRPORT,Y-L,35.0198888888889,-92.5551111111111,04/22,CONC-G,MED,30.0,60.0,120.0,,G,KCXW,1
1411,4AR3,HELIPORT,Y,35.0854861111111,-92.4583111111111,H1,CONC,PERI,,,,,,,1
1412,4M9,AIRPORT,Y-L,36.4042313888889,-90.6479263888889,18/36,ASPH-G,MED,12.0,,,,G,,1
1413,1AR9,AIRPORT,Y,34.8143722222222,-91.9948138888889,18/36,TURF,,,,,,,,2
1414,1AR9,AIRPORT,Y,34.8143722222222,-91.9948138888889,11/29,TURF,,,,,,,,2
1415,AR74,HELIPORT,,35.2200886111111,-90.7865019444444,H1,CONC,,,,,,,,1
1416,5M5,AIRPORT,Y-L,36.3436111111111,-94.4448333333333,13/31,ASPH-F,LOW,10.0,,,,F,,1
1417,3AR6,AIRPORT,Y,34.7275777777778,-92.5168388888889,01/19,TURF,,,,,,,,1
1418,7AR9,AIRPORT,,35.9563805555556,-90.8129833333333,18/36,TURF,,,,,,,,1
1419,06AR,AIRPORT,Y,35.5445219444444,-92.1848744444444,16/34,TURF-E,LOW,,,,,,,1
1420,3AR3,AIRPORT,,35.0595805555556,-92.0820138888889,18/36,TURF,,,,,,,,1
1421,6AR0,AIRPORT,,35.0605558333333,-92.116111,07/25,TURF,,,,,,,,1
1422,7AR5,HELIPORT,,33.8112638888889,-92.4247416666667,H1,CONC,,,,,,,,1
1423,32A,AIRPORT,Y-L,35.0872625,-93.4289241666667,11/29,ASPH-G,MED,12.0,,,,F,,1
1424,AR32,HELIPORT,,35.2209183333333,-93.152675,H1,ASPH,,,,,,,,1
1425,2AR2,AIRPORT,,36.0151833333333,-91.7966166666667,08/26,TURF,,,,,,,,1
1426,36AR,AIRPORT,,35.2063888888889,-91.3188888888889,18/36,TURF,,,,,,,,1
1427,DRP,AIRPORT,Y-L,35.1200522222222,-90.8265013888889,18/36,ASPH-G,HIGH,30.0,,,,G,KDRP,1
1428,4M5,AIRPORT,Y,33.4879533333333,-91.4426113888889,01/19,ASPH-P,,,,,,P,,1
1429,AR59,HELIPORT,Y,34.2788083333333,-91.3386277777778,H1,CONC,,,,,,,,1
1430,5M1,AIRPORT,Y-L,34.2622777777778,-91.3075,18/36,ASPH-G,MED,12.0,,,,G,,1
1431,ADF,AIRPORT,Y-L,34.0998055555556,-93.0660833333333,04/22,ASPH-G,MED,50.0,60.0,100.0,,G,KADF,1
1432,1AR6,AIRPORT,Y,35.5033277777778,-92.1967083333333,06/24,TURF-G,LOW,,,,,,,1
1433,71AR,AIRPORT,,36.2825763888889,-94.4737638888889,18/36,TURF,,,,,,,,1
1434,73AR,AIRPORT,,35.0485222222222,-92.0537416666667,18/36,TURF,LOW,,,,,,,1
1435,FYV,AIRPORT,Y-L,36.0050833333333,-94.1700555555556,16/34,ASPH-G,MED,90.0,150.0,175.0,,G,KFYV,1
1436,AR85,HELIPORT,,33.6104944444444,-91.8177027777778,H1,ASPH,FLD,,,,,,,1
1437,6AR1,AIRPORT,,36.2779083333333,-94.1966,12/30,TURF,,,,,,,,1
1438,F43,AIRPORT,Y,33.19125,-92.6632222222222,18/36,ASPH-G,LOW,7.0,,,,G,,1
1439,2AR1,AIRPORT,Y,35.3698472222222,-93.8430611111111,09/27,TURF,,,,,,,,1
1440,0AR9,HELIPORT,Y,36.4001361111111,-93.7436777777778,H1,ASPH,PERI,,,,,,,1
1441,AR53,HELIPORT,Y,36.28925,-90.9963194444444,H1,CONC,,,,,,,,1
1442,AR79,AIRPORT,Y,33.6931636111111,-91.3795636111111,09/27,CONC-TURF,,,,,,,,1
1443,AR08,ULTRALIGHT,,36.3153472222222,-93.6665777777778,15/33,TURF,,,,,,,,1
1444,AR44,AIRPORT,Y,33.5126236111111,-94.0135216666667,09/27,TURF,,,,,,,,1
1445,26AR,AIRPORT,,35.2155,-91.8078333333333,10/28,TURF,,,,,,,,1
1446,5M4,AIRPORT,Y-L,33.8457922222222,-92.3655288888889,05/23,ASPH-G,MED,4.0,,,,G,,1
1447,AR72,HELIPORT,,35.0390638888889,-90.7771611111111,H1,CONC,,,,,,,,3
1448,AR72,HELIPORT,,35.0390638888889,-90.7771611111111,H3,CONC,,,,,,,,3
1449,AR72,HELIPORT,,35.0390638888889,-90.7771611111111,H2,ASPH,,,,,,,,3
1450,FSM,AIRPORT,Y-L,35.3365866666667,-94.3674447222222,02/20,ASPH-G,MED,55.0,70.0,120.0,,G,KFSM,2
1451,FSM,AIRPORT,Y-L,35.3365866666667,-94.3674447222222,08/26,ASPH-G,HIGH,75.0,175.0,295.0,,G,KFSM,2
1452,79AR,AIRPORT,Y,34.8528669444444,-92.0481994444444,N/S,TURF-G,,,,,,,,1
1453,M36,AIRPORT,Y-L,34.8802777777778,-91.1764444444444,02/20,ASPH-G,MED,12.0,,,,G,,1
1454,AN37,AIRPORT,,35.782262,-90.651955,18/36,TURF,,,,,,,,1
1455,3AR0,AIRPORT,Y,34.8222777777778,-90.8469444444444,18/36,ASPH,MED,,,,,,,1
1456,AR68,HELIPORT,,36.3827527777778,-91.8110027777778,H1,CONC,PERI,,,,,,,1
1457,94AR,AIRPORT,,35.1563833333333,-91.3318805555556,18/36,ASPH,,,,,,,,1
1458,08AR,AIRPORT,,33.7236111111111,-94.1452777777778,18/36,TURF,,,,,,,,1
1459,3M0,AIRPORT,Y,36.3490555555556,-92.5558055555556,06/24,TURF-G,,,,,,,,1
1460,12AR,AIRPORT,,34.5154444444444,-90.9737222222222,18/36,TURF,,,,,,,,1
1461,AR09,AIRPORT,,36.4138888888889,-94.4388888888889,18/36,TURF,,,,,,,,1
1462,AR30,HELIPORT,Y,35.9434166666667,-89.91775,H1,CONC,PERI,,,,,,,1
1463,AR10,AIRPORT,Y,34.8066666666667,-91.6083333333333,09/27,TURF,,,,,,,,1
1464,24AR,AIRPORT,,34.1980555555556,-90.9527777777778,18/36,CONC,,,,,,,,1
1465,5M8,AIRPORT,Y-L,33.9237777777778,-93.1681388888889,08/26,ASPH-F,MED,12.0,,,,P,,1
1466,43AR,AIRPORT,,35.6113888888889,-91.2413888888889,18/36,TURF,,,,,,,,1
1467,7AR0,AIRPORT,Y,36.4314444444444,-93.6993055555556,16/34,TURF,,,,,,,,2
1468,7AR0,AIRPORT,Y,36.4314444444444,-93.6993055555556,07/25,TURF,,,,,,,,2
1469,0R6,AIRPORT,Y,33.5226111111111,-92.4602777777778,02/20,ASPH-P,,,,,,P,,1
1470,CDH,AIRPORT,Y-L,33.6228055555556,-92.7633888888889,01/19,ASPH-G,MED,86.0,112.0,180.0,,G,KCDH,1
1471,6M0,AIRPORT,Y-L,34.7592138888889,-91.6380458333333,18/36,ASPH-F,MED,12.0,,,,G,,1
1472,2AR7,AIRPORT,Y,33.8491111111111,-93.4791388888889,01/19,TURF,,,,,,,,3
1473,2AR7,AIRPORT,Y,33.8491111111111,-93.4791388888889,18R/36L,TURF,,,,,,,,3
1474,2AR7,AIRPORT,Y,33.8491111111111,-93.4791388888889,18L/36R,TURF,,,,,,,,3
1475,HBZ,AIRPORT,Y-L,35.5116938888889,-92.0130094444444,06/24,ASPH-G,MED,12.0,,,,G,KHBZ,1
1476,16AR,AIRPORT,,35.3011111111111,-92.5733333333333,06/24,TURF,,,,,,,,1
1477,AR77,HELIPORT,Y,34.5098247222222,-90.6262177777778,H1,CONC,PERI,,,,,,,1
1478,28AR,AIRPORT,,35.8333333333333,-91.4333333333333,18/36,TURF,,,,,,,,1
1479,2AR8,AIRPORT,,35.8311055555556,-90.3704138888889,09/27,TURF,,,,,,,,1
1480,10AR,AIRPORT,,34.2628611111111,-92.1216111111111,07/25,TURF,,,,,,,,1
1481,59AR,AIRPORT,,35.8820861111111,-90.6125055555555,09/27,TURF,,,,,,,,1
1482,3AR9,AIRPORT,N,36.0552138888889,-90.36685,18/36,ASPH-TURF,,,,,,,,1
1483,2A2,AIRPORT,Y-L,35.6507190277778,-92.4038129444445,05/23,ASPH-G,MED,,,,,F,,1
1484,2A6,AIRPORT,Y-L,34.5824444444444,-91.1652222222222,15/33,ASPH-F,MED,12.0,,,,G,,1
1485,AR33,HELIPORT,Y,35.2334183333333,-91.7873611111111,H1,TURF,,,,,,,,1
1486,M18,AIRPORT,Y-L,33.7199811388889,-93.6589037222222,16/34,CONC-G,MED,40.0,55.0,105.0,,P,,2
1487,M18,AIRPORT,Y-L,33.7199811388889,-93.6589037222222,04/22,CONC-F,,40.0,55.0,105.0,,P,,2
1488,6M2,AIRPORT,Y-L,36.2213613888889,-91.7554738888889,13/31,ASPH-G,MED,4.0,,,,G,,1
1489,5AR8,AIRPORT,,36.4072222222222,-93.4641666666667,08/26,TURF-F,,,,,,,,1
1490,M77,AIRPORT,Y-L,33.9971944444444,-93.8380833333333,01/19,ASPH-F,MED,8.0,,,,F,,1
1491,0AR8,HELIPORT,Y-L,33.9488416666667,-93.880225,H1,CONC,,,,,,,,1
1492,03AR,HELIPORT,Y,34.358,-92.7860638888889,H1,CONC,PERI,,,,,,,1
1493,H34,AIRPORT,Y-L,36.0782267777778,-93.7547548055555,03/21,TURF-F,,,,,,F,,2
1494,H34,AIRPORT,Y-L,36.0782267777778,-93.7547548055555,12/30,ASPH-F,MED,12.0,,,,G,,2
1495,FCY,AIRPORT,Y-L,34.9419980555556,-90.7749661111111,18/36,ASPH-F,MED,20.0,,,,F,KFCY,1
1496,52AR,AIRPORT,,35.2800805555556,-92.2415388888889,18/36,TURF,,,,,,,,1
1497,2AR9,HELIPORT,,36.4552777777778,-93.7193583333333,H1,CONC,NSTD,,,,,,,1
1498,DEQ,AIRPORT,Y-L,34.047,-94.3993611111111,08/26,ASPH-F,MED,27.0,,,,F,KDEQ,1
1499,50AR,HELIPORT,,35.0546333333333,-93.3829888888889,H1,ASPH,,,,,,,,1
1500,AR05,AIRPORT,,35.2159194444444,-93.3049,18/36,TURF,,,,,,,,1
1501,76AR,AIRPORT,Y,36.3496666666667,-92.4505555555556,09/27,TURF,,,,,,,,1
1502,05XS,AIRPORT,,33.0785,-91.5618333333333,02/20,TURF,,,,,,,,1
1503,AR02,HELIPORT,Y,35.4612027777778,-93.4453555555556,H1,CONC,PERI,,,,,,,1
1504,JBR,AIRPORT,Y-L,35.8317111111111,-90.6464219444445,05/23,ASPH-G,MED,40.0,48.0,76.0,,P,KJBR,2
1505,JBR,AIRPORT,Y-L,35.8317111111111,-90.6464219444445,13/31,ASPH-G,MED,50.0,60.0,95.0,,F,KJBR,2
1506,13AR,HELIPORT,Y,34.1872333333333,-92.0168194444444,H1,CONC,,,,,,,,1
1507,5AR7,AIRPORT,Y,35.6866666666667,-90.7936111111111,18/36,ASPH-TURF,,,,,,,,1
1508,PGR,AIRPORT,Y-L,36.0638055555556,-90.5091944444444,04/22,ASPH-G,MED,12.0,,,,F,KPGR,2
1509,PGR,AIRPORT,Y-L,36.0638055555556,-90.5091944444444,08/26,TURF-F,,,,,,G,KPGR,2
1510,4F7,AIRPORT,Y-L,33.8038888888889,-93.3621666666667,18/36,ASPH-G,MED,12.0,,,,G,,1
1511,M32,AIRPORT,Y-L,33.3465277777778,-91.3155555555555,01/19,ASPH-G,MED,18.0,,,,G,,1
1512,AR89,AIRPORT,Y,35.4000819444444,-93.0660061111111,02/20,TURF,,,,,,,,1
1513,4AR5,GLIDERPORT,Y,35.3708333333333,-90.7505555555556,07/25,TURF,,,,,,,,1
1514,AR20,HELIPORT,Y-L,36.0744083333333,-90.9673638888889,H1,CONC,,,,,,,,1
1515,LRF,AIRPORT,Y,34.9175121111111,-92.1450010277778,07/25,CONC,HIGH,,,,,G,KLRF,2
1516,LRF,AIRPORT,Y,34.9175121111111,-92.1450010277778,071/251,CONC,,,,,,,KLRF,2
1517,56AR,HELIPORT,,34.6408833333333,-92.30435,H1,ASPH-CONC,,,,,,,,1
1518,AR27,AIRPORT,Y,35.9389672222222,-93.84575,16/34,TURF,,,,,,,,1
1519,40AR,AIRPORT,Y,36.3927166666667,-93.9126194444444,15/33,ASPH,,,,,,,,1
1520,68AR,AIRPORT,,35.9340944444444,-94.415925,17/35,TURF,,,,,,,,1
1521,09AR,HELIPORT,Y,33.2739444444444,-93.2397638888889,H1,ASPH,FLD,,,,,,,1
1522,M78,AIRPORT,Y-L,34.3333158333333,-92.7614994444444,04/22,ASPH-G,MED,10.0,,,,F,,1
1523,MXA,AIRPORT,Y-L,35.8944472222222,-90.1545705555556,18/36,ASPH-G,MED,15.0,,,,G,KMXA,1
1524,6M7,AIRPORT,Y-L,34.78275,-90.8099722222222,18/36,ASPH-F,MED,,,,,F,,1
1525,FLP,AIRPORT,Y-L,36.2908888888889,-92.59025,04/22,ASPH-G,MED,30.0,,,,G,KFLP,1
1526,6M8,AIRPORT,Y-L,35.5330902777778,-90.4000888888889,18/36,ASPH-F,MED,8.0,,,,P,,1
1527,1AR4,AIRPORT,,36.1622222222222,-93.6072222222222,17/35,TURF,,,,,,,,1
1528,2AR4,AIRPORT,Y,35.2284166666667,-91.0931666666667,18/36,ASPH-G,,,,,,,,1
1529,12XS,AIRPORT,Y,34.9547,-91.837925,18/36,TURF,,,,,,,,1
1530,AR12,AIRPORT,Y,35.3189861111111,-92.0323888888889,09/27,TURF,,,,,,,,1
1531,AR63,HELIPORT,Y,33.6179972222222,-91.3930361111111,H1,ASPH,,,,,,,,1
1532,7M1,AIRPORT,Y,33.6202211111111,-91.3648405555555,18/36,ASPH-F,MED,12.0,,,,F,,1
1533,5AR5,HELIPORT,Y-L,34.7475919444444,-92.36682,H1,CONC,PERI,,,,,,,1
1534,AR36,HELIPORT,N,36.3329666666667,-94.1320277777778,H1,ASPH,PERI,,,,,,,1
1535,42A,AIRPORT,Y-L,36.0709802777778,-91.8301355555556,03/21,ASPH-G,MED,,,,,G,,1
1536,HOT,AIRPORT,Y-L,34.4780277777778,-93.0962222222222,05/23,ASPH-G,HIGH,75.0,125.0,210.0,400.0,G,KHOT,2
1537,HOT,AIRPORT,Y-L,34.4780277777778,-93.0962222222222,13/31,ASPH-G,MED,28.0,36.0,63.0,,G,KHOT,2
1538,MEZ,AIRPORT,Y-L,34.54551175,-94.2024164722222,17/35,ASPH-E,MED,75.0,100.0,160.0,,G,KMEZ,2
1539,MEZ,AIRPORT,Y-L,34.54551175,-94.2024164722222,09/27,ASPH-F,MED,75.0,200.0,300.0,,G,KMEZ,2
1540,AR41,HELIPORT,Y,36.3592416666667,-93.5509027777778,H1,CONC-G,,,,,,,,1
1541,AR21,HELIPORT,Y,35.35375,-94.3520527777778,H1,CONC,NSTD,,,,,,,2
1542,AR21,HELIPORT,Y,35.35375,-94.3520527777778,H2,CONC,NSTD,,,,,,,2
1543,53AR,HELIPORT,Y-L,36.3084473333333,-94.1842253611111,H2,CONC-GRVL,,,,,,,,2
1544,53AR,HELIPORT,Y-L,36.3084473333333,-94.1842253611111,H1,CONC-GRVL,PERI,,,,,,,2
1545,0AR2,AIRPORT,,35.2667544444444,-90.3500991666667,18/36,TURF-GRVL,,,,,,,,1
1546,LLQ,AIRPORT,Y-L,33.6385555555556,-91.751,03/21,ASPH-G,MED,17.0,,,,G,KLLQ,1
1547,07AR,AIRPORT,Y,35.1945275,-92.8001661111111,11/29,TURF,,,,,,,,1
1548,BDQ,AIRPORT,Y-L,35.1362336111111,-92.7137083333333,09/27,ASPH-G,MED,4.0,,,,G,KBDQ,1
1549,7M2,AIRPORT,Y-L,35.8644802777778,-92.0903386111111,09/27,ASPH-F,MED,,,,,G,,1
1550,02AR,AIRPORT,Y,34.1169444444444,-93.6965,02/20,TURF-G,,,,,,,,1
1551,19AR,AIRPORT,,35.1539722222222,-92.22075,12/30,TURF,,,,,,,,1
1552,AR60,HELIPORT,,35.8076,-90.6664666666667,H1,ASPH,PERI,,,,,,,1
1553,M19,AIRPORT,Y-L,35.6377222222222,-91.1763888888889,04/22,CONC-G,,30.0,,,,G,,2
1554,M19,AIRPORT,Y-L,35.6377222222222,-91.1763888888889,18/36,CONC-G,MED,30.0,,,,F,,2
1555,AR80,HELIPORT,Y,36.23646,-93.1093430555556,H2,CONC,,,,,,,,2
1556,AR80,HELIPORT,Y,36.23646,-93.1093430555556,H1,CONC,,,,,,,,2
1557,ORK,AIRPORT,Y-L,34.8331388888889,-92.2541388888889,17/35,ASPH-F,MED,17.0,,,,F,KORK,2
1558,ORK,AIRPORT,Y-L,34.8331388888889,-92.2541388888889,05/23,CONC-G,MED,30.0,60.0,,,G,KORK,2
1559,XNA,AIRPORT,Y-L,36.2815791666667,-94.3077655555555,16/34,CONC-G,HIGH,120.0,223.0,404.0,,G,KXNA,2
1560,XNA,AIRPORT,Y-L,36.2815791666667,-94.3077655555555,17/35,CONC-G,MED,75.0,150.0,350.0,,G,KXNA,2
1561,27AR,HELIPORT,,36.3390111111111,-94.1904944444445,H1,CONC,,,,,,,,1
1562,7M4,AIRPORT,Y-L,35.6911388888889,-90.0101111111111,01/19,ASPH-G,MED,8.0,,,,G,,1
1563,AR42,HELIPORT,Y,33.5765832222222,-92.8361973055555,H1,CONC,,,,,,,,1
1564,9AR9,AIRPORT,,35.8269739166667,-90.9079919722222,03/21,ASPH-GRVL,,,,,,,,1
1565,AR11,AIRPORT,,36.2888888888889,-94.0902777777778,16/34,TURF,,,,,,,,1
1566,7M5,AIRPORT,Y-L,35.5106958333333,-93.8393075,04/22,ASPH-G,MED,12.0,,,,G,,1
1567,0AR4,HELIPORT,,36.4092777777778,-94.4600555555556,H1,ASPH,,,,,,,,1
1568,05AR,AIRPORT,Y,36.0006333333333,-93.57025,06/24,TURF,,,,,,,,1
1569,7M6,AIRPORT,Y-L,35.2991152777778,-93.6816138888889,03/21,ASPH-G,MED,10.0,,,,G,,1
1570,AR13,AIRPORT,Y,34.9861986111111,-92.6334958333333,14/32,TURF,,,,,,,,1
1571,AR46,AIRPORT,Y,35.1893444444444,-91.050375,18/36,ASPH-TURF,,,,,,,,1
1572,MPJ,AIRPORT,Y,35.1388333333333,-92.9091944444445,03/21,ASPH-F,MED,17.0,,,,F,KMPJ,1
1573,30AR,AIRPORT,,35.5443611111111,-92.0561666666667,17/35,TURF,,,,,,,,1
1574,AR73,HELIPORT,,36.3897222222222,-90.2037777777778,H1,CONC,PERI,,,,,,,1
1575,7M7,AIRPORT,Y-L,36.3782055555556,-90.1662416666667,18/36,ASPH-G,MED,10.0,,,,G,,1
1576,AR66,HELIPORT,,34.0712194444444,-93.6864944444444,H1,CONC,PERI,,,,,,,1
1577,PBF,AIRPORT,Y-L,34.1745130555556,-91.9356042222222,18/36,ASPH-F,MED,40.0,56.0,90.0,,G,KPBF,1
1578,3AR1,HELIPORT,,36.4105555555556,-92.6633333333333,H1,CONC,,,,,,,,1
1579,6AR9,AIRPORT,Y,36.4152777777778,-92.6944444444444,09/27,TURF,,,,,,,,1
1580,AR34,AIRPORT,N,34.9820319444444,-92.4451569444444,E/W,TURF,,,,,,,,1
1581,M70,AIRPORT,Y-L,36.2455,-90.9552222222222,18/36,ASPH-F,MED,19.0,,,,F,,1
1582,AR88,AIRPORT,Y,35.0548083333333,-92.3540427777778,11/29,TURF,,,,,,,,1
1583,37AR,AIRPORT,,36.0523611111111,-93.367325,10/28,TURF,,,,,,,,1
1584,20AR,AIRPORT,,35.3078583333333,-92.3201527777778,08/26,TURF,,,,,,,,1
1585,AGO,AIRPORT,Y-L,33.2274722222222,-93.217,18/36,ASPH-F,MED,50.0,75.0,130.0,,F,KAGO,1
1586,70AR,AIRPORT,,35.9945152777778,-89.9973113888889,09/27,TURF,,,,,,,,1
1587,7AR6,AIRPORT,Y,35.7957944444444,-90.802375,18/36,TURF,,,,,,,,1
1588,7M8,AIRPORT,Y-L,36.2500630555556,-90.3195455555555,18/36,ASPH-G,MED,5.0,,,,G,,1
1589,4AR2,AIRPORT,,34.9104527777778,-92.0069756944444,09/27,TURF,,,,,,,,1
1590,0AR5,HELIPORT,Y-L,35.8359444444444,-90.7017305555556,H1,CONC,PERI,,,,,,,1
1591,4AR9,AIRPORT,,35.9148472222222,-92.8997125,05/23,TURF,,,,,,,,1
1592,7AR7,AIRPORT,,34.3211972222222,-90.8576694444444,18/36,TURF,,,,,,,,2
1593,7AR7,AIRPORT,,34.3211972222222,-90.8576694444444,17/35,ASPH,,,,,,,,2
1594,3AR2,AIRPORT,,36.3200666666667,-93.2015666666667,08/26,TURF,,,,,,,,2
1595,3AR2,AIRPORT,,36.3200666666667,-93.2015666666667,13/31,TURF,,,,,,,,2
1596,3AR8,AIRPORT,Y,35.4718305555556,-91.9622611111111,N/S,TURF,,,,,,,,1
1597,RBM,AIRPORT,,34.8469236111111,-92.3001416666667,04/22,ASPH,MED,,,,,,KRBM,1
1598,ROG,AIRPORT,Y-L,36.3724166666667,-94.1069722222222,02/20,ASPH-E,HIGH,45.0,100.0,,,G,KROG,1
1599,7AR3,AIRPORT,,35.1511111111111,-90.8155555555555,18/36,ASPH,,,,,,,,1
1600,RUE,AIRPORT,Y-L,35.2592830555556,-93.0926222222222,07/25,ASPH-G,MED,32.0,46.0,,,G,KRUE,1
1601,AR55,AIRPORT,Y,34.7398133333333,-92.0901438888889,18/36,TURF,,,,,,,,1
