Loc Id,Facility Type,Wind Indicator,Runway Id,Length,Width,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,Schedule,Schedule,,
TRK,AIRPORT,Y-L,02/20,4654,75,ASPH-G,MED,35,50,,,G,ALL/ALL/0700-2130,ALL,ALL,0700-2130
TRK,AIRPORT,Y-L,11/29,7001,100,ASPH-G,MED,50,80,,,G,ALL/ALL/0700-2130,ALL,ALL,0700-2130
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,JUN/MON-FRI/0800-2000,JUN,MON-FRI,0800-2000
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,JUN/SAT-SUN/0930-2000,JUN,SAT-SUN,0930-2000
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,JUL-AUG/MON-FRI/0800-2030,JUL-AUG,MON-FRI,0800-2030
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,JUL-AUG/SAT-SUN/1000-2030,JUL-AUG,SAT-SUN,1000-2030
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,SEP/MON-FRI/0800-2000,SEP,MON-FRI,0800-2000
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,SEP/SAT-SUN/0930-2000,SEP,SAT-SUN,0930-2000
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,OCT/ALL/0800-1930,OCT,ALL,0800-1930
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,NOV/ALL/0800-1800,NOV,ALL,0800-1800
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,DEC-APR/ALL/0800-1730,DEC-APR,ALL,0800-1730
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,MAY/MON-FRI/0800-1930,MAY,MON-FRI,0800-1930
UKI,AIRPORT,Y-L,15/33,4423,150,ASPH-E,MED,28,,,,G,MAY/SAT-SUN/0930-1930,MAY,SAT-SUN,0930-1930
VNY,AIRPORT,Y-L,16R/34L,8001,150,ASPH-G,HIGH,90,120,210,,G,ALL/ALL/ALL,ALL,ALL,ALL
VNY,AIRPORT,Y-L,16L/34R,4013,75,ASPH-G,MED,14,,,,F,ALL/ALL/ALL,ALL,ALL,ALL
WVI,AIRPORT,Y-L,09/27,3998,98,ASPH-F,,45,65,,,F,ALL/ALL/0900-1700,ALL,ALL,0900-1700
WVI,AIRPORT,Y-L,02/20,4502,149,ASPH-E,MED,81,96,167,,G,ALL/ALL/0900-1700,ALL,ALL,0900-1700
WHP,AIRPORT,Y-L,12/30,4120,75,ASPH-G,MED,12,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
TOA,AIRPORT,Y-L,11L/29R,5001,150,ASPH-CONC-F,MED,30,50,90,,F,ALL/ALL/0600-2200,ALL,ALL,0600-2200
TOA,AIRPORT,Y-L,11R/29L,3000,75,ASPH-CONC-F,MED,28,,,,F,ALL/ALL/0600-2200,ALL,ALL,0600-2200
TOA,AIRPORT,Y-L,H1,110,110,ASPH-G,PERI,,,,,,ALL/ALL/0600-2200,ALL,ALL,0600-2200
ASE,AIRPORT,Y-L,00X,0,0,,,,,,,,ALL/ALL/0700-2300,ALL,ALL,0700-2300
ASE,AIRPORT,Y-L,15/33,8006,100,ASPH-G,MED,80,100,160,,G,ALL/ALL/0700-2300,ALL,ALL,0700-2300
APA,AIRPORT,Y-L,17R/35L,7001,75,ASPH-G,MED,30,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
APA,AIRPORT,Y-L,H1,50,50,CONC-G,PERI,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
APA,AIRPORT,Y-L,10/28,4800,75,ASPH-G,MED,12,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
APA,AIRPORT,Y-L,17L/35R,10001,100,ASPH-G,MED,56,75,,,G,ALL/ALL/ALL,ALL,ALL,ALL
COS,AIRPORT,Y,13/31,8270,150,ASPH-G,MED,120,171,279,691,G,ALL/ALL/ALL,ALL,ALL,ALL
COS,AIRPORT,Y,17L/35R,13500,150,CONC-G,HIGH,120,250,550,1120,G,ALL/ALL/ALL,ALL,ALL,ALL
COS,AIRPORT,Y,17R/35L,11022,150,ASPH-G,HIGH,120,250,550,1120,G,ALL/ALL/ALL,ALL,ALL,ALL
CEZ,AIRPORT,Y-L,03/21,7205,100,ASPH-G,MED,40,56,,,G,ALL/ALL/DAWN-DUSK,ALL,ALL,DAWN-DUSK
DRO,AIRPORT,Y-L,03/21,9201,150,ASPH-G,HIGH,95,150,210,,G,ALL/ALL/0400-2400,ALL,ALL,0400-2400
EGE,AIRPORT,Y-L,07/25,9000,150,ASPH-E,HIGH,75,140,255,,G,APR-NOV/ALL/0700-1900,APR-NOV,ALL,0700-1900
EGE,AIRPORT,Y-L,07/25,9000,150,ASPH-E,HIGH,75,140,255,,G,DEC-MAR/ALL/0700-2300,DEC-MAR,ALL,0700-2300
EGE,AIRPORT,Y-L,25X,0,0,,,,,,,,APR-NOV/ALL/0700-1900,APR-NOV,ALL,0700-1900
EGE,AIRPORT,Y-L,25X,0,0,,,,,,,,DEC-MAR/ALL/0700-2300,DEC-MAR,ALL,0700-2300
FMM,AIRPORT,Y-L,14/32,5731,75,ASPH-G,MED,30,,,,G,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
FMM,AIRPORT,Y-L,08/26,2468,100,TURF-F,,,,,,,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
FMM,AIRPORT,Y-L,17/35,5216,80,TURF-DIRT-F,,,,,,,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
1V6,AIRPORT,Y-L,17/35,1800,35,TURF-GRVL-P,,,,,,,ALL/ALL/0800-1700,ALL,ALL,0800-1700
1V6,AIRPORT,Y-L,11/29,5399,75,ASPH-G,MED,26,26,,,F,ALL/ALL/0800-1700,ALL,ALL,0800-1700
GNB,AIRPORT,Y-L,09/27,5001,75,ASPH-F,LOW,15,15,,,P,UNATNDD,UNATNDD,,
GJT,AIRPORT,Y-L,11/29,10503,150,ASPH-E,HIGH,110,180,260,,F,ALL/ALL/0530-0000L,ALL,ALL,0530-0000L
GJT,AIRPORT,Y-L,04/22,5501,75,ASPH-G,MED,26,26,,,F,ALL/ALL/0530-0000L,ALL,ALL,0530-0000L
MVI,AIRPORT,Y-L,16/34,2300,30,DIRT-F,,,,,,P,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
MVI,AIRPORT,Y-L,16/34,2300,30,DIRT-F,,,,,,P,ALL/SAT-SUN/ON-CALL,ALL,SAT-SUN,ON-CALL
MVI,AIRPORT,Y-L,10/28,2100,50,DIRT-P,,,,,,P,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
MVI,AIRPORT,Y-L,10/28,2100,50,DIRT-P,,,,,,P,ALL/SAT-SUN/ON-CALL,ALL,SAT-SUN,ON-CALL
MVI,AIRPORT,Y-L,02/20,5902,60,ASPH-F,MED,12,,,,F,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
MVI,AIRPORT,Y-L,02/20,5902,60,ASPH-F,MED,12,,,,F,ALL/SAT-SUN/ON-CALL,ALL,SAT-SUN,ON-CALL
MTJ,AIRPORT,Y-L,17/35,10000,150,ASPH-G,HIGH,75,190,265,,G,APR1-DEC15/ALL/0530-2100,APR1-DEC15,ALL,0530-2100
MTJ,AIRPORT,Y-L,17/35,10000,150,ASPH-G,HIGH,75,190,265,,G,DEC16-MAR31/ALL/0500-2100,DEC16-MAR31,ALL,0500-2100
MTJ,AIRPORT,Y-L,13/31,7510,100,ASPH-G,HIGH,65,90,150,,G,APR1-DEC15/ALL/0530-2100,APR1-DEC15,ALL,0530-2100
MTJ,AIRPORT,Y-L,13/31,7510,100,ASPH-G,HIGH,65,90,150,,G,DEC16-MAR31/ALL/0500-2100,DEC16-MAR31,ALL,0500-2100
FNL,AIRPORT,Y-L,15/33,8500,100,ASPH-G,HIGH,50,65,130,,G,ALL/ALL/ALL,ALL,ALL,ALL
FNL,AIRPORT,Y-L,06/24,2189,40,ASPH-G,,,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
PUB,AIRPORT,Y,08L/26R,4690,75,ASPH-G,MED,20,,,,G,ALL/ALL/0500-2200,ALL,ALL,0500-2200
PUB,AIRPORT,Y,17/35,8310,150,ASPH-G,MED,93,110,170,,G,ALL/ALL/0500-2200,ALL,ALL,0500-2200
PUB,AIRPORT,Y,08R/26L,10498,150,ASPH-G,HIGH,75,170,250,,G,ALL/ALL/0500-2200,ALL,ALL,0500-2200
RIL,AIRPORT,Y-L,08/26,7000,100,ASPH-G,HIGH,90,200,250,,G,ALL/ALL/ALL,ALL,ALL,ALL
BJC,AIRPORT,Y-L,12R/30L,7002,75,ASPH-G,MED,47,61,,,F,ALL/ALL/ALL,ALL,ALL,ALL
BJC,AIRPORT,Y-L,12L/30R,9000,100,ASPH-G,HIGH,65,105,150,,F,ALL/ALL/ALL,ALL,ALL,ALL
BJC,AIRPORT,Y-L,03/21,3600,75,ASPH-F,MED,40,45,65,,F,ALL/ALL/ALL,ALL,ALL,ALL
ALS,AIRPORT,Y-L,02/20,8521,100,ASPH-G,HIGH,52,70,,,F,ALL/ALL/0800-1930,ALL,ALL,0800-1930
SBS,AIRPORT,Y-L,14/32,4452,100,ASPH-G,HIGH,50,60,,,F,MAY-OCT/ALL/0700-1700,MAY-OCT,ALL,0700-1700
SBS,AIRPORT,Y-L,14/32,4452,100,ASPH-G,HIGH,50,60,,,F,NOV-APR/ALL/0700-1700,NOV-APR,ALL,0700-1700
HDN,AIRPORT,Y-L,10/28,10000,150,ASPH-G,HIGH,75,170,260,,G,ALL/ALL/0600-2000,ALL,ALL,0600-2000
BDL,AIRPORT,Y-L,15/33,6847,150,ASPH-E,HIGH,200,200,350,,G,ALL/ALL/ALL,ALL,ALL,ALL
BDL,AIRPORT,Y-L,06/24,9510,200,ASPH-E,HIGH,200,200,350,710,G,ALL/ALL/ALL,ALL,ALL,ALL
BDR,AIRPORT,Y-L,11/29,4759,150,ASPH-F,HIGH,30,108,,,F,ALL/ALL/0600-2400,ALL,ALL,0600-2400
BDR,AIRPORT,Y-L,06/24,4677,100,ASPH-E,HIGH,57,80,,,G,ALL/ALL/0600-2400,ALL,ALL,0600-2400
GON,AIRPORT,Y-L,05/23,5000,150,ASPH-G,HIGH,90,113,200,,G,ALL/ALL/0600- 2100,ALL,ALL,0600- 2100
GON,AIRPORT,Y-L,15/33,4000,96,ASPH-G,HIGH,90,113,,,G,ALL/ALL/0600- 2100,ALL,ALL,0600- 2100
HEF,AIRPORT,Y-L,16L/34R,6200,100,ASPH-G,HIGH,50,140,,,G,ALL/ALL/0630-2230,ALL,ALL,0630-2230
HEF,AIRPORT,Y-L,16R/34L,3715,75,ASPH-E,MED,12,,,,G,ALL/ALL/0630-2230,ALL,ALL,0630-2230
IAD,AIRPORT,Y-L,01R/19L,11500,150,CONC-G,HIGH,200,250,450,875,G,ALL/ALL/ALL,ALL,ALL,ALL
IAD,AIRPORT,Y-L,01C/19C,11500,150,CONC-E,HIGH,200,250,450,875,G,ALL/ALL/ALL,ALL,ALL,ALL
IAD,AIRPORT,Y-L,12/30,10501,150,CONC-G,HIGH,200,250,450,875,G,ALL/ALL/ALL,ALL,ALL,ALL
IAD,AIRPORT,Y-L,01L/19R,9400,150,CONC-E,HIGH,200,250,450,875,G,ALL/ALL/ALL,ALL,ALL,ALL
X21,AIRPORT,Y-L,04/22,1805,100,TURF-G,,,,,,G,ALL/ALL/0800-2000,ALL,ALL,0800-2000
X21,AIRPORT,Y-L,15/33,2961,70,ASPH-G,MED,12,,,,G,ALL/ALL/0800-2000,ALL,ALL,0800-2000
BOW,AIRPORT,Y-L,09L/27R,5000,150,ASPH-G,MED,,,,,G,ALL/ALL/0600-1800,ALL,ALL,0600-1800
BOW,AIRPORT,Y-L,09R/27L,4400,150,ASPH-CONC-P,,,,,,G,ALL/ALL/0600-1800,ALL,ALL,0600-1800
BOW,AIRPORT,Y-L,05/23,5000,100,ASPH-P,MED,35,60,110,,G,ALL/ALL/0600-1800,ALL,ALL,0600-1800
CEW,AIRPORT,Y-L,17/35,8006,150,ASPH-F,HIGH,60,120,170,,G,ALL/ALL/0600-2000,ALL,ALL,0600-2000
BCT,AIRPORT,Y-L,05/23,6276,150,ASPH-G,MED,66,95,,,F,ALL/ALL/ALL,ALL,ALL,ALL
BKV,AIRPORT,Y-L,09/27,7001,150,CONC-G,MED,90,130,230,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
BKV,AIRPORT,Y-L,03/21,5014,150,CONC-G,MED,50,75,135,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
VQQ,AIRPORT,Y-L,09R/27L,8003,200,ASPH-CONC-G,HIGH,,,,,F,ALL/MON-FRI/0700-2300,ALL,MON-FRI,0700-2300
VQQ,AIRPORT,Y-L,09R/27L,8003,200,ASPH-CONC-G,HIGH,,,,,F,ALL/SAT-SUN/0700-2100,ALL,SAT-SUN,0700-2100
VQQ,AIRPORT,Y-L,09L/27R,4439,200,ASPH-CONC-G,,,,,,G,ALL/MON-FRI/0700-2300,ALL,MON-FRI,0700-2300
VQQ,AIRPORT,Y-L,09L/27R,4439,200,ASPH-CONC-G,,,,,,G,ALL/SAT-SUN/0700-2100,ALL,SAT-SUN,0700-2100
VQQ,AIRPORT,Y-L,H1,70,70,CONC-G,,,,,,G,ALL/MON-FRI/0700-2300,ALL,MON-FRI,0700-2300
VQQ,AIRPORT,Y-L,H1,70,70,CONC-G,,,,,,G,ALL/SAT-SUN/0700-2100,ALL,SAT-SUN,0700-2100
VQQ,AIRPORT,Y-L,H2,70,70,CONC-G,,,,,,G,ALL/MON-FRI/0700-2300,ALL,MON-FRI,0700-2300
VQQ,AIRPORT,Y-L,H2,70,70,CONC-G,,,,,,G,ALL/SAT-SUN/0700-2100,ALL,SAT-SUN,0700-2100
VQQ,AIRPORT,Y-L,18L/36R,12503,200,ASPH-CONC-G,HIGH,,,,,G,ALL/MON-FRI/0700-2300,ALL,MON-FRI,0700-2300
VQQ,AIRPORT,Y-L,18L/36R,12503,200,ASPH-CONC-G,HIGH,,,,,G,ALL/SAT-SUN/0700-2100,ALL,SAT-SUN,0700-2100
VQQ,AIRPORT,Y-L,18R/36L,8002,200,ASPH-CONC-P,,,,,,F,ALL/MON-FRI/0700-2300,ALL,MON-FRI,0700-2300
VQQ,AIRPORT,Y-L,18R/36L,8002,200,ASPH-CONC-P,,,,,,F,ALL/SAT-SUN/0700-2100,ALL,SAT-SUN,0700-2100
CLW,AIRPORT,Y-L,16/34,4108,75,ASPH-F,MED,,,,,F,ALL/ALL/0700-2300,ALL,ALL,0700-2300
ORL,AIRPORT,Y-L,13/31,4625,100,ASPH-F,HIGH,35,60,,,F,ALL/ALL/ALL,ALL,ALL,ALL
ORL,AIRPORT,Y-L,07/25,6004,150,ASPH-F,HIGH,45,100,115,,G,ALL/ALL/ALL,ALL,ALL,ALL
FXE,AIRPORT,Y-L,13/31,4000,100,ASPH-G,MED,30,60,,,G,ALL/ALL/ALL,ALL,ALL,ALL
FXE,AIRPORT,Y-L,09/27,6002,100,ASPH-G,HIGH,56,81,,,G,ALL/ALL/ALL,ALL,ALL,ALL
FLL,AIRPORT,Y,10L/28R,9000,150,ASPH-CONC-E,HIGH,100,200,468,800,G,ALL/ALL/ALL,ALL,ALL,ALL
FLL,AIRPORT,Y,10R/28L,8000,150,CONC-E,HIGH,120,247,461,987,G,ALL/ALL/ALL,ALL,ALL,ALL
CRG,AIRPORT,Y-L,14/32,4008,100,ASPH-E,HIGH,30,,,,F,ALL/MON-FRI/0600-2300,ALL,MON-FRI,0600-2300
CRG,AIRPORT,Y-L,14/32,4008,100,ASPH-E,HIGH,30,,,,F,ALL/SAT-SUN/0700-2200,ALL,SAT-SUN,0700-2200
CRG,AIRPORT,Y-L,05/23,4004,100,ASPH-F,MED,30,,,,F,ALL/MON-FRI/0600-2300,ALL,MON-FRI,0600-2300
CRG,AIRPORT,Y-L,05/23,4004,100,ASPH-F,MED,30,,,,F,ALL/SAT-SUN/0700-2200,ALL,SAT-SUN,0700-2200
JAX,AIRPORT,Y-L,14/32,7701,150,CONC-G,HIGH,120,250,480,1000,G,ALL/ALL/ALL,ALL,ALL,ALL
JAX,AIRPORT,Y-L,08/26,10000,150,CONC-G,HIGH,120,250,485,1005,F,ALL/ALL/ALL,ALL,ALL,ALL
EYW,AIRPORT,Y-L,09/27,5076,100,ASPH-E,MED,75,125,195,,F,ALL/ALL/0700-2300,ALL,ALL,0700-2300
ISM,AIRPORT,Y-L,15/33,6001,100,ASPH-G,MED,114,189,300,,G,ALL/ALL/0700-2200,ALL,ALL,0700-2200
ISM,AIRPORT,Y-L,06/24,5001,100,ASPH-G,MED,89,140,,,F,ALL/ALL/0700-2200,ALL,ALL,0700-2200
LCQ,AIRPORT,Y-L,10/28,8003,150,ASPH-E,MED,75,105,250,,G,ALL/ALL/0800-1800,ALL,ALL,0800-1800
LCQ,AIRPORT,Y-L,05/23,4000,75,ASPH-E,MED,,,,,G,ALL/ALL/0800-1800,ALL,ALL,0800-1800
LAL,AIRPORT,Y,05/23,5000,150,ASPH-F,HIGH,94,150,,,G,ALL/ALL/ALL,ALL,ALL,ALL
LAL,AIRPORT,Y,08/26,2208,60,TURF-F,,,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
LAL,AIRPORT,Y,10/28,8500,150,ASPH-E,HIGH,50,250,550,1120,G,ALL/ALL/ALL,ALL,ALL,ALL
MKY,AIRPORT,Y-L,17/35,5000,100,ASPH-G,MED,75,108,,,F,ALL/ALL/0700-1900,ALL,ALL,0700-1900
MLB,AIRPORT,Y-L,09L/27R,6000,150,ASPH-E,MED,60,60,,,G,ALL/ALL/ALL,ALL,ALL,ALL
MLB,AIRPORT,Y-L,05/23,3001,75,ASPH-E,MED,26,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
MLB,AIRPORT,Y-L,09R/27L,10181,150,ASPH-E,HIGH,100,165,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
MIA,AIRPORT,Y-L,09/27,13016,150,ASPH-G,HIGH,130,210,420,850,G,ALL/ALL/ALL,ALL,ALL,ALL
MIA,AIRPORT,Y-L,08L/26R,8600,150,ASPH-G,HIGH,130,210,420,850,G,ALL/ALL/ALL,ALL,ALL,ALL
MIA,AIRPORT,Y-L,08R/26L,10506,200,ASPH-G,HIGH,130,210,420,850,G,ALL/ALL/ALL,ALL,ALL,ALL
MIA,AIRPORT,Y-L,12/30,9360,150,ASPH-G,HIGH,130,210,420,850,G,ALL/ALL/ALL,ALL,ALL,ALL
APF,AIRPORT,Y-L,NE/SW,1850,100,TURF-G,,,,,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
APF,AIRPORT,Y-L,14/32,5001,100,ASPH-G,MED,,75,,,F,ALL/ALL/0600-2200,ALL,ALL,0600-2200
APF,AIRPORT,Y-L,05/23,6600,150,ASPH-F,MED,,75,,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
EVB,AIRPORT,Y-L,02/20,4000,100,ASPH-P,,55,,,,G,ALL/ALL/0700-2200,ALL,ALL,0700-2200
EVB,AIRPORT,Y-L,07/25,5000,75,ASPH-G,MED,55,,,,F,ALL/ALL/0700-2200,ALL,ALL,0700-2200
EVB,AIRPORT,Y-L,11/29,4319,75,ASPH-G,MED,55,,,,F,ALL/ALL/0700-2200,ALL,ALL,0700-2200
ECP,AIRPORT,Y-L,16/34,10000,150,CONC-E,HIGH,100,155,400,750,G,ALL/ALL/ALL,ALL,ALL,ALL
OCF,AIRPORT,Y-L,18/36,7467,150,ASPH-G,HIGH,111,181,328,,F,ALL/ALL/0600-2100,ALL,ALL,0600-2100
OCF,AIRPORT,Y-L,08/26,3009,50,ASPH-G,,30,,,,F,ALL/ALL/0600-2100,ALL,ALL,0600-2100
MCO,AIRPORT,Y-L,17L/35R,9001,150,CONC-G,HIGH,75,210,420,900,G,ALL/ALL/ALL,ALL,ALL,ALL
MCO,AIRPORT,Y-L,17R/35L,10000,150,CONC-G,HIGH,75,210,400,,G,ALL/ALL/ALL,ALL,ALL,ALL
MCO,AIRPORT,Y-L,18L/36R,12005,200,ASPH-CONC-G,HIGH,165,200,400,,G,ALL/ALL/ALL,ALL,ALL,ALL
MCO,AIRPORT,Y-L,18R/36L,12004,200,ASPH-CONC-G,HIGH,100,200,400,,G,ALL/ALL/ALL,ALL,ALL,ALL
2R4,AIRPORT,Y-L,18/36,3701,75,ASPH-G,MED,22,,,,F,ALL/ALL/0700-DUSK,ALL,ALL,0700-DUSK
SRQ,AIRPORT,Y-L,04/22,5006,150,ASPH-G,HIGH,120,219,404,,F,ALL/ALL/ALL,ALL,ALL,ALL
SRQ,AIRPORT,Y-L,14/32,9500,150,ASPH-F,HIGH,118,196,358,,F,ALL/ALL/ALL,ALL,ALL,ALL
RSW,AIRPORT,Y-L,06/24,12000,150,ASPH-F,HIGH,120,250,538,1045,G,ALL/ALL/0700-0100,ALL,ALL,0700-0100
TIX,AIRPORT,Y-L,18/36,7319,150,ASPH-F,HIGH,80,110,190,,F,ALL/ALL/0700-2100,ALL,ALL,0700-2100
TIX,AIRPORT,Y-L,09/27,5000,100,ASPH-E,MED,50,80,,,F,ALL/ALL/0700-2100,ALL,ALL,0700-2100
TLH,AIRPORT,Y-L,09/27,8000,150,ASPH-G,HIGH,115,170,330,,G,ALL/ALL/ALL,ALL,ALL,ALL
TLH,AIRPORT,Y-L,18/36,7000,150,ASPH-P,HIGH,115,170,330,,F,ALL/ALL/ALL,ALL,ALL,ALL
FPR,AIRPORT,Y-L,10R/28L,6492,150,ASPH-F,MED,50,110,230,,G,ALL/ALL/0700-2100,ALL,ALL,0700-2100
FPR,AIRPORT,Y-L,14/32,4755,100,ASPH-E,MED,15,,,,G,ALL/ALL/0700-2100,ALL,ALL,0700-2100
FPR,AIRPORT,Y-L,10L/28R,4000,75,ASPH-G,MED,15,,,,G,ALL/ALL/0700-2100,ALL,ALL,0700-2100
VNC,AIRPORT,Y-L,05/23,5000,150,ASPH-G,MED,75,108,,,G,ALL/ALL/0700-1900,ALL,ALL,0700-1900
VNC,AIRPORT,Y-L,13/31,5640,150,ASPH-G,MED,75,108,,,G,ALL/ALL/0700-1900,ALL,ALL,0700-1900
X60,AIRPORT,Y-L,05/23,6669,100,CONC-G,HIGH,72,95,160,,F,ALL/ALL/0730-1730,ALL,ALL,0730-1730
X60,AIRPORT,Y-L,18/36,2051,60,TURF-F,,,,,,F,ALL/ALL/0730-1730,ALL,ALL,0730-1730
X60,AIRPORT,Y-L,14/32,4979,60,ASPH-G,MED,38,,,,F,ALL/ALL/0730-1730,ALL,ALL,0730-1730
SUA,AIRPORT,Y-L,16/34,5000,100,ASPH-E,,55,90,160,,G,ALL/ALL/0800-2300,ALL,ALL,0800-2300
SUA,AIRPORT,Y-L,07/25,4653,100,ASPH-F,MED,58,95,170,,G,ALL/ALL/0800-2300,ALL,ALL,0800-2300
SUA,AIRPORT,Y-L,12/30,5828,100,ASPH-G,MED,65,105,190,,G,ALL/ALL/0800-2300,ALL,ALL,0800-2300
AHN,AIRPORT,Y,02/20,3995,100,ASPH-F,MED,40,45,,,P,ALL/ALL/0600-2100,ALL,ALL,0600-2100
AHN,AIRPORT,Y,09/27,6122,100,ASPH-E,HIGH,65,125,,,G,ALL/ALL/0600-2100,ALL,ALL,0600-2100
FFC,AIRPORT,Y-L,H1,40,40,ASPH-E,,,,,,,DECEMBER/24/0700-1200,DECEMBER,24,0700-1200
FFC,AIRPORT,Y-L,H1,40,40,ASPH-E,,,,,,,ALL/ALL/0700-2000,ALL,ALL,0700-2000
FFC,AIRPORT,Y-L,H1,40,40,ASPH-E,,,,,,,DECEMBER/25/CLSD,DECEMBER,25,CLSD
FFC,AIRPORT,Y-L,H1,40,40,ASPH-E,,,,,,,NOVEMBER/26/0700-1200,NOVEMBER,26,0700-1200
FFC,AIRPORT,Y-L,13/31,5768,100,ASPH-G,MED,48,60,,,F,DECEMBER/24/0700-1200,DECEMBER,24,0700-1200
FFC,AIRPORT,Y-L,13/31,5768,100,ASPH-G,MED,48,60,,,F,ALL/ALL/0700-2000,ALL,ALL,0700-2000
FFC,AIRPORT,Y-L,13/31,5768,100,ASPH-G,MED,48,60,,,F,DECEMBER/25/CLSD,DECEMBER,25,CLSD
FFC,AIRPORT,Y-L,13/31,5768,100,ASPH-G,MED,48,60,,,F,NOVEMBER/26/0700-1200,NOVEMBER,26,0700-1200
HMP,AIRPORT,Y-L,06/24,5509,100,ASPH-G,MED,30,45,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
AGS,AIRPORT,Y,17/35,8001,150,CONC-G,HIGH,155,160,450,975,G,ALL/ALL/ALL,ALL,ALL,ALL
AGS,AIRPORT,Y,08/26,6002,75,ASPH-E,MED,52,71,126,,G,ALL/ALL/ALL,ALL,ALL,ALL
WDR,AIRPORT,Y-L,05/23,3607,100,ASPH-G,MED,20,,,,G,ALL/SUN/1100-1700,ALL,SUN,1100-1700
WDR,AIRPORT,Y-L,05/23,3607,100,ASPH-G,MED,20,,,,G,ALL/M-F/0900-1800,ALL,M-F,0900-1800
WDR,AIRPORT,Y-L,05/23,3607,100,ASPH-G,MED,20,,,,G,ALL/SAT/0900-1700,ALL,SAT,0900-1700
WDR,AIRPORT,Y-L,13/31,5202,100,ASPH-G,HIGH,20,,,,G,ALL/SUN/1100-1700,ALL,SUN,1100-1700
WDR,AIRPORT,Y-L,13/31,5202,100,ASPH-G,HIGH,20,,,,G,ALL/M-F/0900-1800,ALL,M-F,0900-1800
WDR,AIRPORT,Y-L,13/31,5202,100,ASPH-G,HIGH,20,,,,G,ALL/SAT/0900-1700,ALL,SAT,0900-1700
CNI,AIRPORT,Y-L,05/23,5003,75,ASPH-G,MED,26,,,,G,ALL/ALL/0800-1800,ALL,ALL,0800-1800
RYY,AIRPORT,Y-L,09/27,6295,100,CONC-G,HIGH,,,,,G,ALL/ALL/0600-0000,ALL,ALL,0600-0000
48A,AIRPORT,Y-L,11/29,4400,75,ASPH-G,MED,,,,,G,ALL/MON-SAT/0800-1200,ALL,MON-SAT,0800-1200
48A,AIRPORT,Y-L,05/23,3202,50,ASPH-F,,25,,,,G,ALL/MON-SAT/0800-1200,ALL,MON-SAT,0800-1200
DNL,AIRPORT,Y-L,11/29,3733,100,ASPH-G,MED,30,,,,G,ALL/ALL/0700-DUSK,ALL,ALL,0700-DUSK
DNL,AIRPORT,Y-L,05/23,4002,100,ASPH-G,MED,30,,,,G,ALL/ALL/0700-DUSK,ALL,ALL,0700-DUSK
PDK,AIRPORT,Y-L,03L/21R,3746,150,ASPH-F,MED,20,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
PDK,AIRPORT,Y-L,03R/21L,6001,100,CONC-G,HIGH,46,75,,,G,ALL/ALL/ALL,ALL,ALL,ALL
PDK,AIRPORT,Y-L,16/34,3968,150,ASPH-F,MED,20,,,,F,ALL/ALL/ALL,ALL,ALL,ALL
PDK,AIRPORT,Y-L,H1,56,56,CONC-G,PERI,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
18A,AIRPORT,Y-L,08/26,5000,75,ASPH-G,MED,15,,,,G,UNATNDD,UNATNDD,,
LZU,AIRPORT,Y-L,07/25,6001,100,ASPH-G,HIGH,93,120,,,G,ALL/ALL/ALL,ALL,ALL,ALL
