Loc Id,Facility Type,Runway Id,Length,Width,Surface Type Condition,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Schedule
ADK,AIRPORT,07/25,1104,60,TURF-G,0.0,0.0,0.0,0.0,ALL/ALL/ALL
7AK,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,ALL/MON - FRI/0630-0000
6A8,AIRPORT,18/36,5264,100,ASPH-E,45.0,75.0,0.0,0.0,ALL/MON-FRI/0700-1700
BIG,AIRPORT,H1,30,30,ASPH,0.0,0.0,0.0,0.0,ALL/SAT-SUN/0800-1700
AK15,AIRPORT,H1,90,50,CONC,0.0,0.0,0.0,0.0,UNATNDD
BET,AIRPORT,H1,40,40,CONC-G,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1700
BGQ,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
9A3,AIRPORT,H2,50,50,ASPH,0.0,0.0,0.0,0.0,ATTENDED DURG SKED TRNG
CDB,AIRPORT,H5,1000,60,ASPH,0.0,0.0,0.0,0.0,UNATTND
DLG,AIRPORT,H3,1600,75,ASPH,0.0,0.0,0.0,0.0,ALL/ALL/ALL
GAL,AIRPORT,H1,500,100,ASPH,0.0,0.0,0.0,0.0,ALL/ALL/ALL
EDF,AIRPORT,H3,1600,50,ASPH,0.0,0.0,0.0,0.0,UNATNDD
FAI,AIRPORT,H3,2000,50,ASPH,0.0,0.0,0.0,0.0,ALL/ALL/ALL
FYU,AIRPORT,H5,50,50,ASPH,0.0,0.0,0.0,0.0,UNATNDD
GKN,AIRPORT,H1,20,20,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
GST,AIRPORT,18/36,5495,100,ASPH-G,15.0,0.0,0.0,0.0,ALL/ALL/0800-1700
HNS,AIRPORT,11/29,3400,75,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
HOM,AIRPORT,18L/36R,10001,150,ASPH-F,120.0,250.0,550.0,0.0,UNATNDD
HPB,AIRPORT,18/36,6500,100,ASPH-F,60.0,75.0,140.0,0.0,ALL/ALL/ALL
HLA,AIRPORT,18/36,1800,60,TURF,0.0,0.0,0.0,0.0,ALL/ALL/0700-1700
JNU,AIRPORT,14/32,9618,150,ASPH-CONC-G,75.0,185.0,325.0,0.0,ALL/ALL/0800-1700
ENA,AIRPORT,09/27,3500,50,TURF,0.0,0.0,0.0,0.0,ALL/MON-SAT/0800-1800
KTN,AIRPORT,H1,40,40,PFC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
KVC,AIRPORT,12/30,6694,150,ASPH-E,59.0,98.0,160.0,0.0,ALL/ALL/0800-1700
ADQ,AIRPORT,07/25,2250,100,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
FBK,AIRPORT,09/27,5400,100,ASPH-E,30.0,0.0,0.0,0.0,UNATNDD
MLY,AIRPORT,05/23,3998,150,ASPH,0.0,0.0,0.0,0.0,UNATNDD
MCG,AIRPORT,H1,60,60,CONC,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1600
CDV,AIRPORT,04/22,6498,150,ASPH-E,120.0,250.0,450.0,972.0,UNATNDD
MRI,AIRPORT,12/30,4000,100,ASPH-F,15.0,0.0,0.0,0.0,ALL/ALL/ALL
ENN,AIRPORT,17/35,1950,35,DIRT,0.0,0.0,0.0,0.0,ALL/MON-FRI/0730-1600
OME,AIRPORT,H1,30,30,GRAVEL,0.0,0.0,0.0,0.0,ALL/ALL/ALL
NUL,AIRPORT,H1,100,100,CONC-E,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1700
PSG,AIRPORT,17/35,2500,75,DIRT,0.0,0.0,0.0,0.0,ALL/SUN/ON CALL
TAL,AIRPORT,E/W,3600,60,DIRT,0.0,0.0,0.0,0.0,ALL/MON-FRI/0730-1700
SDP,AIRPORT,08/26,2436,24,ASPH-G,0.0,0.0,0.0,0.0,UNATNDD
SIT,AIRPORT,H2,40,50,ASPH-CONC,0.0,0.0,0.0,0.0,ALL/MON-FRI/0700-1800
SXQ,AIRPORT,06/24,2700,65,DIRT,0.0,0.0,0.0,0.0,UNATNDD
PBV,AIRPORT,01/19,6250,100,ASPH-G,30.0,50.0,0.0,0.0,ALL/ALL/ALL
SNP,AIRPORT,H1,50,50,CONC-G,0.0,0.0,0.0,0.0,UNATTND
ANC,AIRPORT,H3,60,60,CONC,0.0,0.0,0.0,0.0,UNATNDD
6K8,AIRPORT,12L/30R,9300,150,CONC-G,75.0,210.0,590.0,850.0,ALL/MON-SAT/0800-1700
UBW,AIRPORT,03/21,2500,45,DIRT,0.0,0.0,0.0,0.0,UNATNDD
DUT,AIRPORT,H1,120,120,ASPH,0.0,0.0,0.0,0.0,UNATNDD
VDZ,AIRPORT,12/30,6007,100,ASPH-G,33.0,0.0,0.0,0.0,UNATNDD
PAQ,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
BRW,AIRPORT,H1,50,50,CONC-G,0.0,0.0,0.0,0.0,ALL/ALL/DALGT
WRG,AIRPORT,H1,60,60,CONC,0.0,0.0,0.0,0.0,ALL/MON-SAT/0800-1700
YAK,AIRPORT,02/20,2900,50,DIRT,0.0,0.0,0.0,0.0,UNATNDD
BHM,AIRPORT,H2,60,60,CONC,0.0,0.0,0.0,0.0,UNATNDD
DHN,AIRPORT,03/21,6095,75,ASPH-G,50.0,75.0,135.0,0.0,ALL/ALL/ALL
EDN,AIRPORT,H2,40,40,ASPH,0.0,0.0,0.0,0.0,ALL/ALL/0800-1800
BFM,AIRPORT,17/35,3100,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
EET,AIRPORT,16/34,2900,125,TURF-E,0.0,0.0,0.0,0.0,UNATNDD
LIT,AIRPORT,H1,145,75,ASPH,0.0,0.0,0.0,0.0,UNATNDD
FYV,AIRPORT,18/36,2500,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
FSM,AIRPORT,18/36,6015,100,ASPH-G,75.0,150.0,200.0,300.0,ALL/ALL/ALL
JBR,AIRPORT,H1,65,65,CONC,0.0,0.0,0.0,0.0,UNATNDD
HOT,AIRPORT,08/26,2840,60,ASPH-TRTD,0.0,0.0,0.0,0.0,ALL/MON-SAT/0800-1700
SGT,AIRPORT,16/34,5000,75,ASPH-G,12.0,0.0,0.0,0.0,UNATNDD
TXK,AIRPORT,15/33,1032,40,TURF,0.0,0.0,0.0,0.0,UNATNDD
P20,AIRPORT,16/34,2600,60,DIRT-G,0.0,0.0,0.0,0.0,ALL/ALL/0800-1700
P52,AIRPORT,11/29,3000,40,DIRT,0.0,0.0,0.0,0.0,ALL/MON-SAT/0800-1700
DMA,AIRPORT,08/26,6386,150,ASPH-G,0.0,0.0,0.0,0.0,ALL/ALL/ALL
FFZ,AIRPORT,12/30,3011,75,ASPH-G,19.0,0.0,0.0,0.0,UNATNDD
FLG,AIRPORT,03R/21L,10995,150,CONC,0.0,0.0,0.0,0.0,ALL/ALL/DAWN-DUSK
GEU,AIRPORT,16/34,3000,40,ASPH,0.0,0.0,0.0,0.0,UNATNDD
88AZ,AIRPORT,16/34,3700,50,ASPH-F,12.0,0.0,0.0,0.0,MAY-OCT/ALL/0700-1900
IGM,AIRPORT,17/35,1300,60,DIRT,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1530
HII,AIRPORT,H1,42,42,CONC,0.0,0.0,0.0,0.0,ALL/ALL/DALGT
IFP,AIRPORT,H1,64,56,CONC,0.0,0.0,0.0,0.0,ALL/MON-FRI/DAWN-1900
AVQ,AIRPORT,H1,66,66,ASPH,0.0,0.0,0.0,0.0,UNATNDD
OLS,AIRPORT,07/25,5300,90,DIRT-F,0.0,0.0,0.0,0.0,UNATNDD
PGA,AIRPORT,06/24,3260,40,ASPH-G,4.0,0.0,0.0,0.0,UNATNDD
PAN,AIRPORT,05W/23W,3000,60,WATER-G,0.0,0.0,0.0,0.0,ALL/ALL/0700-2100
DVT,AIRPORT,H1,100,100,ASPH,0.0,0.0,0.0,0.0,ALL/ALL/ALL
GYR,AIRPORT,H1,44,44,CONC,0.0,0.0,0.0,0.0,UNATNDD
IWA,AIRPORT,H1,55,55,PSP,0.0,0.0,0.0,0.0,ALL/ALL/0700-2100
PHX,AIRPORT,H1,45,45,CONC,0.0,0.0,0.0,0.0,UNATNDD
MZJ,AIRPORT,14/32,2980,60,ASPH-F,12.0,0.0,0.0,0.0,ALL/ALL/ALL
PRC,AIRPORT,05/23,1498,30,DIRT-F,0.0,0.0,0.0,0.0,ALL/SUN/2200-0200Z++
RYN,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,UNATNDD
SAD,AIRPORT,H1,100,60,TURF,0.0,0.0,0.0,0.0,ALL/ALL/0800-1700
P13,AIRPORT,H1,15,15,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
SDL,AIRPORT,16/34,1900,75,TURF,0.0,0.0,0.0,0.0,ALL/ALL/DALGT
SEZ,AIRPORT,N/S,2500,50,GRVL-TRTD,0.0,0.0,0.0,0.0,UNATNDD
FHU,AIRPORT,H3,20,20,ASPH-CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
JTC,AIRPORT,H1,50,30,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
TUS,AIRPORT,17/35,3488,50,ASPH,0.0,0.0,0.0,0.0,UNATNDD
E25,AIRPORT,H1,66,65,CONC,0.0,0.0,0.0,0.0,UNATNDD
INW,AIRPORT,H5,20,20,ASPH-G,0.0,0.0,0.0,0.0,UNATNDD
NYL,AIRPORT,04R/22L,7999,200,ASPH-CONC,0.0,0.0,0.0,0.0,UNATNDD
APV,AIRPORT,H1,50,50,ASPH,0.0,0.0,0.0,0.0,DEC-APR/ALL/0800-1730
AUN,AIRPORT,H1,25,25,CONC,0.0,0.0,0.0,0.0,UNATNDD
DAG,AIRPORT,06R/24L,10885,150,CONC-G,175.0,225.0,400.0,900.0,UNATNDD
L35,AIRPORT,H1,40,30,CONC,0.0,0.0,0.0,0.0,ALL/ALL/0900-1700
BUR,AIRPORT,08/26,3305,60,ASPH-F,12.0,0.0,0.0,0.0,UNATNDD
C83,AIRPORT,12/30,12503,200,ASPH-E,120.0,150.0,450.0,0.0,UNATNDD
ACV,AIRPORT,14R/32L,8121,200,ASPH,0.0,0.0,0.0,0.0,ALL/ALL/ALL
CMA,AIRPORT,H1,45,45,CONC,0.0,0.0,0.0,0.0,UNATNDD
MER,AIRPORT,03/21,2100,75,DIRT,0.0,0.0,0.0,0.0,ALL/ALL/ALL
STS,AIRPORT,10R/28L,6213,150,ASPH-G,75.0,210.0,500.0,900.0,UNATNDD
CIC,AIRPORT,H1,34,34,CONC-G,0.0,0.0,0.0,0.0,ALL/ALL/ALL
CNO,AIRPORT,H1,75,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
O22,AIRPORT,H1,568,410,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
FAT,AIRPORT,H1,60,60,ASPH-G,0.0,0.0,0.0,0.0,UNATNDD
FUL,AIRPORT,06/24,3190,50,ASPH-P,0.0,0.0,0.0,0.0,UNATNDD
WJF,AIRPORT,08/26,3600,50,ASPH-F,0.0,0.0,0.0,0.0,UNATNDD
HAF,AIRPORT,16/34,10599,150,CONC-G,155.0,300.0,500.0,0.0,UNATNDD
HMT,AIRPORT,H1,30,30,ASPH-CONC,0.0,0.0,0.0,0.0,ALL/ALL/0600-2100
CEC,AIRPORT,H1,150,100,ASPH,0.0,0.0,0.0,0.0,UNATNDD
TRM,AIRPORT,01L/19R,7650,200,ASPH-G,75.0,200.0,400.0,877.0,UNATNDD
SNA,AIRPORT,07/25,2500,100,ASPH-G,12.0,12.0,0.0,0.0,UNATNDD
TVL,AIRPORT,H1,60,60,ASPH-E,0.0,0.0,0.0,0.0,ALL/ALL/ALL
NLC,AIRPORT,06/24,2300,40,TURF,0.0,0.0,0.0,0.0,UNATNDD
LHM,AIRPORT,H1,100,100,ASPH,19.0,0.0,0.0,0.0,UNATNDD
LVK,AIRPORT,11W/29W,10000,2400,WATER,0.0,0.0,0.0,0.0,UNATNDD
LGB,AIRPORT,H1,52,48,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
SLI,AIRPORT,15/33,2380,30,ASPH-F,0.0,0.0,0.0,0.0,UNATNDD
LAX,AIRPORT,08/26,2490,40,ASPH-F,8.0,0.0,0.0,0.0,IREG
RIV,AIRPORT,14/32,2600,60,ASPH,0.0,0.0,0.0,0.0,UNATNDD
MCC,AIRPORT,16/34,4600,50,ASPH-G,12.0,0.0,0.0,0.0,UNATNDD
CRQ,AIRPORT,H1,120,120,ASPH-G,0.0,0.0,0.0,0.0,UNATNDD
BFL,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
MCE,AIRPORT,H1,48,48,CONC-G,0.0,0.0,0.0,0.0,UNATNDD
OAK,AIRPORT,H1,24,24,CONC,0.0,0.0,0.0,0.0,UNATNDD
MOD,AIRPORT,17/35,5910,60,ASPH-F,0.0,0.0,0.0,0.0,UNATNDD
NUQ,AIRPORT,H1,52,52,ASPH-G,0.0,0.0,0.0,0.0,UNATNDD
MRY,AIRPORT,13/31,3901,75,ASPH-G,12.0,0.0,0.0,0.0,ALL/ALL/ALL
APC,AIRPORT,10/28,8015,150,PSP,80.0,180.0,320.0,850.0,NOV-MAR/ALL/0700-1800
EED,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,UNATNDD
SJC,AIRPORT,02/20,4700,75,ASPH-G,30.0,0.0,0.0,0.0,No Information
ONT,AIRPORT,17/35,13052,150,ASPH-CONC-G,60.0,200.0,400.0,850.0,UNATNDD
OXR,AIRPORT,H1,100,100,ASPH,0.0,0.0,0.0,0.0,UNATNDD
PMD,AIRPORT,14/32,5000,60,ASPH-G,12.0,0.0,0.0,0.0,ALL/MON-FRI/0730-1530
PSP,AIRPORT,H1,54,54,CONC,0.0,0.0,0.0,0.0,UNATNDD
PRB,AIRPORT,H1,75,75,CONC,0.0,0.0,0.0,0.0,UNATNDD
PVF,AIRPORT,07/25,2640,100,DIRT,0.0,0.0,0.0,0.0,UNATNDD
PTV,AIRPORT,02/20,2500,50,DIRT,0.0,0.0,0.0,0.0,UNATNDD
RBL,AIRPORT,07/25,2600,35,TURF,0.0,0.0,0.0,0.0,UNATNDD
RDD,AIRPORT,H1,100,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
O32,AIRPORT,10/28,1800,75,GRVL,0.0,0.0,0.0,0.0,ALL/ALL/0600-2200
FOT,AIRPORT,12/30,3200,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
SAC,AIRPORT,08/26,3000,40,GRAVEL,0.0,0.0,0.0,0.0,UNATNDD
SMF,AIRPORT,H1,36,36,WOOD,0.0,0.0,0.0,0.0,UNATNDD
MHR,AIRPORT,H1,20,20,DIRT,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-SS
SNS,AIRPORT,11/29,5399,75,ASPH-G,26.0,26.0,0.0,0.0,UNATNDD
SBD,AIRPORT,H1,22,22,CONC,0.0,0.0,0.0,0.0,UNATNDD
SAN,AIRPORT,17/35,2400,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
SFO,AIRPORT,H1,100,100,GRAVEL,0.0,0.0,0.0,0.0,UNATNDD
EMT,AIRPORT,04/22,2880,40,ASPH-F,0.0,0.0,0.0,0.0,UNATNDD
SBP,AIRPORT,H1,80,40,CONC-G,0.0,0.0,0.0,0.0,ALL/ALL/0800-2400
SBA,AIRPORT,15G/33G,5001,200,TURF-F,0.0,0.0,0.0,0.0,ALL/MON-FRI/0830-DUSK
SMX,AIRPORT,H1,40,40,CONC-F,0.0,0.0,0.0,0.0,IREG
MIT,AIRPORT,04/22,2500,40,GRVL-DIRT,0.0,0.0,0.0,0.0,ALL/ALL/0630-2230
SIY,AIRPORT,H1,48,48,ROOF-TOP,0.0,0.0,0.0,0.0,UNATNDD
SCK,AIRPORT,17/35,2640,20,ASPH,0.0,0.0,0.0,0.0,ALL/ALL/0600-1800
TRK,AIRPORT,H1,150,100,CONC,0.0,0.0,0.0,0.0,IREG
UKI,AIRPORT,08/26,1000,40,TURF,0.0,0.0,0.0,0.0,UNTNDD
VNY,AIRPORT,18/36,2600,75,TURF-DIRT-G,0.0,0.0,0.0,0.0,UNATNDD
WVI,AIRPORT,14/32,2400,65,TURF-DIRT-G,0.0,0.0,0.0,0.0,ALL/SAT-SUN/ALL
WHP,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,UNATNDD
TOA,AIRPORT,16/34,2640,80,GRVL,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1600
ASE,AIRPORT,17/35,2600,33,GRVL-F,0.0,0.0,0.0,0.0,UNATNDD
APA,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
COS,AIRPORT,H1,100,100,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
CEZ,AIRPORT,E/W,2600,50,GRVL-DIRT,0.0,0.0,0.0,0.0,ALL/ALL/ALL
DRO,AIRPORT,08/26,2300,50,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
EGE,AIRPORT,H1,20,20,GRVL,0.0,0.0,0.0,0.0,UNATNDD
FMM,AIRPORT,H1,57,57,CONC,0.0,0.0,0.0,0.0,UNATNDD
1V6,AIRPORT,14/32,5250,55,TURF,0.0,0.0,0.0,0.0,UNATNDD
GNB,AIRPORT,H1,100,100,TURF,0.0,0.0,0.0,0.0,ALL/MON-FRI/0630-1930
GJT,AIRPORT,H1,84,84,CONC-G,0.0,0.0,0.0,0.0,ALL/MON-FRI/0600-2300
MVI,AIRPORT,H1,45,45,DECK,0.0,0.0,0.0,0.0,UNATNDD
MTJ,AIRPORT,16/34,1800,24,ASPH,0.0,0.0,0.0,0.0,UNATNDD
FNL,AIRPORT,16W/34W,4500,1000,WATER,0.0,0.0,0.0,0.0,ALL/FRI/1300-2300Z
PUB,AIRPORT,15W/33W,2900,100,WATER,0.0,0.0,0.0,0.0,ALL/ALL/ALL
RIL,AIRPORT,N/S,2000,200,TURF,0.0,0.0,0.0,0.0,ALL/SUN/2300-0300Z++
BJC,AIRPORT,H1,90,75,ASPH,0.0,0.0,0.0,0.0,UNATNDD
ALS,AIRPORT,H1,30,30,ASPH-G,0.0,0.0,0.0,0.0,UNATNDD
SBS,AIRPORT,02/20,1600,250,TURF-G,0.0,0.0,0.0,0.0,ALL/ALL/0800-1700
HDN,AIRPORT,H1,70,70,CONC-G,0.0,0.0,0.0,0.0,UNATNDD
BDL,AIRPORT,H1,300,60,ASPH,0.0,0.0,0.0,0.0,ALL/ALL/ALL
BDR,AIRPORT,H1,60,60,CONC,0.0,0.0,0.0,0.0,APR-SEP/ALL/DALGT
GON,AIRPORT,09/27,3100,140,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
HEF,AIRPORT,08/26,3200,100,ASPH,0.0,0.0,0.0,0.0,UNATNDD
IAD,AIRPORT,N/S,2200,50,TRTD,0.0,0.0,0.0,0.0,ALL/ALL/ALL
X21,AIRPORT,12/30,6001,100,ASPH-G,0.0,60.0,0.0,0.0,UNATNDD
BOW,AIRPORT,H1,25,25,CONC,0.0,0.0,0.0,0.0,NOVEMBER/26/0700-1200
CEW,AIRPORT,E/W,1800,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
BCT,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,ALL/ALL/0800-1700
BKV,AIRPORT,06/24,2726,400,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
VQQ,AIRPORT,18/36,2640,300,TURF,0.0,0.0,0.0,0.0,ALL/ALL/0900-1700
CLW,AIRPORT,05/23,5000,240,ASPH-P,0.0,0.0,0.0,0.0,IREG
ORL,AIRPORT,H1,58,58,CONC,0.0,0.0,0.0,0.0,UNATNDD
FXE,AIRPORT,H12,50,50,GRVL,0.0,0.0,0.0,0.0,ON CALL
FLL,AIRPORT,H13,40,40,ASPH-GRVL,0.0,0.0,0.0,0.0,UNATNDD
CRG,AIRPORT,18/36,1800,100,TURF,0.0,0.0,0.0,0.0,ALL/SAT-SUN/0900-1700
JAX,AIRPORT,09/27,3500,100,TURF,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1900
EYW,AIRPORT,18/36,9600,150,CONC,0.0,0.0,0.0,0.0,ALL/ALL/0800-1700
ISM,AIRPORT,05/23,8001,200,ASPH-G,0.0,0.0,0.0,0.0,UNATNDD
LCQ,AIRPORT,11/29,3000,100,TURF,0.0,0.0,0.0,0.0,ALL/FRI/1300-0000Z
LAL,AIRPORT,H1,48,48,CONC,0.0,0.0,0.0,0.0,UNATTENDED
MKY,AIRPORT,18/36,3701,75,ASPH-G,22.0,0.0,0.0,0.0,ALL/MON-SAT/0800-1700
MLB,AIRPORT,12W/30W,4000,200,WATER,0.0,0.0,0.0,0.0,ALL/ALL/ALL
MIA,AIRPORT,H1,20,20,CONC,0.0,0.0,0.0,0.0,UNATNDD
APF,AIRPORT,07W/25W,5000,100,WATER,0.0,0.0,0.0,0.0,ALL/ALL/0700-1700
EVB,AIRPORT,09/27,3365,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
ECP,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
OCF,AIRPORT,H1,71,71,CONC,0.0,0.0,0.0,0.0,UNATNDD
MCO,AIRPORT,10/28,2000,100,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
2R4,AIRPORT,13/31,4625,100,ASPH-F,35.0,60.0,0.0,0.0,UNATNDD
SRQ,AIRPORT,03/21,2332,50,TURF,0.0,0.0,0.0,0.0,ALL/ALL/0800-1700
RSW,AIRPORT,16/34,3150,120,TURF,0.0,0.0,0.0,0.0,IREG
TIX,AIRPORT,16/34,4950,75,ASPH-P,0.0,0.0,0.0,0.0,UNATNDD
TLH,AIRPORT,01/19,520,87,TURF,0.0,0.0,0.0,0.0,UNATNDD
FPR,AIRPORT,07/25,4653,100,ASPH-F,58.0,95.0,170.0,0.0,ALL/ALL/0800-DUSK
VNC,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,UNATNDD
X60,AIRPORT,18/36,2000,120,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
SUA,AIRPORT,18/36,5022,90,ASPH,35.0,78.0,0.0,0.0,ALL/ALL/ALL
AHN,AIRPORT,14/32,4300,75,ASPH-G,30.0,0.0,0.0,0.0,UNATNDD
FFC,AIRPORT,H1,44,44,CONC,0.0,0.0,0.0,0.0,IREG
HMP,AIRPORT,H1,100,100,CONC-G,0.0,0.0,0.0,0.0,UNATNDD
AGS,AIRPORT,H1,550,150,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
WDR,AIRPORT,H1,40,40,ASPH,0.0,0.0,0.0,0.0,ALL/ALL/0800-1700
CNI,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
RYY,AIRPORT,10/28,4693,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
48A,AIRPORT,H1,40,40,ASPH,0.0,0.0,0.0,0.0,ALL/ALL/ALL
DNL,AIRPORT,H1,62,40,CONC,0.0,0.0,0.0,0.0,IREG
PDK,AIRPORT,H1,85,85,CONC-F,0.0,0.0,0.0,0.0,UNATNDD
18A,AIRPORT,NE/SW,2400,100,TURF,0.0,0.0,0.0,0.0,ALL/SUN/0900-1700
LZU,AIRPORT,07/25,3000,40,CONC,0.0,0.0,0.0,0.0,ALL/ALL/0600-2200
AZE,AIRPORT,05/23,700,60,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
09J,AIRPORT,17/35,3200,80,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
JZP,AIRPORT,17/35,2000,80,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
SAV,AIRPORT,13/31,6499,100,ASPH-G,75.0,100.0,100.0,0.0,UNATNDD
OPN,AIRPORT,16/34,3878,75,ASPH-F,12.0,0.0,0.0,0.0,UNATNDD
