flight_numbers,reg_owner_name,model,type_aircraft,manufacturing_name,exp_date,eng_type,date_change_authorized,type_registration,dealer,mode_S_code_16,fractional_owner,street,city,county,country,state,zip_code,type_certificate_data_sheet,engine_manufacturer,engine_model,awdate,type_certificate_holder,classification,category,exception_code,status,serial_number,pending_number_change,certificate_issue_date,mfr_year,mode_S_code_8
N719HT,U S LEASECO INC,CH-54B,Rotorcraft,SIKORSKY,08/31/2028,Turbo-shaft,None,Non Citizen Corporation,No,A99E3D,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,P & W,JFTD12A SER,03/11/2005,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,69-18469,None,08/02/2021,None,52317075
N721HT,U S LEASECO INC,CH-54B,Rotorcraft,SIKORSKY,06/30/2029,Turbo-shaft,None,Corporation,No,A9A804,NO,14497 KEIL RD NE,AURORA,MARION,UNITED STATES,OREGON,97002-9467,None,P & W,JFTD12A-5A,08/30/2019,None,Restricted,"Other, Forest",No,Valid,69-18466,None,06/01/2016,1969,52324004
N793HT,U S LEASECO INC,CH-54A,Rotorcraft,HELICOPTER TRANSPORT SVC LLC,02/28/2030,Turbo-shaft,None,Non Citizen Corporation,No,AAC3EB,NO,14497 KEIL RD NE,AURORA,MARION,UNITED STATES,OREGON,97002-9467,None,P & W,JFTD12A-4A,07/01/2010,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,67-18427,None,04/24/2008,1967,52541753
N795HT,U S LEASECO INC,CH-54A,Rotorcraft,EVERGREEN HELICOPTERS INC,05/31/2027,Turbo-shaft,None,Non Citizen Corporation,No,AACB59,NO,14497 KEIL ROAD NE,AURORA,MARION,UNITED STATES,OREGON,97002,None,P & W,JFTD12A-4A,05/27/2010,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,6818458,None,05/04/2010,1968,52545531
N47CU,UC HELITANKER 1 LLC,CH-47D,Rotorcraft,BOEING,09/30/2029,Turbo-shaft,None,LLC,No,A5BF06,NO,45 E HUNTINGTON DR STE B,ARCADIA,LOS ANGELES,UNITED STATES,CALIFORNIA,91006-7078,None,HONEYWELL,T55-GA-714A,09/01/2019,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,92-0299,None,09/03/2019,1992,51337406
N49CU,UC HELITANKER 1 LLC,CH-47D,Rotorcraft,BOEING,04/30/2027,Turbo-shaft,None,LLC,No,A60E04,NO,680 S LEMON AVE STE A,CITY OF INDUSTRY,LOS ANGELES,UNITED STATES,CALIFORNIA,91789-2934,None,HONEYWELL,T55-GA-714A,10/14/2019,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,93-0934,None,04/06/2020,1993,51407004
N40CU,UC HELITANKER 1 LLC,CH-47D,Rotorcraft,BOEING,07/31/2029,Turbo-shaft,None,LLC,No,A4AA8D,NO,45 E HUNTINGTON DR STE B,ARCADIA,LOS ANGELES,UNITED STATES,CALIFORNIA,91006-7078,None,HONEYWELL,T55-GA-714A,06/29/2020,None,Experimental,"Exhibition, Research and Development",No,Valid,89-0169,None,07/31/2019,1989,51125215
N60CU,UC HELITANKER 1 LLC,UH-60A,Rotorcraft,SIKORSKY,04/30/2027,Turbo-shaft,None,LLC,No,A7C52B,NO,680 S LEMON AVE STE A,CITY OF INDUSTRY,LOS ANGELES,UNITED STATES,CALIFORNIA,91789-2934,None,GE,T700-GE-700,08/06/2019,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,80-23499,None,04/13/2020,1980,51742453
N160CD,UC HELITANKER 1 LLC,UH-60A,Rotorcraft,SIKORSKY,11/30/2029,Turbo-shaft,None,LLC,No,A0F1E4,NO,45 E HUNTINGTON DR STE B,ARCADIA,LOS ANGELES,UNITED STATES,CALIFORNIA,91006-7078,None,GE,T700-GE-700,02/12/2019,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,80-23507,None,11/21/2019,1980,50170744
N1217F,UNITED STATES DEPARTMENT OF INTERIOR,A185F,Fixed Wing Single-Engine,CESSNA,12/31/2027,Reciprocating,None,Government,No,A05ABC,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,03/23/2005,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,18502779,None,07/23/1976,1975,50055274
N21HY,UNITED STATES DEPARTMENT OF INTERIOR,A-1B,Fixed Wing Single-Engine,AVIAT AIRCRAFT INC,08/31/2027,Reciprocating,None,Government,No,A1B7EF,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O&VO-360 SER,09/03/1998,None,Standard,Normal,No,Valid,2002,None,06/09/1999,1998,50333757
N32PX,UNITED STATES DEPARTMENT OF INTERIOR,U206F,Fixed Wing Single-Engine,CESSNA,01/31/2030,Reciprocating,None,Government,No,A36D52,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,05/27/1976,None,Standard,Normal,No,Valid,U20603343,None,03/26/1985,1976,50666522
N33PP,UNITED STATES DEPARTMENT OF INTERIOR,206L-3,Rotorcraft,BELL,03/31/2029,Turbo-shaft,None,Government,No,A394C9,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,H2SW,ALLISON,250-C30 SER,04/29/1983,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,51051,None,12/17/1990,1983,50712311
N3874Z,UNITED STATES DEPARTMENT OF INTERIOR,PA-18A 150,Fixed Wing Single-Engine,PIPER,12/31/2028,Reciprocating,None,Government,No,A47847,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,0-320 SERIES,08/02/2004,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,18-7734,None,11/17/1994,1961,51074107
N56581,UNITED STATES DEPARTMENT OF INTERIOR,A185F,Fixed Wing Single-Engine,CESSNA,03/31/2028,Reciprocating,None,Government,No,A73D07,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,08/03/2011,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,18502907,None,08/03/1993,1975,51636407
N612BR,UNITED STATES DEPARTMENT OF INTERIOR,206B,Rotorcraft,BELL,05/31/2027,Turbo-shaft,None,Government,No,A7F655,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,H2SW,ALLISON,250 SER 400HP,05/29/1975,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,1725,None,05/03/1985,1975,51773125
N618,UNITED STATES DEPARTMENT OF INTERIOR,B200,Fixed Wing Multi-Engine,BEECH,12/31/2028,Turbo-prop,None,Government,No,A80C75,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,P&W CANADA,PT6A-60A,08/02/1990,None,Standard,Normal,No,Valid,BB-1378,None,11/06/1995,1990,52006165
N626,UNITED STATES DEPARTMENT OF INTERIOR,206L-3,Rotorcraft,BELL,12/31/2028,Turbo-shaft,None,Government,No,A82C86,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,H2SW,ALLISON,250-C30 SER,05/01/1985,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,51139,None,11/12/1985,1985,52026206
N701,UNITED STATES DEPARTMENT OF INTERIOR,P.68 OBSERVER 2,Fixed Wing Multi-Engine,PARTENAVIA SPA,08/31/2028,Turbo-prop,None,Government,No,A95844,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,TSIO-360SER,07/18/1997,None,Standard,Normal,No,Valid,390-03-0B2,None,10/19/1998,1990,52254104
N714,UNITED STATES DEPARTMENT OF INTERIOR,A185F,Fixed Wing Single-Engine,CESSNA,05/31/2028,Reciprocating,None,Government,No,A98AE8,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,04/04/1975,None,Standard,Normal,No,Valid,18502711,None,09/26/1975,1975,52305350
N727,UNITED STATES DEPARTMENT OF INTERIOR,A185F,Fixed Wing Single-Engine,CESSNA,10/31/2029,Reciprocating,None,Government,No,A9BD8C,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,11/28/1990,None,Standard-Restricted,"Forest, Aerial Advertising, Agriculture and Pest Control",No,Valid,18504371,None,03/19/1983,1982,52336614
N728,UNITED STATES DEPARTMENT OF INTERIOR,U206G,Fixed Wing Single-Engine,CESSNA,02/29/2028,Reciprocating,None,Government,No,A9C143,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO-550 SERIES,09/01/2002,None,Standard,Normal,No,Valid,U20606877,None,08/26/2002,1985,52340503
N735HB,UNITED STATES DEPARTMENT OF INTERIOR,A185F,Fixed Wing Single-Engine,CESSNA,12/31/2028,Reciprocating,None,Government,No,A9DE4F,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,08/03/2011,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,18504448,None,11/04/1985,1985,52357117
N740,UNITED STATES DEPARTMENT OF INTERIOR,U206G,Fixed Wing Single-Engine,CESSNA,04/30/2030,Reciprocating,None,Government,No,A9F289,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,04/17/1980,None,Standard,Normal,No,Valid,U20605724,None,04/07/1993,1980,52371211
N749,UNITED STATES DEPARTMENT OF INTERIOR,A185F,Fixed Wing Single-Engine,CESSNA,03/31/2028,Reciprocating,None,Government,No,AA13F8,NO,C/O NBC AVIATION MANAGEMENT,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO-520-D,10/03/2014,None,Restricted,Other,No,Valid,18504354,None,08/06/1984,1982,52411770
N757,UNITED STATES DEPARTMENT OF INTERIOR,A185F,Fixed Wing Single-Engine,CESSNA,02/28/2029,Reciprocating,None,Government,No,AA3409,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,07/20/1981,None,Standard,Normal,No,Valid,18504306,None,12/11/1981,1981,52432011
N763,UNITED STATES DEPARTMENT OF INTERIOR,U206G,Fixed Wing Single-Engine,CESSNA,02/28/2030,Reciprocating,None,Government,No,AA4CAC,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,02/27/1992,None,Restricted,Forest,No,Valid,U20606943,None,04/23/1992,1986,52446254
N7875D,UNITED STATES DEPARTMENT OF INTERIOR,PA-18-150,Fixed Wing Single-Engine,PIPER,04/30/2030,Reciprocating,None,Government,No,AAAD92,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,0-320 SERIES,04/03/1998,None,Standard,Normal,No,Valid,18-6030,None,04/01/1994,1957,52526622
N9395N,UNITED STATES DEPARTMENT OF INTERIOR,A185F,Fixed Wing Single-Engine,CESSNA,12/31/2027,Reciprocating,None,Government,No,AD0A2C,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,10/30/1981,None,Standard,Normal,No,Valid,18504347,None,07/13/1983,1981,53205054
N9623R,UNITED STATES DEPARTMENT OF INTERIOR,U206G,Fixed Wing Single-Engine,CESSNA,09/30/2028,Reciprocating,None,Government,No,AD6665,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,09/11/1987,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,U20606906,None,10/02/1986,1985,53263145
N9987N,UNITED STATES DEPARTMENT OF INTERIOR,A185F,Fixed Wing Single-Engine,CESSNA,08/31/2027,Reciprocating,None,Government,No,ADF3B5,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,04/03/1998,None,Standard,Normal,No,Valid,18504379,None,06/27/1983,1982,53371665
N21HY,UNITED STATES DEPARTMENT OF INTERIOR,A-1B,Fixed Wing Single-Engine,AVIAT AIRCRAFT INC,08/31/2027,Reciprocating,None,Government,No,A1B7EF,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O&VO-360 SER,09/03/1998,None,Standard,Normal,No,Valid,2002,None,06/09/1999,1998,50333757
N32PX,UNITED STATES DEPARTMENT OF INTERIOR,U206F,Fixed Wing Single-Engine,CESSNA,01/31/2030,Reciprocating,None,Government,No,A36D52,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,05/27/1976,None,Standard,Normal,No,Valid,U20603343,None,03/26/1985,1976,50666522
N33PP,UNITED STATES DEPARTMENT OF INTERIOR,206L-3,Rotorcraft,BELL,03/31/2029,Turbo-shaft,None,Government,No,A394C9,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,H2SW,ALLISON,250-C30 SER,04/29/1983,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,51051,None,12/17/1990,1983,50712311
N109RS,UNITED STATES DEPARTMENT OF INTERIOR,TU206G,Fixed Wing Single-Engine,CESSNA,11/30/2027,Reciprocating,None,Government,No,A027AB,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,U20606002,None,07/21/1994,None,50023653
N162GC,UNITED STATES DEPARTMENT OF INTERIOR,B200,Fixed Wing Multi-Engine,BEECH,09/30/2027,Turbo-prop,None,Government,No,A0F9B5,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,P&W CANADA,PT6A-60A,04/02/1986,None,Standard,Normal,No,Valid,BB-1238,None,09/12/2017,1985,50174665
N206RW,UNITED STATES DEPARTMENT OF INTERIOR,206B-III,Rotorcraft,BELL,02/29/2028,Turbo-shaft,None,Government,No,A1A9D9,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,H2SW,ALLISON,250-C20 SER,04/09/2001,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,4372,None,08/08/2001,1995,50324731
N242WB,UNITED STATES DEPARTMENT OF INTERIOR,T206H,Fixed Wing Single-Engine,CESSNA,06/30/2029,Reciprocating,None,Government,No,A23963,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,TIO-540-AJ1A,12/27/2011,None,Standard,Normal,No,Valid,T20609037,None,06/09/2016,2011,50434543
N49SJ,UNITED STATES DEPARTMENT OF INTERIOR,DHC-6-300,Fixed Wing Multi-Engine,DEHAVILLAND,10/31/2029,Turbo-prop,None,Government,No,A60F58,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,P&W CANADA,PT6A-34,07/25/2014,None,Restricted,Other,No,Valid,423,None,03/06/1976,1974,51407530
N49SJ,UNITED STATES DEPARTMENT OF INTERIOR,DHC-6-300,Fixed Wing Multi-Engine,DEHAVILLAND,10/31/2029,Turbo-prop,None,Government,No,A60F58,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,P&W CANADA,PT6A-34,07/25/2014,None,Restricted,Other,No,Valid,423,None,03/06/1976,1974,51407530
N702,UNITED STATES DEPT OF THE INTERIOR,KODIAK 100,Fixed Wing Single-Engine,QUEST AIRCRAFT COMPANY LLC,05/31/2028,Turbo-prop,None,Government,No,A95BFB,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,P&W CANADA,PT6A-34,02/16/2010,None,Standard,Normal,No,Valid,100-0035,None,09/09/2010,2010,52255773
N190PE,US DEPARTMENT OF THE INTERIOR,PC-12/45,Fixed Wing Single-Engine,PILATUS FLUGZEUGWERKE AG,02/28/2029,Turbo-prop,None,Government,No,A16975,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,P&W CANADA,PT6A-67B,03/01/2007,None,Standard,Normal,No,Valid,190,None,12/09/2009,1997,50264565
N5143G,US DEPARTMENT OF THE INTERIOR,DHC-2 MK 1,Fixed Wing Single-Engine,DEHAVILLAND,09/30/2028,Reciprocating,None,Government,No,A67313,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,P&W,R-985 SERIES,08/17/2009,None,Standard,Normal,No,Valid,466,None,10/01/2008,1951,51471423
N709M,US DEPARTMENT OF THE INTERIOR,FBA-2C2,Fixed Wing Single-Engine,FOUND ACFT CANADA INC,05/31/2028,Reciprocating,None,Government,No,A97710,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,IO-540-L1C5,09/28/2007,None,Standard,Normal,No,Valid,100,None,09/24/2007,2006,52273420
N716M,US DEPARTMENT OF THE INTERIOR,FBA-2C2,Fixed Wing Single-Engine,FOUND ACFT CANADA INC,04/30/2029,Reciprocating,None,Government,No,A9936A,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,IO-540-L1C5,10/03/2014,None,Restricted,Other,No,Valid,104,None,01/07/2008,2007,52311552
N796,US DEPARTMENT OF THE INTERIOR,FBA-2C1,Fixed Wing Single-Engine,FOUND ACFT CANADA INC,01/31/2030,Reciprocating,None,Government,No,AACE4E,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,IO-540-L1C5,10/03/2014,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,50,None,03/16/2005,2004,52547116
N709M,US DEPARTMENT OF THE INTERIOR,FBA-2C2,Fixed Wing Single-Engine,FOUND ACFT CANADA INC,05/31/2028,Reciprocating,None,Government,No,A97710,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,IO-540-L1C5,09/28/2007,None,Standard,Normal,No,Valid,100,None,09/24/2007,2006,52273420
N716M,US DEPARTMENT OF THE INTERIOR,FBA-2C2,Fixed Wing Single-Engine,FOUND ACFT CANADA INC,04/30/2029,Reciprocating,None,Government,No,A9936A,NO,OFFICE OF AVIATION SERVICES,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,IO-540-L1C5,10/03/2014,None,Restricted,Other,No,Valid,104,None,01/07/2008,2007,52311552
N135L,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,08/31/2029,Reciprocating,None,Government,No,A08EBE,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C1G,01/11/2016,None,Standard,Normal,No,Valid,CC18-0079,None,08/19/2016,2016,50107276
N186L,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,07/31/2028,Reciprocating,None,Government,No,A157F0,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C1G,10/09/2017,None,Standard,Normal,No,Valid,CC18-0086,None,07/18/2018,2017,50253760
N232L,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,08/31/2027,Reciprocating,None,Government,No,A210E8,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C4P,10/03/2014,None,Restricted,Other,No,Valid,CC18-0069,None,08/07/2014,2014,50410350
N278CC,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,04/30/2029,Reciprocating,None,Government,No,A2C469,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C4P,10/03/2014,None,Restricted,Other,No,Valid,CC18-0057,None,04/25/2013,2012,50542151
N287L,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,08/31/2027,Reciprocating,None,Government,No,A2E8F6,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C4P,10/03/2014,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,CC18-0071,None,08/07/2014,2014,50564366
N527CC,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,09/30/2029,Reciprocating,None,Government,No,A6A324,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C4P,10/03/2014,None,Restricted,Other,No,Valid,CC18-0063,None,09/24/2013,2012,51521444
N55PK,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,01/31/2028,Reciprocating,None,Government,No,A6FE61,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C1G,01/08/2020,None,Standard,Normal,No,Valid,CC18-0096,None,01/04/2021,2019,51577141
N567L,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,10/31/2029,Reciprocating,None,Government,No,A741E5,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C1G,01/29/2016,None,Standard,Normal,No,Valid,CC18-0080,None,10/26/2016,2016,51640745
N6352Z,US DEPARTMENT OF THE INTERIOR,TU206G,Fixed Wing Single-Engine,CESSNA,07/31/2029,Reciprocating,None,Government,No,A85305,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,TSIO-520 SER,05/07/1981,None,Standard,Normal,No,Valid,U20606250,None,07/09/2013,1981,52051405
N721NR,US DEPARTMENT OF THE INTERIOR,U206G,Fixed Wing Single-Engine,CESSNA,02/28/2030,Reciprocating,None,Government,No,A9A87F,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,CONT MOTOR,IO 520 SERIES,06/13/1985,None,Standard,Normal,No,Valid,U20606902,None,02/02/2017,1985,52324177
N774JC,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,08/31/2027,Reciprocating,None,Government,No,AA78AE,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C4P,10/03/2014,None,Restricted,Other,No,Valid,CC18-0066,None,08/07/2014,2014,52474256
N135L,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,08/31/2029,Reciprocating,None,Government,No,A08EBE,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C1G,01/11/2016,None,Standard,Normal,No,Valid,CC18-0079,None,08/19/2016,2016,50107276
N186L,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,07/31/2028,Reciprocating,None,Government,No,A157F0,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C1G,10/09/2017,None,Standard,Normal,No,Valid,CC18-0086,None,07/18/2018,2017,50253760
N232L,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,08/31/2027,Reciprocating,None,Government,No,A210E8,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C4P,10/03/2014,None,Restricted,Other,No,Valid,CC18-0069,None,08/07/2014,2014,50410350
N287L,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,08/31/2027,Reciprocating,None,Government,No,A2E8F6,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C4P,10/03/2014,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,CC18-0071,None,08/07/2014,2014,50564366
N55PK,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,01/31/2028,Reciprocating,None,Government,No,A6FE61,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C1G,01/08/2020,None,Standard,Normal,No,Valid,CC18-0096,None,01/04/2021,2019,51577141
N567L,US DEPARTMENT OF THE INTERIOR,CC18-180,Fixed Wing Single-Engine,CUB CRAFTERS INC,10/31/2029,Reciprocating,None,Government,No,A741E5,NO,300 E MALLARD DR STE 200,BOISE,ADA,UNITED STATES,IDAHO,83706-3991,None,LYCOMING,O-360-C1G,01/29/2016,None,Standard,Normal,No,Valid,CC18-0080,None,10/26/2016,2016,51640745
N720HT,US LEASECO INC,CH-54B,Rotorcraft,HELICOPTER TRANSPORT SERVICES,04/30/2028,Turbo-shaft,None,Non Citizen Corporation,No,A9A44D,NO,14497 KEIL RD NE,AURORA,MARION,UNITED STATES,OREGON,97002-9467,None,P & W,JFTD12A SER,07/16/2003,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,69-18463,None,04/12/2018,None,52322115
N722HT,US LEASECO INC,CH-54B,Rotorcraft,HELICOPTER TRANSPORT SERVICES,07/31/2027,Turbo-shaft,None,Non Citizen Corporation,No,A9ABBB,NO,14497 KEIL RD NE,AURORA,MARION,UNITED STATES,OREGON,97002-9467,None,P & W,JFTD12A-5A,07/31/2017,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,69-18468,None,07/26/2017,1969,52325673
N764,USDA FOREST SERVIC FEPP,U206F,Fixed Wing Single-Engine,CESSNA,10/31/2029,Reciprocating,None,Government,No,AA5063,NO,5500 BROAD RIVER RD,COLUMBIA,RICHLAND,UNITED STATES,SOUTH CAROLINA,29212-3543,None,CONT MOTOR,IO 520 SERIES,01/22/1975,None,Standard,Normal,No,Valid,U20602672,None,10/14/2022,1975,52450143
N147Z,USDA FOREST SERVICE,B200GT,Fixed Wing Multi-Engine,TEXTRON AVIATION INC,02/28/2029,Turbo-prop,None,Government,No,A0BEF0,NO,C/O FIRE AND AVIATION,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W CANADA,PT6A-52,06/19/2018,None,Standard,Normal,No,Valid,BY-323,None,02/21/2019,2018,50137360
