flight_numbers,reg_owner_name,model,type_aircraft,manufacturing_name,exp_date,eng_type,date_change_authorized,type_registration,dealer,mode_S_code_16,fractional_owner,street,city,county,country,state,zip_code,type_certificate_data_sheet,engine_manufacturer,engine_model,awdate,type_certificate_holder,classification,category,exception_code,status,serial_number,pending_number_change,certificate_issue_date,mfr_year,mode_S_code_8,Main Gear Config
N233AJ,BILLINGS FLYING SERVICE INC,UH-60A,Rotorcraft,SIKORSKY,9/30/27,Turbo-shaft,None,Corporation,No,A213AE,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,GE,T700-GE-700,10/5/22,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,82-23685,None,9/8/17,1982,50411656,
N2619,BILLINGS FLYING SERVICE INC,206L-3,Rotorcraft,BELL,3/31/29,Turbo-shaft,None,Corporation,No,A28647,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,H2SW,ALLISON,250-C30 SER,7/16/90,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,51375,None,3/23/16,1990,50503107,
N303AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BOEING,10/31/28,Turbo-shaft,None,Corporation,No,A32A80,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,HONEYWELL,T55-GA-714A,12/5/16,None,Restricted,"Other, Forest, Agriculture and Pest Control",Yes,Valid,89-0132,None,10/14/15,1989,50625200,
N401AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BILLINGS FLYING SERVICE INC,6/30/29,Turbo-shaft,None,Corporation,No,A4B061,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,R0011DE,HONEYWELL,T55-GA-714A,1/13/16,BILLINGS FLYING SERVICE INC,Restricted,"Other, Forest, Agriculture and Pest Control",Yes,Valid,93-0930,None,6/3/16,1993,51130141,
N46474,BILLINGS FLYING SERVICE INC,172K,Fixed Wing Single-Engine,CESSNA,8/31/27,4 Cycle,None,Corporation,No,A5ABE1,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,17257292,None,8/18/20,None,51325741,S
N559AJ,BILLINGS FLYING SERVICE INC,PC-12/45,Fixed Wing Single-Engine,PILATUS,3/31/29,Turbo-prop,None,Corporation,No,A720E3,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,P&W CANADA,PT6A-67B,5/28/19,None,Standard,Normal,No,Valid,113,None,3/4/19,1995,51620343,
N588AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BOEING,1/31/30,Turbo-shaft,None,Corporation,No,A793A9,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,HONEYWELL,T55-GA-714A,9/28/21,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,92-0290,None,1/23/17,1992,51711651,
N62DB,BILLINGS FLYING SERVICE INC,DHC 2 MK III,Fixed Wing Single-Engine,DEHAVILLAND,10/31/27,Turbo-prop,None,Corporation,No,A81431,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,P & W,PT6A-27,7/14/07,None,Standard,Normal,No,Valid,1578TB7,None,10/16/20,1965,52012061,
N82PG,BILLINGS FLYING SERVICE INC,PA-42,Fixed Wing Multi-Engine,PIPER,1/31/28,Turbo-prop,None,Corporation,No,AB2FCE,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,P&W CANADA,PT6A-60A,2/19/82,None,Standard,Normal,No,Valid,42-8001070,None,1/26/21,1981,52627716,S
N85GB,BILLINGS FLYING SERVICE INC,B200,Fixed Wing Multi-Engine,RAYTHEON AIRCRAFT COMPANY,4/30/30,Turbo-prop,None,Corporation,No,ABA597,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,P&W CANADA,PT6A-42,3/22/18,None,Standard,Normal,No,Valid,BB 1567,None,4/1/20,1996,52722627,D
N95AD,BILLINGS FLYING SERVICE INC,UH-1H,Rotorcraft,BELL,4/30/29,Turbo-shaft,None,Corporation,No,AD3252,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,64-13493,None,4/26/16,None,53231122,
N612TA,BLACKBIRD LLC,212,Rotorcraft,BELL,4/30/27,Turbo-shaft,None,LLC,No,A7F7D6,NO,2080 LAS PALMAS DR STE 103,CARLSBAD,SAN DIEGO,UNITED STATES,CALIFORNIA,92011-1570,H4SW,U/A CANADA,PT6 SER 578HP,4/6/92,BELL TEXTRON INC,Standard,Normal,No,Valid,30624,None,4/12/17,1974,51773726,
N197GB,BLUE SPRUCE MANAGEMENT LLC,690A,Fixed Wing Multi-Engine,ROCKWELL INTERNATIONAL,11/30/29,Turbo-prop,None,LLC,No,A182C4,NO,942 WINDEMERE DR NW,SALEM,MARION,UNITED STATES,OREGON,97304-2722,None,AIRESEARCH,TPE331-10T,1/14/03,None,Standard,Normal,No,Valid,11282,None,11/16/16,1975,50301304,S
N807NZ,BOARDMAN AIR SERVICE LLC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,1/31/28,Turbo-prop,None,LLC,No,AAFD22,NO,2304 E 5 RD,HENDERSON,YORK,UNITED STATES,NEBRASKA,68371-1702,None,P&W CANADA,PT6A-67F,12/18/17,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0732,None,1/25/18,2017,52576442,S
N9FH,BRAINERD HELICOPTERS INC,UH-60A,Rotorcraft,BHI H60 HELICOPTERS LLC,4/30/28,Turbo-shaft,None,Corporation,No,AC6AFF,NO,8850 AIRPORT BLVD,LEESBURG,LAKE,UNITED STATES,FLORIDA,34788-4002,None,GE,T700-GE-700,6/30/16,None,Experimental,Exhibition,No,Valid,80-23461,None,4/8/15,1981,53065377,
N485DF,CALIFORNIA DEPT OF FORESTRY & FIRE PROTECTION,S-70I,Rotorcraft,SIKORSKY,6/30/27,Turbo-shaft,None,Government,No,A5FB7D,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,704033,None,6/16/20,None,51375575,
N483DF,CALIFORNIA DEPT OF FORESTRY & FIRE PROTECTION,S-70I,Rotorcraft,SIKORSKY,3/31/30,Turbo-shaft,None,Government,No,A5F40F,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,GE,T700-GE-701D,3/23/22,None,Experimental,Research and Development,No,Valid,704030,None,3/18/20,2018,51372017,
N482DF,CALIFORNIA DEPT OF FORESTRY AND FIRE PROTECTION,S-70I,Rotorcraft,SIKORSKY,10/31/28,Turbo-shaft,None,Government,No,A5F058,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,GE,T700-GE-701D,6/22/21,None,Experimental,Research and Development,No,Valid,704082,None,10/1/21,2020,51370130,
N480DF,CALIFORNIA DEPT OF FORESTRY AND FIRE PROTECTION,S-70I,Rotorcraft,SIKORSKY,8/31/28,Turbo-shaft,None,Government,No,A5E8EA,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,GE,T700-GE-701D,5/18/21,None,Experimental,Research and Development,No,Valid,704081,None,8/17/21,2019,51364352,
N477DF,CALIFORNIA DEPT OF FORESTRY AND FIRE PROTECTION,S-70I,Rotorcraft,SIKORSKY,1/31/29,Turbo-shaft,None,Government,No,A5DB6C,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,GE,T700-GE-701D,9/14/21,None,Experimental,Research and Development,No,Valid,704088,None,1/21/22,2020,51355554,
N115,CENTRAL COPTERS INC,HH-60L,Rotorcraft,SIKORSKY,12/31/28,Turbo-shaft,None,Corporation,No,A03EC5,NO,PO BOX 7300,BOZEMAN,BEAVERHEAD,UNITED STATES,MONTANA,59771-7300,None,GE,T700-GE-701C,3/16/22,None,Experimental,Research and Development,No,Valid,04-27020,None,12/4/21,2004,50037305,
N314,CENTRAL COPTERS INC,K-1200,Rotorcraft,KAMAN AEROSPACE CORP,5/31/28,Turbo-shaft,None,Corporation,No,A355AC,NO,PO BOX 7300,BOZEMAN,GALLATIN,UNITED STATES,MONTANA,59771-7300,TR7BO,ALLIEDSIGN,T5317A-1,4/4/01,KAMAN AEROSPACE CORP,Standard,Normal,No,Valid,A94-0032,None,5/18/12,2001,50652654,
N950CH,CHI AVIATION,CH47D,Rotorcraft,TANDEM ROTOR LLC,7/31/27,Turbo-shaft,None,Corporation,No,AD34E1,NO,3679 BOWEN RD,HOWELL,LIVINGSTON,UNITED STATES,MICHIGAN,48855-7755,R0014DE,HONEYWELL,T55-GA-714A,1/19/18,TANDEM ROTOR LLC,Restricted,"Other, Forest, Agriculture and Pest Control",Yes,Valid,93-0932,None,7/17/17,1993,53232341,
N422DE,CIBOLO CREEK AVIATION LLC,A75N1,Fixed Wing Single-Engine,BOEING,12/31/29,Reciprocating,None,LLC,No,A5035D,NO,5108 BROADWAY STE 203,SAN ANTONIO,BEXAR,UNITED STATES,TEXAS,78209-5728,None,CONT MOTOR,W670-6N,10/13/11,None,Standard,Acrobatic,No,Valid,75-3113,None,12/2/13,1942,51201535,
N305FD,CITY OF LOS ANGELES,AW139,Rotorcraft,AGUSTA SPA,8/31/28,Turbo-shaft,None,Government,No,A33266,NO,C/O AIR OPERATIONS SECTION,VAN NUYS,LOS ANGELES,UNITED STATES,CALIFORNIA,91406-1611,R00002RD,P&W CANADA,PT6C-67C,6/25/08,LEONARDO S P A,Standard,Transport,No,Valid,41009,None,8/20/12,2008,50631146,
N304FD,CITY OF LOS ANGELES,AW139,Rotorcraft,AGUSTAWESTLAND PHILADELPHIA,7/31/27,Turbo-shaft,None,Government,No,A32EAF,NO,16617 ARMINTA ST,VAN NUYS,LOS ANGELES,UNITED STATES,CALIFORNIA,91406-1611,R00002RD,P&W CANADA,PT6C-67C,4/18/17,LEONARDO S P A,Standard,Transport,No,Valid,41528,None,7/14/17,2017,50627257,
N12NP,CITY OF NEWARK,OH-58,Rotorcraft,BELL,3/31/29,Turbo-shaft,None,Government,No,A05293,NO,472 ORANGE ST,NEWARK,ESSEX,UNITED STATES,NEW JERSEY,07107-2943,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,73-21906,None,11/29/05,None,50051223,
N12NP,CITY OF NEWARK,OH-58,Rotorcraft,BELL,3/31/29,Turbo-shaft,None,Government,No,A05293,NO,472 ORANGE ST,NEWARK,ESSEX,UNITED STATES,NEW JERSEY,07107-2943,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,73-21906,None,11/29/05,None,50051223,
N282SD,CITY OF SAN DIEGO,412EP,Rotorcraft,BELL,7/31/27,Turbo-shaft,None,Government,No,A2D6FD,NO,FIRE-RECUE DEPT/AIR OPERATIONS,SAN DIEGO,SAN DIEGO,UNITED STATES,CALIFORNIA,92123-1531,H4SW,P&W CANADA,PT6T-3DF,2/27/08,BELL TEXTRON INC,Standard,Transport,No,Valid,36466,None,7/30/14,2008,50553375,
N803NZ,CO FIRE AVIATION INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,6/30/29,Turbo-prop,None,Corporation,No,AAEE46,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,P&W CANADA,PT6A-67F,3/30/16,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0645,None,6/15/16,2016,52567106,S
N809NZ,CO FIRE AVIATION INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,7/31/29,Turbo-prop,None,Corporation,No,AB0490,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,P&W CANADA,PT6A-67F,2/7/19,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0789,None,7/16/19,2019,52602220,S
N310NZ,CO FIRE AVIATION INC,310N,Fixed Wing Multi-Engine,CESSNA,3/31/28,Reciprocating,None,Corporation,No,A34815,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,CONT MOTOR,I0-470 SERIES,8/15/68,None,Standard,Normal,No,Valid,310N-0173,None,3/23/18,1968,50644025,
N804NZ,CO FIRE AVIATION INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,5/31/27,Turbo-prop,None,Corporation,No,AAF1FD,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,P&W CANADA,PT6A-67F,1/10/17,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0683,None,5/22/17,2017,52570775,S
N806NZ,CO FIRE AVIATION INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,3/31/28,Turbo-prop,None,Corporation,No,AAF96B,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,P&W CANADA,PT6A-67F,1/22/18,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0735,None,3/26/18,2018,52574553,S
N881GB,CO FIRE AVIATION INC,GB1 GAMEBIRD,Fixed Wing Single-Engine,GAME COMPOSITES LLC,10/31/29,Reciprocating,None,Corporation,No,AC2224,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,LYCOMING,AEIO-580-B1A,9/23/21,None,Experimental,Market Survey,No,Valid,9,None,10/22/19,2019,53021044,S
N239CH,COLUMBIA HELICOPTERS INC,234,Rotorcraft,BOEING-VERTOL,5/31/27,Turbo-shaft,None,Corporation,No,A22A29,NO,14452 ARNDT RD NE,AURORA,MARION,UNITED STATES,OREGON,97002-9525,H9EA,HONEYWELL,AL5512,5/5/17,COLUMBIA HELICOPTERS INC,Standard,Transport,No,Valid,MJ006,None,5/4/17,1981,50425051,
N471CH,COLUMBIA HELICOPTERS INC,CH-47D,Rotorcraft,COLUMBIA HELICOPTERS INC,3/31/30,Turbo-shaft,None,Corporation,No,A5C50B,NO,PO BOX 3500,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97208-3500,R00051SE,HONEYWELL,T55-GA-714A,11/10/14,COLUMBIA HELICOPTERS INC,Restricted,"Other, Forest",No,Valid,90-0198,None,3/26/14,1991,51342413,
N472CH,COLUMBIA HELICOPTERS INC,CH-47D,Rotorcraft,COLUMBIA HELICOPTERS INC,8/31/27,Turbo-shaft,None,Corporation,No,A5C8C2,NO,PO BOX 3500,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97208-3500,R00051SE,HONEYWELL,T55-GA-714A,3/14/15,COLUMBIA HELICOPTERS INC,Restricted,"Other, Forest",Yes,Valid,89-0138,None,8/11/14,1990,51344302,
N245CH,COLUMBIA HELICOPTERS INC,234,Rotorcraft,BOEING-VERTOL,7/31/28,Turbo-shaft,None,Corporation,No,A242CC,NO,14452 ARNDT RD NE,AURORA,MARION,UNITED STATES,OREGON,97002-9525,H9EA,LYCOMING,AL5512,7/18/18,COLUMBIA HELICOPTERS INC,Standard,Transport,No,Valid,MJ022,None,7/10/18,1983,50441314,
N473CH,COLUMBIA HELICOPTERS INC,CH-47D,Rotorcraft,COLUMBIA HELICOPTERS INC,2/29/28,Turbo-shaft,None,Corporation,No,A5CC79,NO,PO BOX 3500,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97208-3500,R00051SE,HONEYWELL,T55-GA-714A,7/5/16,COLUMBIA HELICOPTERS INC,Restricted,"Other, Forest",Yes,Valid,92-0283,None,2/12/15,1993,51346171,
N111NS,COLUMBIA HELICOPTERS INC,200C,Fixed Wing Multi-Engine,BEECH,1/31/28,Turbo-prop,None,Corporation,No,A03127,NO,PO BOX 3500,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97208-3500,None,U/A CANADA,PT6A-41,5/5/81,None,Standard,Normal,No,Valid,BL-36,None,8/2/94,1981,50030447,
N822LA,CONSOLIDATED FIRE PROTECTION DIST OF LOS ANGELES,S-70I,Rotorcraft,SIKORSKY,1/31/28,Turbo-shaft,None,Government,No,AB3944,NO,LACOFD AIR OPERATIONS/BARTON HELI,LOS ANGELES,LOS ANGELES,UNITED STATES,CALIFORNIA,90063-3244,None,GE,T700-GE-701D,12/8/17,None,Experimental,Market Survey,No,Valid,704024,None,1/4/18,2017,52634504,
N905CH,CONSTRUCTION HELICOPTERS INC,S-61N,Rotorcraft,SIKORSKY,3/31/28,Turbo-shaft,None,Corporation,No,AC81F9,NO,3679 BOWEN RD,HOWELL,LIVINGSTON,UNITED STATES,MICHIGAN,48855-7755,1H15,Unknown,Unknown,None,SIKORSKY AIRCRAFT,Unknown,None,No,Valid,61711,None,7/7/05,None,53100771,
N160AQ,CORMORANT VENTURE LLC,UH-60A,Rotorcraft,SIKORSKY,8/31/27,Turbo-shaft,None,LLC,No,A0F1BD,NO,11150 SANTA MONICA BLVD STE 600,LOS ANGELES,LOS ANGELES,UNITED STATES,CALIFORNIA,90025-0479,None,GE,T700-GE-700,1/31/17,None,Experimental,"Racing, Market Survey, Research and Development",No,Valid,81-23588,None,8/21/17,1982,50170675,
N297EA,CORSAIR TWO LLC,DC-9-87,Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,4/30/29,Turbo-fan,None,LLC,No,A30FE0,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,1/23/18,None,Standard,Transport,Yes,Valid,53213,None,4/23/13,1991,50607740,
N295EA,CORSAIR TWO LLC,DC-9-87,Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,9/30/28,Turbo-fan,None,LLC,No,A30872,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,5/5/17,None,Standard,Transport,Yes,Valid,53211,None,9/20/12,1991,50604162,
N294EA,CORSAIR TWO LLC,DC-9-87,Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,7/31/29,Turbo-fan,None,LLC,No,A304BB,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,4/3/20,None,Standard,Transport,No,Valid,53210,None,7/26/13,1991,50602273,
N293EA,CORSAIR TWO LLC,DC-9-87 (MD-87),Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,7/31/28,Turbo-fan,None,LLC,No,A30104,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,6/7/19,None,Standard,Transport,Yes,Valid,53209,None,7/9/12,1991,50600404,
N292EA,CORSAIR TWO LLC,DC-9-87,Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,4/30/28,Turbo-fan,None,LLC,No,A2FD4D,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,11/3/17,None,Standard,Transport,Yes,Valid,53208,None,4/20/12,1991,50576515,
N291EA,CORSAIR TWO LLC,DC-9-87,Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,5/31/27,Turbo-fan,None,LLC,No,A2F996,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,5/19/14,None,Standard,Transport,No,Valid,53039,None,5/18/11,1991,50574626,
N212TH,COUGAR AVIATION LLC,212,Rotorcraft,BELL,10/31/27,Turbo-shaft,None,LLC,No,A1C2A1,NO,5484 E PERIMETER RD,FRESNO,FRESNO,UNITED STATES,CALIFORNIA,93727-7718,H4SW,P&W CANADA,PT6T-3 SERIES,6/2/03,BELL TEXTRON INC,Standard-Restricted,"Forest, Aerial Advertising, Agriculture and Pest Control",No,Valid,31109,None,7/7/03,1980,50341241,
N261CG,DELAWARE TRUST CO TRUSTEE,S-61N,Rotorcraft,SIKORSKY,12/31/29,Turbo-shaft,None,Corporation,No,A282ED,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,1H15,GE,CT58-140-2,6/25/19,SIKORSKY AIRCRAFT,Standard,Transport,Yes,Valid,61257,None,12/26/22,1985,50501355,
N1200N,COULSON AVIATION (USA) INC,550,Fixed Wing Multi-Engine,CESSNA,8/31/27,Turbo-fan,None,Corporation,No,A05617,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,None,P&W CANADA,JT15D-4,2/13/92,None,Restricted,Other,No,Valid,550-0681,None,8/13/20,1992,50053027,
N550CG,DELAWARE TRUST CO TRUSTEE,550,Fixed Wing Multi-Engine,CESSNA,1/31/30,Turbo-fan,None,Corporation,No,A6FFA4,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,P&W CANADA,JT15D-4,2/22/13,None,Restricted,Other,Yes,Valid,550-0677,None,1/3/23,1991,51577644,
N552CG,DELAWARE TRUST CO TRUSTEE,550,Fixed Wing Multi-Engine,CESSNA,1/31/30,Turbo-fan,None,Corporation,No,A70712,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,P&W CANADA,JT15D-4,9/21/12,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,550-0659,None,1/10/23,1991,51603422,
N554CG,COULSON AVIATION (USA) INC,550,Fixed Wing Multi-Engine,CESSNA,8/31/27,Turbo-fan,None,Corporation,No,A70E80,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97250,None,P&W CANADA,JT15D-4,1/17/92,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,550-0680,None,8/12/20,1992,51607200,
N604CG,COULSON AVIATION (USA) INC,CL-600 CHALLENGER,Fixed Wing Multi-Engine,CANADAIR LTD,8/31/29,Turbo-fan,None,Non Citizen Corporation,No,A7D654,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,None,LYCOMING,ALF502L-2,11/28/17,None,Standard,Transport,No,Valid,1048,None,8/12/22,1982,51753124,
N76CG,DELAWARE TRUST CO TRUSTEE,S-76B,Rotorcraft,SIKORSKY,1/31/30,Turbo-shaft,None,Corporation,No,AA3F68,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,H1NE,P&W,PT6 SERIES,12/10/19,SIKORSKY AIRCRAFT CORP,Standard,Transport,Yes,Valid,760355,None,1/3/23,1989,52437550,
N140CG,COULSON AVIATION USA INC,C-130H,Fixed Wing Multi-Engine,LOCKHEED,8/31/27,Turbo-prop,None,Corporation,No,A0A2E9,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,382-4337,None,8/10/20,None,50121351,2S
N132CG,DELAWARE TRUST COMPANY TRUSTEE,C-130H,Fixed Wing Multi-Engine,LOCKHEED,12/31/29,Turbo-prop,None,Corporation,No,A082D8,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,ALLISON,T56-A-15 SER,12/22/20,None,Restricted,"Other, Forest",No,Valid,382-4338,None,12/26/22,1968,50101330,2S
N130CG,COULSON AVIATION USA INC,C-130H,Fixed Wing Multi-Engine,LOCKHEED,3/31/27,Turbo-prop,None,Corporation,No,A07B6A,NO,810 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,382-4339,None,3/4/20,None,50075552,2S
N471WR,COULSON AVIATION USA INC,S-61N,Rotorcraft,SIKORSKY,11/30/28,Turbo-shaft,None,Corporation,No,A5C6D5,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,1H15,GE,CT58 SERIES,6/1/99,SIKORSKY AIRCRAFT,Standard,Transport,No,Valid,61471,None,11/10/21,1969,51343325,
N476AW,COULSON AVIATION USA INC,S-61N,Rotorcraft,SIKORSKY,11/30/28,Turbo-shaft,None,Corporation,No,A5D779,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,1H15,Unknown,Unknown,None,SIKORSKY AIRCRAFT,Unknown,None,No,Valid,61476,None,11/10/21,None,51353571,
N745AW,COULSON AVIATION USA INC,S-61N,Rotorcraft,SIKORSKY,11/30/28,Turbo-shaft,None,Corporation,No,AA0532,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,1H15,Unknown,Unknown,None,SIKORSKY AIRCRAFT,Unknown,None,No,Valid,61745,None,11/10/21,None,52402462,
N120LA,COUNTY OF LOS ANGELES FIRE DEPT,412EP,Rotorcraft,BELL HELICOPTER TEXTRON CANADA,8/31/29,Turbo-shaft,None,Government,No,A054AD,NO,BARTON HELIPORT,PACOIMA,LOS ANGELES,UNITED STATES,CALIFORNIA,91331-2129,H4SW,P&W CANADA,PT6T-3D,12/13/07,BELL TEXTRON INC,Standard,Transport,No,Valid,36455,None,2/12/08,2007,50052255,
N449RC,COUNTY OF SAN DIEGO,205A-1,Rotorcraft,BELL,10/31/27,Turbo-shaft,None,Government,No,A56D86,NO,1745 N MARSHALL AVE,EL CAJON,SAN DIEGO,UNITED STATES,CALIFORNIA,92020-1124,H1SW,HONEYWELL,T5317 SER,6/15/05,BELL TEXTRON INC,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,30121,None,6/21/05,1973,51266606,
N549RL,COUNTY OF SAN DIEGO,205A-1,Rotorcraft,BELL,2/28/29,Turbo-shaft,None,Government,No,A6FADD,NO,1745 N MARSHALL AVE,EL CAJON,SAN DIEGO,UNITED STATES,CALIFORNIA,92020-1124,H1SW,HONEYWELL,T5317A,9/5/15,BELL TEXTRON INC,Standard,Transport,No,Valid,30215,None,2/10/16,1975,51575335,
N107BZ,COUNTY OF SAN DIEGO,205A-1,Rotorcraft,BELL,10/31/27,Turbo-shaft,None,Government,No,A01EE6,NO,1745 N MARSHALL AVE,EL CAJON,SAN DIEGO,UNITED STATES,CALIFORNIA,92020-1124,H1SW,HONEYWELL,T5317 SER,6/18/05,BELL TEXTRON INC,Standard,Transport,No,Valid,30013,None,6/20/05,1968,50017346,
N611CK,CROMAN CORP,SH-3H,Rotorcraft,CROMAN CORP,11/30/29,Turbo-shaft,None,Corporation,No,A7F2B1,NO,801 AVENUE C,WHITE CITY,JACKSON,UNITED STATES,OREGON,97503-1082,R00004SE,GE,T58 SERIES,3/17/05,CROMAN CORP,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,148966,None,2/11/03,1961,51771261,
N612CK,CROMAN CORP,SH-3H,Rotorcraft,CROMAN CORP,11/30/29,Turbo-shaft,None,Corporation,No,A7F668,NO,801 AVENUE C,WHITE CITY,JACKSON,UNITED STATES,OREGON,97503-1082,R00004SE,GE,T58-GE-402,2/17/16,CROMAN CORP,Restricted,Other,Yes,Valid,149713,None,2/11/03,1962,51773150,
