,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,#Runway Id
20471,TE20,HELIPORT,,33.02261972,-96.53693417,H1,TURF,,,,,,,,2
20472,TE20,HELIPORT,,33.02261972,-96.53693417,H2,TURF,,,,,,,,2
20473,TA78,AIRPORT,N,31.97236972,-98.06142389,17/35,TURF,,,,,,,,1
20474,2TA6,AIRPORT,Y-L,31.86266306,-96.19747194,01/19,CONC-G,,,,,,,,1
20475,17XS,AIRPORT,Y,32.17776306,-98.43505,01/19,CONC-G,MED,,,,,,,1
20476,XA35,HELIPORT,Y,33.08933611,-96.12650556,H1,CONC,,,,,,,,1
20477,F01,AIRPORT,Y-L,34.27711083,-99.75968167,11/29,TURF-G,,,,,,F,,3
20478,F01,AIRPORT,Y-L,34.27711083,-99.75968167,06/24,TURF-G,,,,,,F,,3
20479,F01,AIRPORT,Y-L,34.27711083,-99.75968167,18/36,ASPH-G,MED,12,,,,P,,3
20480,7TA3,AIRPORT,Y,34.18090611,-101.8373997,N/S,DIRT,,,,,,,,1
20481,61XA,AIRPORT,,33.239375,-96.69970833,09/27,ASPH-G,,,,,,,,1
20482,6TS8,AIRPORT,,30.00333333,-96.58111111,02/20,TURF,,,,,,,,1
20483,XS66,AIRPORT,Y,27.80391306,-97.7436075,18/36,ASPH,LOW,,,,,,,2
20484,XS66,AIRPORT,Y,27.80391306,-97.7436075,16/34,GRAVEL,,,,,,,,2
20485,5TA2,AIRPORT,Y,31.45461194,-97.25028444,14/32,TURF,,,,,,,,1
20486,3TX9,AIRPORT,Y,32.52763806,-97.28084778,15/33,TURF,,,,,,,,1
20487,TA00,AIRPORT,,32.38416667,-100.2786111,13/31,TURF,,,,,,,,1
20488,83TA,AIRPORT,,31.90027778,-96.60027778,14/32,TURF,,,,,,,,1
20489,F46,AIRPORT,Y,32.93059444,-96.43548556,17/35,ASPH-E,LOW,12,,,,G,,1
20490,78TA,AIRPORT,Y,29.07218056,-98.78358056,03/21,TURF,,,,,,,,1
20491,88XS,AIRPORT,Y,31.6004525,-99.41603444,17/35,ASPH-G,MED,,,,,G,,1
20492,TE32,AIRPORT,Y,27.30863444,-99.48143056,17/35,DIRT,,,,,,,,1
20493,TS94,AIRPORT,Y,26.25118528,-97.30081,05/23,TURF,,,,,,,,1
20494,XS44,AIRPORT,Y,31.01527778,-104.2123056,08/26,ASPH-F,MED,,,,,F,,1
20495,08TA,HELIPORT,Y,29.95188139,-98.22445639,H1,TURF,,,,,,,,1
20496,81TS,AIRPORT,Y,31.93640833,-98.34560278,18/36,TURF,,,,,,,,1
20497,TA58,AIRPORT,Y,28.31997222,-99.46587222,08/26,ASPH,LOW,,,,,,,1
20498,TA35,AIRPORT,,32.20047889,-97.84234944,18/36,ASPH-F,,,,,,F,,1
20499,6TX2,AIRPORT,Y,29.55048056,-99.51622472,16/34,ASPH-E,MED,120,250,,,G,,1
20500,TA62,AIRPORT,,31.55855,-106.2036306,03/21,DIRT-F,,,,,,,,1
20501,9XS9,AIRPORT,Y,30.27574167,-96.44138472,15/33,TURF,,,,,,,,1
20502,RND,AIRPORT,,29.52890639,-98.27803056,15L/33R,CONC,HIGH,,,,,G,KRND,2
20503,RND,AIRPORT,,29.52890639,-98.27803056,15R/33L,PEM,HIGH,,,,,G,KRND,2
20504,SEQ,AIRPORT,,29.56578583,-97.90833667,13/31,ASPH,,,,,,,KSEQ,1
20505,TA68,AIRPORT,,30.64202083,-97.52003542,16/34,TURF,,,,,,,,1
20506,F23,AIRPORT,Y,32.451475,-98.6815125,01/19,TURF-G,,,,,,,,2
20507,F23,AIRPORT,Y,32.451475,-98.6815125,18/36,TURF-G,,,,,,,,2
20508,49F,AIRPORT,Y,31.22702778,-101.9529167,17/35,GRVL-DIRT-P,,,,,,,,1
20509,57TS,AIRPORT,Y,30.79831667,-95.54216389,17/35,TURF,,,,,,,,1
20510,5TE1,AIRPORT,Y,29.64,-103.9458333,12/30,DIRT,,,,,,,,4
20511,5TE1,AIRPORT,Y,29.64,-103.9458333,08/26,DIRT,,,,,,,,4
20512,5TE1,AIRPORT,Y,29.64,-103.9458333,03/21,DIRT,,,,,,,,4
20513,5TE1,AIRPORT,Y,29.64,-103.9458333,17/35,DIRT,,,,,,,,4
20514,1TE7,AIRPORT,Y,29.1210775,-98.36556833,14/32,TURF,,,,,,,,1
20515,2TX2,AIRPORT,N,32.02653528,-98.01003389,03/21,TURF,,,,,,,,1
20516,35XA,AIRPORT,,30.83405833,-94.94168333,12/30,TURF-DIRT-F,,,,,,,,1
20517,E41,AIRPORT,Y-L,31.19774889,-101.4754017,09/27,ASPH-G,,,,,,G,,2
20518,E41,AIRPORT,Y-L,31.19774889,-101.4754017,16/34,ASPH-G,MED,14,,,,G,,2
20519,49R,AIRPORT,Y,29.74550111,-99.7608925,15/33,ASPH-G,NSTD,11,,,,G,,1
20520,TX66,AIRPORT,Y,29.39884528,-95.07853944,17/35,TURF,,,,,,,,1
20521,TE34,AIRPORT,Y,32.76263,-97.97281861,17/35,TURF,,,,,,,,1
20522,26TA,HELIPORT,Y,29.80328083,-95.00381667,H1,TURF,,,,,,,,1
20523,2XA6,HELIPORT,Y,29.43465,-98.4178,H1,TURF,,,,,,,,1
20524,TX18,HELIPORT,Y,32.73383333,-96.97225,H1,ASPH,PERI,,,,,,,1
20525,1XS4,AIRPORT,Y,30.63374444,-99.19460556,17/35,TURF-G,,,,,,,,1
20526,71XA,AIRPORT,Y,32.35293056,-95.71632778,02/20,TURF,,,,,,,,1
20527,TS76,AIRPORT,Y,30.25209861,-98.59474583,16/34,ASPH-GRVL,,,,,,,,1
20528,52TA,AIRPORT,Y,33.46399778,-96.35025972,18/36,TURF,,,,,,,,1
20529,94TA,AIRPORT,Y,31.30572028,-100.4587033,17/35,TURF,,,,,,,,1
20530,9XS7,AIRPORT,Y,32.94706389,-95.95857778,04/22,TURF,,,,,,,,1
20531,8XS8,AIRPORT,,33.59476164,-102.0434179,17L/35R,ASPH-CONC-F,,,,,,P,,2
20532,8XS8,AIRPORT,,33.59476164,-102.0434179,17R/35L,ASPH-CONC-G,,,,,,P,,2
20533,82TE,AIRPORT,Y,33.42125278,-101.9385417,18/36,ASPH-E,LOW,,,,,G,,1
20534,42TA,HELIPORT,,29.70133917,-95.07826333,H1,ASPH,,,,,,,,1
20535,5TE7,AIRPORT,Y,29.71940139,-96.30940972,18/36,TURF,,,,,,,,2
20536,5TE7,AIRPORT,Y,29.71940139,-96.30940972,06/24,TURF,,,,,,,,2
20537,2TE1,HELIPORT,Y,29.32345833,-95.05563889,H1,CONC-TURF,,,,,,,,1
20538,80TX,AIRPORT,Y,25.92674694,-97.40859139,13/31,TURF,,,,,,,,1
20539,70XS,AIRPORT,Y,29.99326944,-98.04334167,09/27,TURF,LOW,,,,,,,1
20540,8TS1,AIRPORT,Y,32.54180444,-97.24195778,17/35,TURF,,,,,,,,1
20541,73TA,AIRPORT,,26.158425,-97.38868889,02/20,TURF,,,,,,,,1
20542,91TA,AIRPORT,Y,32.44597222,-95.91885556,18/36,TURF-G,,,,,,,,1
20543,TX62,AIRPORT,,32.63346833,-95.43912139,18/36,TURF,,,,,,,,1
20544,T76,AIRPORT,N,33.14928667,-97.496135,13/31,TURF-P,,,,,,,,1
20545,TE33,AIRPORT,,30.13180556,-99.29361111,01/19,ASPH-F,,,,,,,,1
20546,TA39,HELIPORT,Y-L,29.58690583,-96.34552167,H1,CONC,PERI,,,,,,,1
20547,TA47,AIRPORT,Y,33.30138889,-97.245,17/35,TURF,,,,,,,,1
20548,XA23,AIRPORT,Y,33.01777778,-94.97,17/35,TURF,,,,,,,,1
20549,XA40,HELIPORT,,32.99619444,-96.66561944,H1,CONC,,,,,,,,1
20550,TA99,HELIPORT,,32.97513333,-96.72606944,H1,CONC,,,,,,,,1
20551,69XA,AIRPORT,Y,33.34995556,-97.77620556,17/35,TURF,,,,,,,,1
20552,8TE1,AIRPORT,Y,32.74844444,-96.04395278,04/22,TURF,,,,,,,,1
20553,AMA,AIRPORT,Y-L,35.21936111,-101.7059167,04/22,CONC-G,HIGH,100,200,400,,G,KAMA,2
20554,AMA,AIRPORT,Y-L,35.21936111,-101.7059167,13/31,CONC-G,HIGH,100,200,400,,G,KAMA,2
20555,XA94,HELIPORT,Y,30.75865,-98.24875,H1,CONC-G,PERI,,,,,,,1
20556,67R,AIRPORT,Y-L,26.42428333,-98.84608056,16/34,ASPH-G,MED,12,,,,G,,1
20557,1TA8,AIRPORT,,29.23716667,-100.6840833,18/36,DIRT,,,,,,,,1
20558,TS04,AIRPORT,Y,29.83576667,-100.9781472,15/33,ASPH,MED,,,,,,,1
20559,94TX,AIRPORT,Y,31.43766,-99.31560917,17/35,ASPH,,,,,,,,1
20560,H81,AIRPORT,Y,35.08142539,-101.7557974,04/22,TURF,,,,,,,,2
20561,H81,AIRPORT,Y,35.08142539,-101.7557974,17/35,ASPH-G,MED,,,,,,,2
20562,TS27,AIRPORT,Y,29.71619444,-96.59135556,17/35,TURF,,,,,,,,1
20563,1TE9,AIRPORT,,31.27175,-96.43964992,15/33,TURF,,,,,,,,1
20564,8TS8,AIRPORT,Y,29.91743,-100.9128789,17/35,GRAVEL,,,,,,,,1
20565,0XA0,AIRPORT,,33.01400556,-97.70848056,01/19,TURF-G,,,,,,,,1
20566,95TS,AIRPORT,Y,33.23083333,-98.48972222,11/29,TURF-G,,,,,,,,1
20567,GRK,AIRPORT,Y,31.06725,-97.82891667,15/33,ASPH-CONC-E,HIGH,,,,,G,KGRK,1
20568,66R,AIRPORT,Y-L,29.64151111,-96.51595556,15/33,ASPH-G,MED,12,,,,G,,1
20569,0TE0,AIRPORT,N,29.69299111,-101.1617711,13/31,GRAVEL,,,,,,,,2
20570,0TE0,AIRPORT,N,29.69299111,-101.1617711,03/21,GRAVEL,,,,,,,,2
20571,52TE,AIRPORT,Y,30.51685361,-99.51700278,04/22,DIRT,,,,,,,,1
20572,TX81,AIRPORT,Y,33.55,-97.03805556,09/27,TURF,,,,,,,,1
20573,TX71,AIRPORT,,32.96863889,-98.01188889,14/32,TURF,,,,,,,,1
20574,78TE,AIRPORT,Y,32.02043056,-97.33112222,06/24,TURF-G,,,,,,,,2
20575,78TE,AIRPORT,Y,32.02043056,-97.33112222,12/30,TURF-G,,,,,,,,2
20576,75XA,AIRPORT,,30.53583472,-95.08370694,14/32,TURF-F,,,,,,,,1
20577,6TA0,AIRPORT,Y,30.79957222,-100.3340972,01/19,DIRT,,,,,,,,1
20578,T14,AIRPORT,Y,32.95249583,-96.09589306,18/36,TURF-G,LOW,,,,,,,1
20579,32TX,AIRPORT,,30.79200556,-104.2508556,05/23,TURF,,,,,,,,1
20580,9TE6,AIRPORT,Y,29.91689194,-96.80025611,18/36,ASPH-G,,,,,,,,1
20581,TE95,HELIPORT,Y,31.81944444,-106.50175,H1,TURF,,,,,,,,1
20582,TA53,AIRPORT,Y,30.13014444,-98.40914444,18/36,TURF,,,,,,,,1
20583,0XS1,AIRPORT,,29.28777778,-96.34972222,14/32,TURF,,,,,,,,1
20584,T20,AIRPORT,Y-L,29.52912361,-97.46430278,15/33,ASPH-F,MED,21,,,,G,,1
20585,9TA3,AIRPORT,Y,29.87300028,-94.98964944,07/25,TURF,,,,,,,,1
20586,30TS,AIRPORT,,29.84899444,-97.76895833,14/32,TURF,,,,,,,,1
20587,2XA9,HELIPORT,,32.45236667,-100.3971667,H1,CONC,PERI,,,,,,,1
20588,3TE7,HELIPORT,Y,33.025825,-97.45926667,H1,CONC,,,,,,,,1
20589,RFG,AIRPORT,Y,28.29606667,-97.32638056,14L/32R,ASPH-G,MED,9,,,,P,KRFG,2
20590,RFG,AIRPORT,Y,28.29606667,-97.32638056,14R/32L,TURF-F,,,,,,F,KRFG,2
20591,XS06,AIRPORT,,34.12290556,-102.1712944,18/36,TURF,,,,,,,,1
20592,10TT,AIRPORT,Y,33.01511111,-98.62608333,18/36,TURF-F,,,,,,,,1
20593,59TS,AIRPORT,Y-L,28.14306444,-98.15833889,12/30,DIRT,,,,,,,,1
20594,TX11,AIRPORT,Y,32.14003333,-99.15873333,18/36,TURF-G,,,,,,,,1
20595,TT66,AIRPORT,,32.10812222,-96.80851944,02/20,CONC,,,,,,,,1
20596,75XS,AIRPORT,Y,26.490375,-97.95987222,01/19,ASPH-G,,,,,,,,1
20597,23TA,AIRPORT,Y,33.48733083,-96.45581806,01/19,TURF,,,,,,,,1
20598,96TA,HELIPORT,Y-L,32.37334167,-94.86736111,H1,CONC,PERI,,,,,,,1
20599,E01,AIRPORT,Y-L,31.58247222,-102.9090278,01/19,ASPH-G,MED,15,,,,G,,2
20600,E01,AIRPORT,Y-L,31.58247222,-102.9090278,12/30,ASPH-G,MED,15,,,,G,,2
20601,TS21,AIRPORT,,33.08483333,-101.1148333,08/26,TURF,,,,,,,,2
20602,TS21,AIRPORT,,33.08483333,-101.1148333,17/35,TURF,,,,,,,,2
20603,TE44,AIRPORT,,33.24225,-96.28866667,17/35,TURF,,,,,,,,1
20604,TX39,AIRPORT,Y,33.47723889,-97.25064444,18/36,TURF,,,,,,,,1
20605,09TE,AIRPORT,Y,32.26680778,-97.86697611,16/34,TURF-F,,,,,,,,1
20606,RFI,AIRPORT,Y-L,32.14172278,-94.85172806,12/30,ASPH-P,,22,,,,F,KRFI,2
20607,RFI,AIRPORT,Y-L,32.14172278,-94.85172806,17/35,ASPH-G,MED,22,,,,G,KRFI,2
20608,2TX1,AIRPORT,Y,29.22524056,-98.38362444,12/30,TURF,,,,,,,,1
20609,TX19,AIRPORT,N,33.53622167,-94.90716083,08/26,ASPH-TURF,,,,,,,,2
20610,TX19,AIRPORT,N,33.53622167,-94.90716083,17/35,ASPH-TURF,,,,,,,,2
20611,8XS9,AIRPORT,Y,29.95701944,-98.79036389,17/35,ASPH,,,,,,,,1
20612,4TS8,AIRPORT,Y,29.37495583,-99.34198667,NW/SE,ASPH,,,,,,,,1
20613,85TX,AIRPORT,Y,30.07771194,-97.96556278,N/S,ASPH,,,,,,,,1
20614,6XS0,HELIPORT,Y,29.83366389,-95.81880556,H1,TURF,,,,,,,,1
20615,54T,AIRPORT,Y,29.76189444,-94.84793889,14/32,TURF-F,,4,,,,,,2
20616,54T,AIRPORT,Y,29.76189444,-94.84793889,08/26,ASPH-F,LOW,6,,,,F,,2
20617,7TX7,AIRPORT,N,32.06945,-102.0256917,N/S,TURF,,,,,,,,1
20618,41XA,HELIPORT,Y-L,29.83163333,-98.46240278,H1,ASPH,PERI,,,,,,,1
20619,00TA,HELIPORT,,29.93569444,-93.9855,H1,CONC-G,,,,,,,,1
20620,7XA2,AIRPORT,Y,33.14888333,-97.37401389,16/34,TURF,,,,,,,,1
20621,2TX,AIRPORT,Y,30.92041667,-97.54,01/19,TURF-DIRT-F,,,,,,,,2
20622,2TX,AIRPORT,Y,30.92041667,-97.54,02/20,ASPH-E,,,,,,G,,2
20623,07TA,AIRPORT,Y-L,29.24051944,-95.34465833,H1,CONC-TURF-F,PERI,,,,,F,,2
20624,07TA,AIRPORT,Y-L,29.24051944,-95.34465833,06/24,TURF-F,,,,,,,,2
20625,SJT,AIRPORT,Y-L,31.35774833,-100.4963042,03/21,ASPH-G,HIGH,70,100,,,G,KSJT,3
20626,SJT,AIRPORT,Y-L,31.35774833,-100.4963042,18/36,ASPH-G,MED,70,100,,,G,KSJT,3
20627,SJT,AIRPORT,Y-L,31.35774833,-100.4963042,09/27,ASPH-F,MED,70,100,,,G,KSJT,3
20628,SAT,AIRPORT,Y-L,29.53395833,-98.46905694,04/22,CONC-G,HIGH,95,190,270,,G,KSAT,3
20629,SAT,AIRPORT,Y-L,29.53395833,-98.46905694,13R/31L,CONC-G,HIGH,95,190,270,,G,KSAT,3
20630,SAT,AIRPORT,Y-L,29.53395833,-98.46905694,13L/31R,ASPH-F,MED,59,120,,,G,KSAT,3
20631,78R,AIRPORT,Y-L,31.54043056,-94.17006667,17/35,ASPH-P,MED,12,,,,F,,1
20632,XS71,AIRPORT,Y,28.74866667,-98.04552778,17/35,ASPH,,,,,,,,1
20633,7TS4,AIRPORT,,32.05616667,-96.04597222,09/27,TURF-G,,,,,,,,1
20634,TX75,AIRPORT,Y-L,31.00972222,-96.54083333,04/22,ASPH,LOW,,,,,,,1
20635,27TX,AIRPORT,,30.11944444,-96.71222222,13/31,TURF,,,,,,,,1
20636,73TX,AIRPORT,Y,30.56952778,-95.48236111,18/36,TURF,,,,,,,,1
20637,TX47,AIRPORT,Y,33.70768333,-96.22385,17/35,TURF,,,,,,,,1
20638,8T8,AIRPORT,Y,29.51019444,-98.79841667,17/35,ASPH-G,,,,,,G,,1
20639,21TS,HELIPORT,,29.7474,-94.94701389,H1,CONC,PERI,,,,,,,1
20640,XS67,AIRPORT,Y,27.9444575,-96.98501,14/32,ASPH-G,HIGH,,,,,G,,1
20641,8XS5,HELIPORT,,29.27341667,-94.8175,H1,CONC,PERI,,,,,,,1
20642,HYI,AIRPORT,Y-L,29.89275,-97.863,08/26,ASPH-G,MED,80,,,,F,KHYI,3
20643,HYI,AIRPORT,Y-L,29.89275,-97.863,17/35,ASPH-G,MED,20,,,,F,KHYI,3
20644,HYI,AIRPORT,Y-L,29.89275,-97.863,13/31,ASPH-G,MED,60,,,,G,KHYI,3
20645,97TX,AIRPORT,Y,28.28360306,-100.0670053,15/33,GRVL,,,,,,,,1
20646,38XS,AIRPORT,Y,26.81521389,-98.47930417,14/32,ASPH,MED,30,,,,G,,1
20647,81R,AIRPORT,Y-L,31.23574528,-98.71769389,13/31,ASPH-G,MED,12,,,,G,,1
20648,0TE5,AIRPORT,,27.43379444,-99.18593889,17/35,ASPH,,,,,,,,1
20649,XS81,HELIPORT,Y,29.42689944,-98.49973944,H1,CONC,,,,,,,,1
20650,TE23,HELIPORT,Y,29.51341111,-98.58889444,H1,ASPH,PERI,,,,,,,1
20651,XS78,AIRPORT,,31.38541667,-99.09983333,14/32,TURF-G,,,,,,,,1
20652,TS40,AIRPORT,Y,28.31095278,-99.70653056,04/22,CALICHE,,,,,,,,2
20653,TS40,AIRPORT,Y,28.31095278,-99.70653056,13/31,CALICHE,,,,,,,,2
20654,8TX4,HELIPORT,Y,30.3757625,-95.55744306,H1,TURF,,,,,,,,1
20655,GLS,AIRPORT,Y-L,29.26533333,-94.86041667,14/32,ASPH-CONC-G,HIGH,90,115,192,,G,KGLS,2
20656,GLS,AIRPORT,Y-L,29.26533333,-94.86041667,18/36,CONC-G,MED,74,92,162,,G,KGLS,2
20657,TA28,AIRPORT,,26.55508611,-97.82329444,18/36,TURF-F,,,,,,,,1
20658,31TX,AIRPORT,Y,31.59683056,-97.33001056,17/35,TURF,,,,,,,,1
20659,88TE,AIRPORT,,32.13718056,-100.1298889,04/22,TURF-DIRT-F,,,,,,,,1
20660,93XA,AIRPORT,,33.50959444,-98.12021111,18/36,TURF-F,,,,,,,,1
20661,40TX,HELIPORT,Y,31.07166667,-97.37555556,H1,CONC,,,,,,,,1
20662,XS73,HELIPORT,,30.58236111,-96.27819444,H1,CONC,,,,,,,,1
20663,59XS,HELIPORT,Y-L,31.07627778,-97.36480278,H4,CONC-F,,,,,,F,,4
20664,59XS,HELIPORT,Y-L,31.07627778,-97.36480278,H1,CONC-F,,,,,,F,,4
20665,59XS,HELIPORT,Y-L,31.07627778,-97.36480278,H2,CONC-F,,,,,,F,,4
20666,59XS,HELIPORT,Y-L,31.07627778,-97.36480278,H3,CONC-F,,,,,,F,,4
20667,XS80,AIRPORT,,29.97255556,-98.93463889,14/32,TURF-G,,,,,,,,1
20668,4XS5,AIRPORT,Y,31.12185889,-93.80295944,01/19,TRTD,,,,,,,,1
20669,XS77,AIRPORT,Y,29.46551,-94.62741528,12/30,TURF,,,,,,,,1
20670,5TA9,AIRPORT,Y,32.60916667,-96.52611111,18/36,GRVL-G,,,,,,,,1
20671,TT97,AIRPORT,Y,32.95455333,-102.5408986,17/35,ASPH-F,,,,,,,,2
20672,TT97,AIRPORT,Y,32.95455333,-102.5408986,04/22,ASPH-F,NSTD,,,,,,,2
20673,73XS,AIRPORT,N,31.78611111,-101.5344444,08/26,DIRT-F,,,,,,,,2
20674,73XS,AIRPORT,N,31.78611111,-101.5344444,17/35,DIRT-F,,,,,,,,2
20675,XS51,AIRPORT,Y,27.40448194,-98.14472639,11/29,TURF,,,,,,,,1
20676,02XS,AIRPORT,Y,30.14771306,-97.66277917,11/29,TURF,,,,,,,,2
20677,02XS,AIRPORT,Y,30.14771306,-97.66277917,02/20,TURF,NSTD,,,,,,,2
20678,39TE,AIRPORT,Y,32.71816083,-102.7382483,08/26,GRAVEL-F,,,,,,,,2
20679,39TE,AIRPORT,Y,32.71816083,-102.7382483,17/35,ASPH-P,,12,,,,,,2
20680,95XS,SEAPLANE BASE,,29.57288889,-95.05056111,03W/21W,WATER,,,,,,,,1
20681,29XA,HELIPORT,,29.67323889,-97.6538,H1,CONC,PERI,,,,,,,1
20682,32TS,HELIPORT,Y,30.30457778,-97.74653333,H1,CONC,PERI,,,,,,,1
20683,28TS,HELIPORT,Y,31.07166667,-97.68222222,H1,CONC,PERI,,,,,,,1
20684,01XA,HELIPORT,Y,30.00722222,-97.85333333,H1,CONC,PERI,,,,,,,1
20685,0XA4,AIRPORT,Y,27.99711111,-98.88286111,15/33,ASPH-G,HIGH,,,,,G,,1
20686,85XS,AIRPORT,N,31.10361111,-95.70281111,09/27,TURF-F,,,,,,,,1
20687,16TA,AIRPORT,Y,30.91962222,-103.783275,18/36,ASPH,,,,,,,,1
20688,60F,AIRPORT,Y-L,33.64851667,-99.26130556,17/35,ASPH-E,MED,4,,,,G,,1
20689,88TT,AIRPORT,Y,33.35118889,-97.00112778,18/36,TURF-F,,,,,,,,1
20690,2TA0,AIRPORT,Y,30.84516528,-98.27291389,01/19,TURF,,,,,,,,1
20691,2F1,AIRPORT,Y-L,35.23461111,-100.1853056,17/35,ASPH-F,MED,15,,,,P,,1
20692,TX0,AIRPORT,Y,28.74007167,-96.46818889,09/27,ASPH-E,MED,,,,,G,,1
20693,03TS,HELIPORT,Y,31.46580278,-100.4339667,H2,CONC,,,,,,,,2
20694,03TS,HELIPORT,Y,31.46580278,-100.4339667,H1,ASPH,PERI,,,,,,,2
20695,TE28,HELIPORT,Y,29.71508333,-95.14400833,H1,CONC,PERI,,,,,,,1
20696,TS83,HELIPORT,Y,29.69189694,-95.40688389,H1,CONC,,,,,,,,1
20697,XA69,HELIPORT,Y,32.33611111,-97.96944444,H1,TURF,,,,,,,,1
20698,SPS,AIRPORT,Y-L,33.98880056,-98.4919025,15R/33L,CONC,HIGH,,,,,G,KSPS,4
20699,SPS,AIRPORT,Y-L,33.98880056,-98.4919025,15L/33R,ASPH-CONC,HIGH,,,,,G,KSPS,4
20700,SPS,AIRPORT,Y-L,33.98880056,-98.4919025,18/36,ASPH,HIGH,,,,,G,KSPS,4
20701,SPS,AIRPORT,Y-L,33.98880056,-98.4919025,15C/33C,ASPH-CONC,HIGH,,,,,G,KSPS,4
20702,XS54,HELIPORT,,32.75777778,-97.08111111,H1,CONC,,,,,,,,1
20703,TS10,HELIPORT,,30.10132333,-94.13101389,H1,CONC,,,,,,,,1
20704,TA04,HELIPORT,Y,31.54822222,-97.07888833,H1,TURF,,,,,,,,1
20705,SWI,AIRPORT,Y-L,33.62413889,-96.58613889,16/34,ASPH-F,MED,19,,,,G,KSWI,1
20706,0TX5,AIRPORT,Y,33.02401167,-97.11973361,17/35,TURF,,,,,,,,1
20707,44TE,AIRPORT,Y,30.68351722,-98.41697333,16/34,TURF,,,,,,,,1
20708,53TA,AIRPORT,N,34.15425278,-99.26424694,17/35,TURF,,,,,,,,1
20709,2TS2,AIRPORT,Y,26.16840889,-97.73360389,17/35,ASPH-GRVL,,,,,,,,1
20710,5TS0,HELIPORT,Y,27.77783333,-97.394375,H1,ROOFTOP,PERI,,,,,,,1
20711,23XS,AIRPORT,,31.35850083,-97.67113028,15/33,ASPH,,,,,,,,1
20712,8TA5,AIRPORT,Y,33.16317139,-96.32220278,17/35,ASPH,,,,,,,,1
20713,TX44,HELIPORT,,31.77733889,-106.4810556,H1,CONC,PERI,,,,,,,1
20714,27TE,HELIPORT,,31.79111667,-106.2635833,H1,CONC,PERI,,,,,,,1
20715,19TS,AIRPORT,,27.92957778,-98.53376944,01/19,ASPH-G,,,,,,F,,1
20716,79XS,AIRPORT,N,34.46673056,-101.3004381,17/35,TURF,,,,,,,,1
20717,TS36,AIRPORT,,30.21955556,-99.14083333,17/35,ASPH,HIGH,,,,,,,1
20718,3TX3,AIRPORT,Y,33.11956528,-97.31974056,17/35,TURF,MED,,,,,,,1
20719,33XS,HELIPORT,,31.25029167,-93.77893056,H1,CONC,LOW,,,,,,,1
20720,6TE0,AIRPORT,Y,26.29034944,-97.94944583,17/35,TURF,,,,,,,,2
20721,6TE0,AIRPORT,Y,26.29034944,-97.94944583,08/26,TURF,,,,,,,,2
20722,3TE6,AIRPORT,Y,35.57004417,-101.1690458,17/35,DIRT-P,,,,,,,,1
20723,2XS4,AIRPORT,Y,33.66138889,-96.40638889,01/19,TURF,,,,,,,,1
20724,42XA,AIRPORT,,31.36227639,-97.0903,15/33,TURF-F,,,,,,,,1
20725,99XA,AIRPORT,Y,30.8652,-98.00416667,15/33,TURF,,,,,,,,1
20726,1XA1,AIRPORT,Y,33.64766667,-97.829,17/35,TURF,,,,,,,,1
20727,37XA,AIRPORT,Y,29.99283281,-95.93048194,17/35,ASPH-TRTD-P,,,,,,,,2
20728,37XA,AIRPORT,Y,29.99283281,-95.93048194,N/S,TURF-G,LOW,,,,,,,2
20729,1XS2,AIRPORT,,30.38076222,-97.4274975,12/30,TURF,,,,,,,,2
20730,1XS2,AIRPORT,,30.38076222,-97.4274975,18/36,TURF,,,,,,,,2
20731,XS68,AIRPORT,Y,30.25687889,-96.32857472,14/32,TURF,,,,,,,,1
20732,ILE,AIRPORT,Y-L,31.08583333,-97.6865,01/19,ASPH-G,MED,17,50,,,G,KILE,1
20733,60XA,AIRPORT,,30.66013889,-97.76361111,01/19,GRVL-F,,,,,,,,1
20734,6TA1,HELIPORT,Y,32.36111111,-95.87555556,H1,CONC,,,,,,,,1
20735,7TA6,AIRPORT,,30.38221111,-99.61926389,18/36,ASPH-E,NSTD,,,,,,,1
20736,T79,AIRPORT,Y,29.55568333,-95.32709167,17/35,TURF-G,,,,,,,,1
20737,7T7,AIRPORT,Y,31.85508333,-102.0739444,16/34,ASPH-F,NSTD,12,,,,,,2
20738,7T7,AIRPORT,Y,31.85508333,-102.0739444,06/24,ASPH-F,,,,,,,,2
20739,4TX0,AIRPORT,Y,29.86355417,-94.83436722,15/33,TURF,,,,,,,,1
20740,86TA,AIRPORT,Y,30.61268722,-98.29752389,02/20,TURF,,,,,,,,1
20741,10TX,HELIPORT,N,27.84474861,-97.22387917,H1,TURF,PERI,,,,,F,,1
20742,E34,AIRPORT,Y-L,34.9115,-100.8693611,01/19,ASPH-F,MED,17,,,,P,,1
20743,TX51,AIRPORT,N,32.20014917,-96.32942361,E/W,TURF,,,,,,,,3
20744,TX51,AIRPORT,N,32.20014917,-96.32942361,N/S,TURF,,,,,,,,3
20745,TX51,AIRPORT,N,32.20014917,-96.32942361,NW/SE,TURF,,,,,,,,3
20746,XA51,AIRPORT,,31.41833333,-97.12583333,02/20,TURF,,,,,,,,1
20747,78XS,AIRPORT,Y,29.05303389,-96.26218722,09/27,TURF,,,,,,,,1
20748,TE81,AIRPORT,Y,33.30972222,-97.09277778,17/35,TURF,,,,,,,,1
