,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,#Runway Id
20199,TX87,HELIPORT,Y,28.93249167,-98.52530833,H1,ASPH,PERI,,,,,,,1
20200,0XA9,HELIPORT,Y-L,32.567225,-97.09558889,H1,CONC,PERI,,,,,,,1
20201,87XA,HELIPORT,,32.47083333,-96.98305556,H1,CONC-G,,,,,,,,1
20202,0TA5,HELIPORT,N,29.61467667,-95.35493806,H1,TURF,,,,,,,,1
20203,LXY,AIRPORT,Y-L,31.64117833,-96.51445944,18/36,ASPH-G,MED,30,,,,F,KLXY,1
20204,TA33,AIRPORT,N,29.35801972,-95.63522389,18/36,TURF,,,,,,,,1
20205,TS23,HELIPORT,Y,30.33773556,-97.90594431,H1,CONC,,,,,,,,1
20206,3.00E+00,AIRPORT,Y-L,35.71393222,-100.6031922,02/20,ASPH-G,LOW,12,,,,G,,1
20207,XA38,HELIPORT,Y,29.48526944,-95.20832222,H1,TURF,,,,,,,,1
20208,28TE,AIRPORT,,29.26829472,-98.33695694,17/35,TURF,,,,,,,,1
20209,MDD,AIRPORT,Y-L,32.03657044,-102.1015276,07/25,ASPH-G,MED,18,,,,G,KMDD,2
20210,MDD,AIRPORT,Y-L,32.03657044,-102.1015276,16/34,ASPH-F,MED,18,,,,G,KMDD,2
20211,MAF,AIRPORT,Y-L,31.94252778,-102.2019167,04/22,ASPH-G,MED,30,60,,,G,KMAF,4
20212,MAF,AIRPORT,Y-L,31.94252778,-102.2019167,10/28,ASPH-G,HIGH,160,200,350,700,G,KMAF,4
20213,MAF,AIRPORT,Y-L,31.94252778,-102.2019167,16L/34R,ASPH-G,MED,30,60,,,G,KMAF,4
20214,MAF,AIRPORT,Y-L,31.94252778,-102.2019167,16R/34L,ASPH-G,HIGH,160,200,350,700,G,KMAF,4
20215,03TA,HELIPORT,Y-L,31.99675,-102.1009444,H1,CONC-G,PERI,,,,,,,1
20216,0XA3,HELIPORT,Y,28.97166667,-95.28305556,H1,CONC,,,,,,,,2
20217,0XA3,HELIPORT,Y,28.97166667,-95.28305556,H2,CONC,,,,,,,,2
20218,TXW,AIRPORT,Y-L,26.1787075,-97.97400639,14/32,ASPH-E,MED,12,,,,G,KTXW,1
20219,43TX,AIRPORT,Y,26.15313083,-98.13500833,12/30,ASPH-TURF,,,,,,,,1
20220,JWY,AIRPORT,Y-L,32.45829306,-96.91252639,18/36,ASPH-G,MED,30,90,,,F,KJWY,1
20221,1XA4,AIRPORT,Y,29.87371389,-96.00469861,15/33,TURF-F,,,,,,,,1
20222,40TA,AIRPORT,Y,31.31295611,-96.22052139,NE/SW,TURF,,,,,,,,1
20223,25TS,AIRPORT,Y,36.09169917,-102.4157456,17/35,CONC-P,,,,,,,,1
20224,TA84,AIRPORT,,28.35499167,-99.9331675,15/33,DIRT,,,,,,,,1
20225,0TX4,AIRPORT,Y,34.96805556,-100.0272222,18/36,TURF,,,,,,,,1
20226,36XS,AIRPORT,,34.89180556,-100.1203194,17/35,TURF,,,,,,,,1
20227,TE09,AIRPORT,Y,29.33190556,-95.27604167,04/22,TURF,,,,,,,,1
20228,3F9,AIRPORT,Y,32.67667497,-95.51095811,18L/36R,ASPH-P,LOW,10,,,,G,,2
20229,3F9,AIRPORT,Y,32.67667497,-95.51095811,18R/36L,TURF-G,,,,,,G,,2
20230,MWL,AIRPORT,Y-L,32.78160556,-98.060175,17/35,ASPH-G,MED,50,145,,,F,KMWL,2
20231,MWL,AIRPORT,Y-L,32.78160556,-98.060175,13/31,ASPH-G,MED,50,145,,,F,KMWL,2
20232,TA22,HELIPORT,,30.32136667,-98.15895,H1,BRICK,,,,,,,,1
20233,57XS,AIRPORT,Y,32.49202222,-99.14617778,18/36,ASPH,,,,,,,,1
20234,TE15,AIRPORT,Y,30.89100806,-99.63256583,13/31,TURF,,,,,,,,2
20235,TE15,AIRPORT,Y,30.89100806,-99.63256583,09/27,TURF,,,,,,,,2
20236,TE84,AIRPORT,Y,31.46516389,-97.47529167,05/23,TURF,,,,,,,,1
20237,TX35,AIRPORT,Y,33.45658056,-94.84931667,01/19,ASPH,,,,,,,,1
20238,50TA,AIRPORT,,29.68772556,-97.99611639,15/33,TURF,,,,,,,,1
20239,TE41,HELIPORT,Y,30.33520917,-95.45299583,H1,CONC,PERI,,,,,,,1
20240,25XS,AIRPORT,Y,32.4865275,-96.8463875,16/34,CONC-G,NSTD,9,,,,F,,1
20241,8TS6,AIRPORT,Y,32.5331925,-96.32248083,06/24,TURF,,,,,,,,1
20242,DUX,AIRPORT,Y-L,35.85743067,-102.0133093,01/19,ASPH-G,MED,30,45,,,G,KDUX,2
20243,DUX,AIRPORT,Y-L,35.85743067,-102.0133093,14/32,ASPH-G,MED,21,32,,,G,KDUX,2
20244,05XA,HELIPORT,Y,35.86363056,-101.9709444,H1,CONC-G,,,,,,,,1
20245,7TE7,AIRPORT,Y,26.38367861,-98.33362667,09/27,CONC,,,,,,,,3
20246,7TE7,AIRPORT,Y,26.38367861,-98.33362667,13/31,CONC,,,,,,,,3
20247,7TE7,AIRPORT,Y,26.38367861,-98.33362667,18/36,CONC,,,,,,,,3
20248,73TE,AIRPORT,Y,32.925,-97.55833333,15/33,TURF,,,,,,,,1
20249,83TS,AIRPORT,Y,32.42666667,-98.41972222,18/36,TURF,,,,,,,,1
20250,24TA,AIRPORT,,31.21323778,-95.82745361,17/35,TURF,,,,,,,,1
20251,53TS,AIRPORT,,30.13918056,-95.952925,08/26,TURF-F,,,,,,,,1
20252,TA81,AIRPORT,Y-L,29.79382222,-100.8792639,13/31,ASPH,LOW,,,,,,,1
20253,TA23,AIRPORT,Y,31.26129083,-96.21635361,15/33,TURF,,,,,,,,1
20254,TA06,AIRPORT,Y,33.16122472,-95.80579583,17/35,TURF,,,,,,,,1
20255,79TA,AIRPORT,Y,28.1697275,-98.8900225,12/30,TURF,,,,,,,,1
20256,87TE,AIRPORT,N,29.45190861,-95.86550833,13/31,TURF,,,,,,,,1
20257,XA97,HELIPORT,,32.58723681,-95.87370489,H1,CONC-G,,,,,,F,,1
20258,TE18,HELIPORT,Y-L,32.34194444,-95.29111111,H4,CONC,PERI,,,,,G,,4
20259,TE18,HELIPORT,Y-L,32.34194444,-95.29111111,H1,CONC,PERI,,,,,F,,4
20260,TE18,HELIPORT,Y-L,32.34194444,-95.29111111,H2,CONC,PERI,,,,,F,,4
20261,TE18,HELIPORT,Y-L,32.34194444,-95.29111111,H3,CONC,PERI,,,,,G,,4
20262,OSA,AIRPORT,Y-L,33.09688889,-94.96175,17/35,ASPH-G,MED,30,,,,G,KOSA,2
20263,OSA,AIRPORT,Y-L,33.09688889,-94.96175,H1,CONC-F,,,,,,F,KOSA,2
20264,71TE,AIRPORT,Y,30.37797444,-98.37613417,18/36,ASPH,MED,,,,,,,1
20265,06TS,AIRPORT,Y,31.42159167,-99.836575,12/30,TURF,,,,,,,,1
20266,2T1,AIRPORT,Y-L,34.18513639,-102.6410981,07/25,ASPH-G,MED,12,,,,G,,1
20267,6XS3,AIRPORT,Y,33.13844972,-96.38553861,09/27,TURF,LOW,,,,,,,1
20268,37F,AIRPORT,Y-L,33.46872222,-99.58622222,17/35,ASPH-F,LOW,4,,,,G,,1
20269,RAS,AIRPORT,Y-L,27.81183333,-97.08875,12/30,ASPH-F,MED,,,,,F,KRAS,1
20270,XS60,AIRPORT,Y,33.31842111,-96.90600306,18/36,TURF,,,,,,,,2
20271,XS60,AIRPORT,Y,33.31842111,-96.90600306,10/28,TURF,,,,,,,,2
20272,XS45,HELIPORT,Y,27.71586583,-97.17304417,H1,TURF,,,,,,,,1
20273,1TX6,AIRPORT,Y,31.69848778,-98.09642222,12/30,TURF,,,,,,,,2
20274,1TX6,AIRPORT,Y,31.69848778,-98.09642222,07/25,ASPH,LOW,,,,,,,2
20275,80TS,AIRPORT,,31.32767972,-95.57300556,13/31,TURF,,,,,,,,1
20276,OCH,AIRPORT,Y-L,31.57776389,-94.71011111,18/36,ASPH-E,MED,23,,,,G,KOCH,1
20277,02TX,HELIPORT,Y-L,31.61272222,-94.64758333,H1,CONC,,,,,,,,1
20278,0TX0,AIRPORT,Y,32.41958361,-97.712805,14/32,TURF,,,,,,,,1
20279,25TE,HELIPORT,,32.08275556,-96.50391944,H1,CONC-G,,,,,,,,1
20280,60R,AIRPORT,Y-L,30.36713889,-96.11294444,17/35,ASPH-E,MED,30,,,,G,,1
20281,TA09,HELIPORT,,27.83530444,-97.20360111,H1,CONC,,,,,,,,1
20282,51TX,AIRPORT,Y,32.53958139,-95.66829556,18/36,TURF,,,,,,,,1
20283,TA13,AIRPORT,Y,36.25641944,-102.87048,18/36,TURF,,,,,,,,1
20284,BAZ,AIRPORT,Y-L,29.70575,-98.04322222,13/31,ASPH-G,MED,30,60,,,G,KBAZ,2
20285,BAZ,AIRPORT,Y-L,29.70575,-98.04322222,17/35,ASPH-F,MED,25,,,,F,KBAZ,2
20286,1TX4,AIRPORT,,29.27334028,-95.88690278,15/33,ASPH-P,,,,,,P,,1
20287,61R,AIRPORT,Y-L,30.88405556,-93.74247222,14/32,ASPH-P,LOW,12,,,,P,,1
20288,59TE,HELIPORT,,30.49527778,-97.53138889,H1,CONC-E,,,,,,,,1
20289,TT45,AIRPORT,,29.49833333,-98.155,15/33,TURF,,,,,,,,1
20290,TX07,AIRPORT,Y,29.93427778,-101.23425,16/34,ASPH,,,,,,,,1
20291,35XS,HELIPORT,Y-L,33.77851389,-97.73258056,H1,CONC,PERI,,,,,,,1
20292,6TE1,AIRPORT,Y,26.36145778,-98.15250944,09/27,TURF-DIRT,,,,,,,,1
20293,TS62,AIRPORT,,33.20009417,-100.5184469,17/35,TURF,,,,,,,,1
20294,68TE,AIRPORT,Y,29.19608556,-96.49191444,17/35,TURF,,,,,,,,1
20295,TE00,HELIPORT,,27.91331667,-97.15935,H1,ASPH,PERI,,,,,,,1
20296,XA71,AIRPORT,Y,31.27733333,-94.974,17/35,TURF,,,,,,,,1
20297,64TX,HELIPORT,Y,29.61968333,-98.492825,H1,CONC,PERI,,,,,,,1
20298,2XA3,HELIPORT,Y-L,29.92755,-95.63283333,H1,CONC,,,,,,,,1
20299,TS28,HELIPORT,Y,32.83901694,-97.14751139,H1,CONC,,,,,,,,1
20300,6XS1,HELIPORT,Y,29.99464167,-95.27688889,H1,CONC,PERI,,,,,,,2
20301,6XS1,HELIPORT,Y,29.99464167,-95.27688889,H2,CONC,,,,,,,,2
20302,45TE,HELIPORT,,29.5524,-98.34734444,H1,CONC-G,,,,,,F,,1
20303,0TE3,HELIPORT,,29.795925,-95.45893056,H1,ASPH-G,,,,,,,,1
20304,8TX9,HELIPORT,Y-L,33.645475,-97.163525,H1,CONC-G,PERI,,,,,,,1
20305,GYI,AIRPORT,Y-L,33.71419111,-96.67435972,17L/35R,ASPH-CONC-G,MED,75,100,160,,G,KGYI,3
20306,GYI,AIRPORT,Y-L,33.71419111,-96.67435972,13/31,ASPH-F,,,,,,F,KGYI,3
20307,GYI,AIRPORT,Y-L,33.71419111,-96.67435972,17R/35L,ASPH-CONC-F,,,,,,G,KGYI,3
20308,52F,AIRPORT,Y,33.04984472,-97.2322375,17/35,ASPH-E,LOW,8,,,,G,,1
20309,TE65,HELIPORT,,32.85916667,-97.23,H1,TURF,,,,,,,,1
20310,XS32,HELIPORT,Y-L,31.34513889,-96.16549444,H1,CONC,NSTD,,,,,,,1
20311,RBO,AIRPORT,Y-L,27.77813889,-97.69011111,13/31,ASPH-G,MED,11,,,,G,KRBO,1
20312,TE68,AIRPORT,Y,33.74411667,-96.65988333,18/36,TURF,,,,,,,,1
20313,36TE,HELIPORT,Y,29.8568925,-95.53938667,H1,CONC,PERI,,,,,,,1
20314,TE69,HELIPORT,,29.57626944,-95.77156389,H1,CONC,PERI,,,,,,,2
20315,TE69,HELIPORT,,29.57626944,-95.77156389,H2,CONC,,,,,,,,2
20316,3TS9,AIRPORT,Y,33.37927611,-95.60356778,15/33,TURF,,,,,,,,1
20317,4TA7,HELIPORT,Y,27.86113667,-97.19887889,H1,CONC,LOW,,,,,,,1
20318,TX24,AIRPORT,Y,32.27515306,-95.08355472,12/30,DIRT,LOW,,,,,,,1
20319,ODO,AIRPORT,Y-L,31.92141517,-102.3871329,02/20,ASPH-G,MED,14,,,,G,KODO,3
20320,ODO,AIRPORT,Y-L,31.92141517,-102.3871329,11/29,ASPH-G,MED,30,,,,G,KODO,3
20321,ODO,AIRPORT,Y-L,31.92141517,-102.3871329,16/34,ASPH-E,MED,14,,,,G,KODO,3
20322,81TX,HELIPORT,Y,32.83680556,-95.24591389,H1,CONC,,,,,,,,1
20323,TA30,ULTRALIGHT,,29.31884722,-95.08576111,03/21,TURF,,,,,,,,1
20324,E52,AIRPORT,Y-L,35.23071389,-102.3987681,17/35,ASPH-P,MED,20,,,,P,,1
20325,67T,AIRPORT,Y-L,27.79970556,-97.85090278,16/34,CONC-G,LOW,,,,,G,,1
20326,85TE,AIRPORT,Y,29.63419444,-97.81169444,14/32,TURF,,,,,,,,1
20327,5XS6,AIRPORT,Y,26.17535278,-97.87527611,12/30,ASPH-TURF-F,,,,,,,,1
20328,4TX7,AIRPORT,Y,33.41953889,-99.86564833,09/27,TURF,,,,,,,,1
20329,ONY,AIRPORT,Y,33.35088889,-98.81916667,04/22,ASPH-G,,43,50,84,,G,KONY,3
20330,ONY,AIRPORT,Y,33.35088889,-98.81916667,13/31,ASPH-L,,43,50,84,,P,KONY,3
20331,ONY,AIRPORT,Y,33.35088889,-98.81916667,17/35,ASPH-F,MED,43,50,84,,F,KONY,3
20332,38TT,AIRPORT,,33.16781944,-95.98037222,18/36,TURF-F,,,,,,,,1
20333,49XA,ULTRALIGHT,Y,26.44462778,-98.09662778,14U/32U,TURF,,,,,,,,1
20334,TX49,AIRPORT,Y,31.29166667,-94.69944444,17/35,TURF,,,,,,,,1
20335,9TS1,HELIPORT,Y-L,28.80110083,-97.00582056,H1,CONC,PERI,,,,,,,2
20336,9TS1,HELIPORT,Y-L,28.80110083,-97.00582056,H2,CONC,PERI,,,,,,,2
20337,TS02,AIRPORT,Y,33.11956111,-98.23060222,15/33,TURF,,,,,,,,1
20338,80TE,HELIPORT,,32.95583333,-96.91305556,H1,CONC,,,,,,,,1
20339,ORG,AIRPORT,Y-L,30.06845161,-93.80402022,04/22,ASPH-G,MED,27,,,,G,KORG,2
20340,ORG,AIRPORT,Y-L,30.06845161,-93.80402022,13/31,TURF-G,,,,,,,KORG,2
20341,NOG,AIRPORT,,27.89681817,-98.04355692,01/19,PEM-F,MED,,,,,F,KNOG,2
20342,NOG,AIRPORT,,27.89681817,-98.04355692,13/31,PEM-F,MED,,,,,F,KNOG,2
20343,XS29,HELIPORT,,31.85472222,-102.3661111,H1,CONC,,,,,,,,1
20344,TT91,AIRPORT,Y,30.29054167,-100.0221389,17/35,ASPH-G,,,,,,,,1
20345,4TS9,HELIPORT,Y,30.32381556,-97.86778639,H1,ASPH,,,,,,,,1
20346,14TS,AIRPORT,Y,27.42166667,-98.60436111,16/34,ASPH,,,,,,,,1
20347,7TS8,AIRPORT,Y,34.40375,-102.4541667,17/35,DIRT,,,,,,,,1
20348,62TE,HELIPORT,Y,28.84903333,-97.87765,H1,CONC-F,PERI,,,,,F,,1
20349,16XS,AIRPORT,Y,30.40436667,-95.35985,04/22,TURF,,,,,,,,1
20350,4XA3,AIRPORT,,32.25361111,-99.49861111,18/36,TURF,,,,,,,,1
20351,15TS,HELIPORT,Y,32.98678833,-96.69749667,H1,CONC,,,,,,,,1
20352,10X,AIRPORT,Y,29.46148194,-100.1142892,17/35,CONC-F,MED,,,,,F,,1
20353,OZA,AIRPORT,Y-L,30.73519444,-101.2021944,16/34,ASPH-G,MED,30,,,,G,KOZA,1
20354,2TS5,AIRPORT,,34.02333333,-100.3436111,18/36,TURF,,,,,,,,1
20355,91TX,AIRPORT,Y,28.39694056,-98.36278917,15/33,ASPH,,,,,,,,1
20356,PSX,AIRPORT,Y-L,28.7275,-96.25094444,08/26,CONC-P,,46,58,105,,P,KPSX,3
20357,PSX,AIRPORT,Y-L,28.7275,-96.25094444,13/31,CONC-G,MED,46,58,105,,P,KPSX,3
20358,PSX,AIRPORT,Y-L,28.7275,-96.25094444,18/36,CONC-P,,46,58,105,,F,KPSX,3
20359,PSN,AIRPORT,Y-L,31.77969444,-95.70630556,18/36,ASPH-E,MED,45,70,135,,G,KPSN,2
20360,PSN,AIRPORT,Y-L,31.77969444,-95.70630556,09/27,ASPH-G,MED,45,70,135,,G,KPSN,2
20361,4TS3,HELIPORT,Y,31.73278889,-95.626,H1,CONC,PERI,,,,,,,1
20362,4TS4,HELIPORT,Y,29.97522111,-95.36882528,H1,CONC-G,PERI,,,,,,,1
20363,3XA4,HELIPORT,,26.23945278,-98.37072222,H1,CONC,PERI,,,,,,,1
20364,1.00E+04,AIRPORT,Y,35.14372222,-101.8392222,17/35,TURF-GRVL-P,,,,,,,,1
20365,XA26,HELIPORT,Y,32.79881111,-98.146175,H1,CONC,PERI,,,,,,,1
20366,T45,AIRPORT,Y-L,35.36169444,-101.3650833,17/35,ASPH-G,MED,12,,,,G,,1
20367,4F2,AIRPORT,Y-L,32.17608333,-94.29880556,17/35,ASPH-F,MED,,,,,F,,1
20368,42TS,HELIPORT,Y,29.98772083,-95.35438028,H1,CONC,,,,,,,,1
20369,3TX1,AIRPORT,Y,32.09166667,-95.44472222,09/27,TURF,,,,,,,,1
20370,19TE,HELIPORT,Y-L,33.68931389,-95.54837778,H1,CONC-G,PERI,,,,,G,,1
20371,TS89,AIRPORT,Y,32.35113889,-97.80872222,16/34,TURF,,,,,,,,1
20372,WEA,AIRPORT,Y-L,32.74628669,-97.68245219,17/35,ASPH-G,LOW,7,,,,G,KWEA,1
20373,TX68,AIRPORT,Y,33.59177222,-96.27664806,16/34,TURF,,,,,,,,1
20374,TX16,AIRPORT,,33.40014444,-96.49834444,18/36,TURF,,,,,,,,1
20375,TE43,HELIPORT,Y-L,32.81138889,-96.83722222,H3,CONC-F,PERI,,,,,G,,3
20376,TE43,HELIPORT,Y-L,32.81138889,-96.83722222,H1,MATS-G,PERI,,,,,G,,3
20377,TE43,HELIPORT,Y-L,32.81138889,-96.83722222,H2,MATS-G,PERI,,,,,G,,3
20378,26TE,HELIPORT,Y,29.86803056,-95.40833611,H1,CONC,,,,,,,,1
20379,5TX9,HELIPORT,,32.89611111,-97.31305556,H1,CONC,,,,,,,,1
20380,TX52,AIRPORT,Y,31.79459917,-97.77391417,14/32,TURF,,,,,,,,1
20381,XS88,AIRPORT,,33.85738333,-95.70479444,15/33,TURF,,,,,,,,1
20382,TT12,AIRPORT,,32.27246111,-97.69338889,15/33,TURF-F,,,,,,,,1
20383,8XS4,HELIPORT,N,29.91715861,-93.88739139,H1,CONC-TURF,,,,,,,,1
20384,TX73,HELIPORT,Y,29.82225278,-94.90230556,H1,CONC-E,FLD,,,,,,,1
20385,TT05,AIRPORT,,29.19136111,-98.255125,11/29,TURF,MED,,,,,,,1
20386,TT46,AIRPORT,Y,30.80471667,-96.43123056,14/32,TURF-F,,,,,,,,1
20387,4TA4,AIRPORT,,29.93938611,-96.06046667,17/35,TURF,,,,,,,,1
20388,29TE,HELIPORT,Y,29.55863889,-95.28080556,H1,ASPH-G,,,,,,,,1
20389,LVJ,AIRPORT,Y-L,29.52127778,-95.24213889,14/32,CONC-G,MED,30,,,,F,KLVJ,1
20390,5TA3,AIRPORT,Y,29.3585775,-97.14470833,16/34,TURF,,,,,,,,1
20391,XS53,AIRPORT,,32.85048889,-97.86224722,17/35,TURF,,,,,,,,1
20392,04XA,AIRPORT,,33.28393333,-98.40286111,06/24,DIRT-F,,,,,,,,1
20393,0TX1,AIRPORT,Y-L,32.35368889,-97.67615,01/19,ASPH-G,MED,,,,,G,,1
20394,07TX,HELIPORT,Y,33.18400472,-96.44804056,H1,TURF,,,,,,,,1
20395,PEQ,AIRPORT,Y-L,31.38238889,-103.5107222,09/27,ASPH-G,MED,25,37,,,G,KPEQ,2
20396,PEQ,AIRPORT,Y-L,31.38238889,-103.5107222,14/32,ASPH-G,MED,25,37,,,G,KPEQ,2
20397,TS47,AIRPORT,,29.21615556,-98.12102361,15/33,TURF-F,,,,,,,,1
20398,5TE4,AIRPORT,Y,36.50835917,-102.3921253,01/19,ASPH-F,,,,,,,,1
20399,AFW,AIRPORT,Y-L,32.99038583,-97.31944056,16R/34L,CONC-G,HIGH,,200,400,870,G,KAFW,2
20400,AFW,AIRPORT,Y-L,32.99038583,-97.31944056,16L/34R,CONC-G,HIGH,,200,400,870,G,KAFW,2
20401,PPA,AIRPORT,Y-L,35.613,-100.99625,05/23,ASPH-G,MED,17,,,,G,KPPA,2
20402,PPA,AIRPORT,Y-L,35.613,-100.99625,17/35,ASPH-G,MED,16,,,,G,KPPA,2
20403,4TA8,AIRPORT,Y,30.616845,-101.0170483,16/34,GRVL,,,,,,,,1
20404,PYX,AIRPORT,Y-L,36.41291778,-100.7515764,17/35,ASPH-E,MED,12,,,,G,KPYX,2
20405,PYX,AIRPORT,Y-L,36.41291778,-100.7515764,04/22,TURF-P,,,,,,,KPYX,2
20406,TA64,AIRPORT,,29.70091667,-103.15,09/27,DIRT,,,,,,,,1
20407,08XS,AIRPORT,Y,29.10805556,-95.7775,03/21,TURF,,,,,,,,1
20408,20TX,HELIPORT,Y-L,30.04361111,-99.15111111,H1,CONC,PERI,,,,,,,1
20409,6XS4,AIRPORT,Y,29.94596111,-95.94135556,17/35,TURF,,,,,,,,1
20410,4XS0,AIRPORT,Y,29.93026861,-95.96388872,17/35,TURF,,,,,,,,2
20411,4XS0,AIRPORT,Y,29.93026861,-95.96388872,08/26,TURF,,,,,,,,2
20412,22TA,AIRPORT,,32.21538056,-97.14021667,14/32,TURF-G,,,,,,,,1
20413,46TX,AIRPORT,Y,29.15079972,-95.49522056,03/21,TURF,,,,,,,,1
20414,TA01,AIRPORT,Y,32.34181111,-97.25029028,16/34,TURF,,,,,,,,1
20415,2TE5,AIRPORT,,29.69509167,-97.16331944,18/36,TURF,,,,,,,,1
20416,XS91,AIRPORT,Y,32.0865,-95.59933333,17/35,ASPH-TURF,,,,,,,,1
20417,TE10,AIRPORT,Y,33.81537778,-98.22810083,04/22,TURF,,,,,,,,1
20418,72TA,AIRPORT,,28.45073611,-96.30398611,11/29,ASPH,,,,,,,,2
20419,72TA,AIRPORT,,28.45073611,-96.30398611,18/36,CONC,,,,,,,,2
20420,T24,AIRPORT,Y-L,31.23352194,-93.98185556,17/35,ASPH-P,MED,14,,,,,,1
20421,16TS,AIRPORT,Y,32.22265389,-95.31800694,17/35,TURF,,,,,,,,1
20422,3TE9,AIRPORT,Y,30.10577056,-94.95881583,17/35,TURF,,,,,,,,1
20423,1XS8,AIRPORT,Y,29.63413611,-100.375825,16/34,ASPH,,,,,,,,1
20424,TX41,AIRPORT,,30.09131972,-98.36474056,15/33,TURF,,,,,,,,1
20425,09TS,AIRPORT,,29.48263056,-103.1629778,09/27,ASPH,,,,,,,,1
20426,60TX,AIRPORT,Y,30.033555,-96.26357444,16/34,TRTD,LOW,,,,,,,1
20427,9TA4,HELIPORT,N,32.78179583,-96.79805667,H1,CONC,,,,,,,,1
20428,89TE,HELIPORT,Y,32.73591944,-97.34622222,H1,MATS-G,,,,,,,,1
20429,XA37,HELIPORT,,32.73475,-97.3442,H1,CONC,PERI,,,,,,,1
20430,PEZ,AIRPORT,Y-L,28.95419444,-98.51997222,16/34,ASPH-F,MED,4,,,,F,KPEZ,1
20431,47TA,AIRPORT,Y,33.25595028,-96.88528028,N/S,TURF,,,,,,,,1
20432,60XS,AIRPORT,,32.893325,-100.8939083,18/36,ASPH-F,,,,,,,,1
20433,04TX,AIRPORT,Y,31.73222222,-97.36888889,12/30,TURF,,,,,,,,1
20434,T48,AIRPORT,Y,32.86812222,-96.21914167,13/31,TURF-G,,,,,,,,1
20435,33XA,AIRPORT,,32.85695556,-96.30829028,04/22,DIRT-P,,,,,,,,1
20436,43TE,HELIPORT,Y,29.76522778,-95.37132694,H1,CONC,PERI,,,,,,,1
20437,24TE,HELIPORT,Y,29.64856389,-95.27410222,H1,CONC,PERI,,,,,,,1
20438,TX53,HELIPORT,Y,32.68333333,-96.85805556,H1,CONC,,,,,,,,1
20439,XS08,AIRPORT,N,30.87684028,-99.19949806,01/19,TURF,,,,,,,,1
20440,7XS0,AIRPORT,Y,29.5046775,-95.17548833,11/29,ASPH,LOW,,,,,,,1
20441,4TE1,AIRPORT,Y,32.07944444,-96.71027778,15/33,TURF,,,,,,,,1
20442,XA10,ULTRALIGHT,Y,33.23191667,-97.33876944,18/36,TURF,,,,,,,,1
20443,80TA,HELIPORT,Y,29.79133833,-95.44494,H1,CONC,,,,,,,,1
20444,PIL,AIRPORT,Y,26.16619444,-97.34588889,17/35,ASPH-CONC-G,,30,45,90,,G,KPIL,4
20445,PIL,AIRPORT,Y,26.16619444,-97.34588889,03/21,ASPH-CONC-P,,30,45,90,,P,KPIL,4
20446,PIL,AIRPORT,Y,26.16619444,-97.34588889,08/26,CONC-P,,50,60,110,,F,KPIL,4
20447,PIL,AIRPORT,Y,26.16619444,-97.34588889,13/31,ASPH-CONC-G,MED,105,135,230,,G,KPIL,4
20448,TX02,AIRPORT,Y,32.5265125,-99.61286361,17/35,TURF,,,,,,,,1
20449,F35,AIRPORT,Y-L,32.92332458,-98.43687278,02/20,ASPH-F,MED,24,,,,F,,1
20450,5F1,AIRPORT,Y-L,33.20330556,-101.3382222,17/35,ASPH-F,MED,16,,,,F,,2
20451,5F1,AIRPORT,Y-L,33.20330556,-101.3382222,06/24,ASPH-F,MED,16,,,,F,,2
20452,76TA,AIRPORT,,31.30141944,-98.22437222,16/34,TURF-G,,,,,,,,1
20453,TA19,AIRPORT,Y,32.67457556,-97.78364194,18/36,TURF-F,,,,,,,,1
20454,81XS,HELIPORT,N,29.72911833,-95.46466306,H1,CONC,,,,,,,,1
20455,57TE,AIRPORT,Y,29.93882556,-99.78339583,15/33,GRVL,,,,,,,,1
20456,4TA0,AIRPORT,Y,29.35885,-95.66466667,17/35,ASPH,MED,,,,,,,1
20457,TA88,HELIPORT,Y,32.7001325,-97.05028556,H1,CONC,,,,,,,,1
20458,XA53,HELIPORT,Y,33.11696944,-96.6724,H1,TURF-G,FLD,,,,,P,,1
20459,13XS,HELIPORT,Y-L,32.88444444,-96.46444444,H1,CONC-G,PERI,,,,,,,1
20460,PRS,AIRPORT,Y-L,29.6342125,-104.3614944,17/35,ASPH-E,MED,30,,,,G,KPRS,1
20461,XS23,AIRPORT,N,30.12659333,-99.47116139,16/34,TURF-P,,,,,,,,1
20462,99TE,AIRPORT,Y,33.60583333,-96.41555556,H1,TURF,,,,,,,,2
20463,99TE,AIRPORT,Y,33.60583333,-96.41555556,18/36,TURF,,,,,,,,2
20464,TS84,AIRPORT,,33.40179722,-102.3102306,09/27,ASPH-DIRT,NSTD,,,,,,,2
20465,TS84,AIRPORT,,33.40179722,-102.3102306,18/36,ASPH-DIRT,,,,,,,,2
20466,16X,AIRPORT,Y,33.08061111,-97.35841667,17/35,ASPH-E,LOW,,,,,G,,1
20467,XA0,AIRPORT,Y,33.14816667,-97.28002778,18/36,TURF-G,,,,,,,,1
20468,7TX1,HELIPORT,Y,31.51406389,-97.20039444,H1,ROOF-TOP,PERI,,,,,,,1
20469,11TS,AIRPORT,Y,31.65794611,-96.41136667,02/20,TURF,,,,,,,,1
20470,TA44,AIRPORT,Y,27.07560083,-98.601685,13/31,DIRT,,,,,,,,1
